n11845793 hedgehog_cactus
n11623105 cedar_tree
n13130161 receptacle
n01541922 towhee
n02115335 wild_dog
n04127633 relief_valve
n03111177 cornice
n07764847 avocado
n02980036 castor
n03035252 circus_tent
n04371563 swimsuit
n03228016 double_reed
n07826340 angelica
n03384167 fork
n07826930 star_anise
n03274265 electric_toothbrush
n12957803 nardoo
n03708843 magnetometer
n12263738 chinquapin
n04353573 sulky
n02752615 jock
n03302938 exhaust
n01748686 spitting_cobra
n02640857 hausen
n07723177 shallot
n01664369 ridley
n03431570 gear_box
n07643981 gelatin
n02065726 humpback_whale
n01586374 cactus_wren
n10530150 rider
n10599806 vocalist
n07756325 honeydew
n03146846 cultivator
n12552309 sainfoin
n07740597 empire
n04387400 tambourine
n03938522 bobbin_lace
n13111881 bonsai
n04259468 sabaton
n02918831 bumper
n03556811 ice_yacht
n07577374 snack
n00445685 sculling
n01527347 sparrow
n07760755 thompson_seedless
n08633683 waterfront
n01839330 downy_woodpecker
n04373089 switchblade
n02568087 rockfish
n07741804 winesap
n11725015 anemone
n02307910 lappet
n10304914 medal_winner
n06596474 news_magazine
n07689003 johnny_cake
n01557962 mistle_thrush
n04103769 roll_on
n02709637 anchor_chain
n12768369 buckeye
n04182152 shadow_box
n03235180 drawing_room
n02694426 alarm
n03532342 hook
n03222516 doorbell
n11615026 lodgepole_pine
n09260907 tillage
n12822955 boneset
n04216963 sights
n11902389 opium_poppy
n03173387 food_shop
n02759387 autogiro
n02987950 c_battery
n03404449 furnace
n03590475 jacket
n01640846 ranid
n01748389 naja_haje
n04446162 duds
n04584056 wiffle
n02930080 buzzer
n12546183 lupine
n13875392 halo
n03465500 guarnerius
n11603835 macrozamia
n12657082 thimbleberry
n07886572 brew
n02108254 mastiff
n04346003 stump
n03516266 herringbone
n12087961 yam
n03822767 newtonian_reflector
n12282737 betula_pubescens
n03638883 landing_gear
n02084071 domestic_dog
n02414442 rambouillet
n02803539 bass_clarinet
n02874086 booth
n06263369 public_press
n02881757 bowler
n03020034 microchip
n04472726 transmitter
n12709688 grapefruit
n11704093 bay
n01767661 arthropod
n01991520 pill_bug
n03874138 paddle_steamer
n03732543 maxim_gun
n03139089 crownwork
n07936263 drinking_water
n02813399 bay_window
n02977330 cashmere
n02011805 american_bittern
n13875392 doughnut
n12262018 weeping_beech
n04596492 witness_box
n07825972 soy_sauce
n04969952 royal_blue
n04235771 sleeper
n04027023 button
n01489920 sandbar_shark
n02909053 bubble
n02693246 air_terminal
n12294124 gentianella
n03726993 mast
n04594489 wire
n12580012 keurboom
n07607707 lozenge
n07591961 paella
n02955247 condenser
n03141702 crusher
n02431122 red_deer
n04118635 ruin
n03152303 customhouse
n04076713 repository
n13905792 line
n03892557 parsonage
n02985606 cat
n07557434 dish
n09475179 watercourse
n07812184 spice
n04414199 terrarium
n07722052 tabasco
n04431925 thunderer
n04117464 rudder
n03916385 perfumery
n00463543 hockey_game
n04346511 stylus
n05259914 pigtail
n03507963 heat_engine
n03919430 pestle
n11916467 achillea
n02813645 bazar
n02732827 pergola
n11729478 clematis
n11634736 incense_cedar
n03537241 horn
n03386726 foulard
n03088389 condominium
n02324045 rabbit
n04138977 saucepan
n02173373 japanese_beetle
n12406488 american_elm
n03130233 crematorium
n04579230 whispering_gallery
n03494537 reed_organ
n00447540 grappling
n11542137 sphagnum_moss
n02803934 bass_viol
n12807409 american_sycamore
n01317541 domesticated_animal
n07730708 celeriac
n02311748 leptocephalus
n03495570 harp
n02944459 camouflage
n04190747 shell
n12906498 mandrake
n00449295 racing
n03059685 cobweb
n02850950 blimp
n04225987 skateboard
n10276045 feller
n03906106 pegleg
n12256112 pyrola
n03196324 digital_computer
n02604954 angelfish
n00447540 wrestling
n03170635 deep_freeze
n02341616 prairie_vole
n01534155 bullfinch
n11615967 pitch_pine
n07736371 sorrel
n04964001 claret
n04104384 semicircular_arch
n02568087 striped_bass
n02980203 caster
n11552133 cryptogam
n07843464 souffle
n02470238 simian
n04411264 tent
n09305031 holler
n01855188 smew
n12124818 lolium_perenne
n02754103 atomizer
n04400499 telegraphy
n01448951 topminnow
n03053047 clove_hitch
n02797692 stand
n10020890 physician
n03799610 ordnance
n03660909 library
n12548280 medick
n03505015 headrace
n02527622 conger
n03710421 maildrop
n01828556 kookaburra
n03277771 electronic_device
n04211219 shunter
n09339810 geosphere
n03675235 linotype
n04409011 supply_ship
n00471437 ballgame
n12801520 parnassia
n02927053 butcher_knife
n02993546 center
n04115256 row_house
n11707229 sassafras_albidum
n04049585 rain_gauge
n02509197 honey_bear
n07736813 taro_root
n04231905 skivvies
n04399537 tee
n04613015 yoke
n02104523 sheep_dog
n02198859 horsefly
n01610226 hen_harrier
n02749169 headache_powder
n07927836 bitter_lemon
n02684962 public_square
n03632963 powder_room
n01849157 pintail
n04235291 sleigh
n02560110 snook
n03434188 generator
n03254189 dugout
n03376159 fold
n01397871 seagrass
n02147947 pipistrel
n04438897 tin
n08517676 bus_stop
n07686720 sourdough_bread
n03090437 conformal_projection
n12478768 cordyline_australis
n11947802 bluebottle
n04446276 lav
n03674440 linkage
n02068541 bottlenose
n03335030 fighter
n02203152 midge
n02394477 artiodactyl
n13882487 heptagon
n01562014 bluebird
n07739506 dessert_apple
n03197446 digitiser
n04363082 surface_ship
n09300306 gully
n04227050 skep
n01887474 farm_animal
n02854378 blockhouse
n02047975 atlantic_puffin
n01379389 staphylococci
n04965451 reddish_orange
n03853291 pit
n02942147 cambric
n02537319 salmo_trutta
n09447666 strand
n02456962 sloth
n12448136 calochortus_luteus
n03851341 optical_device
n03646020 latex_paint
n02863750 boiler
n02982232 launcher
n03744276 computer_memory
n12590499 elaeis_guineensis
n02787435 gaud
n07936548 seltzer
n12931906 angelique
n03445617 golf_bag
n13902336 rim
n02324850 oryctolagus_cuniculus
n01324610 herbivore
n02227247 migratory_locust
n02834778 wheel
n07938007 multivitamin
n04246731 meat_house
n02921884 sepulcher
n02688443 surface
n12757816 american_holly
n03296478 escutcheon
n03695616 lug
n03985232 portable_computer
n02041246 seagull
n01471682 vertebrate
n08521623 burial_ground
n04189092 sheet_bend
n03697913 longyi
n04046277 raglan
n03282060 embankment
n04555897 watch
n11875523 brassica_oleracea
n03303831 exhibition_area
n02787435 trinket
n03315990 veneer
n03200539 dining_hall
n12732009 abele
n01555809 flycatcher
n04305471 state_prison
n02018027 coot
n04058239 rom
n00445351 row
n02121808 felis_catus
n02584449 piranha
n02488415 entellus
n01792158 rooster
n12180885 lacebark
n03429914 netting
n07584593 broth
n07577144 fish_fry
n04095342 rivet
n03239054 tailcoat
n02627292 bluefin
n07887461 bock
n02084861 mutt
n11948044 star_thistle
n10142747 grandma
n12550210 mucuna
n02761206 automation
n02488894 guereza
n07829412 sauce
n03773035 mirror
n04018667 public_convenience
n12661538 woodruff
n01570676 yellowthroat
n01819734 cockatiel
n08614632 fairground
n02869155 bone_china
n03413684 gambrel_roof
n04128499 sailboat
n09452760 swell
n03418749 garibaldi
n04409806 tennis_racquet
n12336727 white_ash
n02537319 salmon_trout
n03099274 convenience_store
n03087069 concrete_mixer
n04968749 jade_green
n07600506 succade
n09376526 ocean_floor
n07576781 barbecue
n03905730 pin
n03935883 pilaster
n08645104 scrubland
n13872592 conoid
n03718935 manse
n09231117 caldera
n03900393 pave
n03604629 jumper
n12283147 black_birch
n03048883 loop
n03871083 package
n02857907 boards
n03326475 fell
n03180732 destroyer_escort
n02980203 castor
n03052917 clout
n03201776 dinner_jacket
n10142747 gran
n02936714 cage
n09376526 seabed
n03929202 pickax
n02708224 analog_computer
n03994008 powder
n09454153 talus
n03595523 jersey
n12152532 cotton_grass
n07908567 amaretto
n02763306 secondary_storage
n11717577 american_lotus
n00015388 brute
n04038727 rack
n02744323 arterial_road
n01927456 tapeworm
n03149135 curb
n04533700 videocassette
n15062057 stucco
n02065026 fin_whale
n11992479 texas_star
n04006067 privateer
n03071160 colonnade
n07836600 blanc
n12130549 timothy
n03776877 moccasin
n03501614 head
n08495908 aphelion
n02411999 ewe
n12116429 cockspur
n11547855 spore
n11627512 eastern_hemlock
n02288268 inchworm
n04391445 tapa
n12157056 kernel
n07689003 johnnycake
n03766044 milling_machine
n03699591 panga
n02590094 hogfish
n09249034 gap
n02968333 stall
n11608250 pine
n03565565 ied
n07774842 pine_nut
n14977188 tarmac
n01574045 blackbird
n03638623 landing_craft
n04156591 scuffle
n03358172 flashgun
n03284981 enamelware
n03798982 multiplex
n02184589 head_louse
n12115180 pampas_grass
n03480579 halter
n13919547 cuneus
n02407071 shorthorn
n05459457 leydig_cell
n06277135 wireless
n03567066 incubator
n00480993 hoops
n12819728 echium_vulgare
n04417361 textile_mill
n02141306 microbat
n04488427 trough
n11782036 alocasia
n12725738 white_willow
n12462805 squill
n04312432 spire
n03341153 finger
n11925898 marguerite
n03541696 hostel
n04463679 rail
n07608098 marshmallow
n00480993 basketball
n12515711 chickpea
n04271531 specialty_store
n00475787 softball
n03604156 jukebox
n10020890 doctor
n00812526 grasp
n04370600 sweatshop
n02573704 bluefish
n03401129 fuel_gauge
n09828216 baby
n15067877 tear_gas
n03466162 guided_missile
n02800675 basement
n04137444 satellite
n03437941 girder
n04420024 thermal_reactor
n03892557 rectory
n07744057 lingonberry
n09249034 col
n03380867 footwear
n03885293 pant_leg
n09398076 pothole
n01394492 arcella
n07560652 fare
n02710324 anechoic_chamber
n02289610 corn_borer
n05467054 glia
n01330126 adenovirus
n07818995 oregano
n04139859 money_box
n04413969 terraced_house
n07738105 freestone
n04030518 quadrangle
n10521662 newsman
n02933340 cabinet
n04979002 aposematic_coloration
n02337001 peromyscus_maniculatus
n01614343 golden_eagle
n03015478 chest_protector
n07572353 provender
n12602612 wild_buckwheat
n01674990 gecko
n12385566 mignonette
n03498781 hatchback
n03332393 field_artillery
n04559730 water_glass
n02971167 automobile_tire
n02990758 celesta
n07881404 tostada
n01858906 cygnet
n03211117 display
n02065726 humpback
n03221720 door
n03561047 ignition_key
n00471437 ball_game
n01730563 green_snake
n03072201 colour_tv
n01619310 turkey_vulture
n07751148 nectarine
n03446070 golf_club
n04173172 sequence
n07605040 spun_sugar
n01892551 water_shrew
n02127482 bobcat
n12164363 muskmelon
n03020416 chip
n04253168 snuffer
n01540832 hawfinch
n01888045 calf
n03505383 headsail
n07847917 light_cream
n12712626 burning_bush
n13109733 flowering_tree
n12190410 ceiba_pentandra
n03044801 clip_on
n02385002 finisher
n03698723 lyceum
n14938389 lino
n02412787 hogg
n02813645 bazaar
n03200231 dining_area
n02547014 ribbonfish
n03205304 direction_finder
n12980840 downy_mildew
n02374451 horse
n03612965 timpani
n12271933 turkey_oak
n11958080 cosmos
n02117512 striped_hyena
n03376159 sheepfold
n07767344 olive
n09445008 steep
n02807731 bath
n03348868 firing_chamber
n12943443 snakeroot
n10638922 sport
n03637898 lancet_window
n07855510 peanut_butter
n07838441 marinara
n07742704 berry
n01918744 comb_jelly
n03238586 dresser
n02472293 homo
n07597365 candy
n12786836 pinwheel
n03089879 conference_room
n03231819 dragunov
n01549430 wood_pewee
n07817871 finocchio
n04402984 telegraph_line
n00483205 professional_tennis
n12496949 logwood
n07919894 drip_coffee
n02956883 capote
n09450163 sun
n02555863 perch
n12587803 cocos_nucifera
n02180233 bark_beetle
n07752109 sloe
n01804478 partridge
n00450998 showjumping
n03538817 horsehair
n03617594 kinescope
n04591517 wind_turbine
n02542017 ladyfish
n03074380 column
n13142504 redberry
n04270891 lance
n04019101 public_transport
n07731284 chicory
n04270371 speakerphone
n04184095 stem
n03957762 plasterboard
n03870290 pacemaker
n11774513 frangipani
n04350104 suction_pump
n02410702 bison_bison
n04212282 birdie
n04497570 tunic
n02918112 bullring
n03891538 parlour
n02399000 ruminant
n02602059 liza
n02202124 culex_quinquefasciatus
n03790512 bike
n07829248 cider_vinegar
n04419073 transit
n02519862 blue_cat
n02732827 arbour
n03506184 headstock
n07767847 pear
n02352591 dormouse
n03680512 loaner
n01318478 migrator
n02137888 ichneumon
n03884926 pantheon
n02920164 bunk
n11959862 cardoon
n03605722 junction
n03254737 dulcimer
n02975212 vitrine
n03697366 lunar_module
n04533199 vibrator
n07914006 cooler
n04374735 tabernacle
n04223170 backsword
n01929186 rotifer
n03622526 klystron
n04951071 graining
n04392113 tape
n03902482 peach_orchard
n03926412 photographic_paper
n04452615 toolbox
n04289690 sprocket
n07683490 chapati
n12704041 oka
n12321873 shellbark_hickory
n12790430 deutzia
n03891538 parlor
n03514451 hemostat
n02084071 dog
n03496486 harris_tweed
n05218119 stiff
n11676850 gynophore
n01380754 pneumococcus
n03092314 conservatoire
n09305898 hot_spring
n07929519 java
n10559288 pupil
n12590232 oil_palm
n07930315 mimosa
n01970667 nautilus
n01887474 livestock
n02410900 aurochs
n12547215 texas_bluebonnet
n03589513 jack
n12133682 bluestem
n03019304 chino
n03525074 hoist
n04394630 macadam
n03610418 keg
n04070415 refractometer
n04598965 filling
n02815749 beaker
n02295390 cutworm
n03824381 nightdress
n02952109 canopy
n03125057 cpu_board
n12489815 poinciana
n03141065 police_car
n03068998 collar
n01856072 gosling
n04574999 wheel
n11757653 silver_wattle
n03968728 plumb
n02598878 queenfish
n07873464 pilaf
n03545150 house
n13139055 pod
n04590746 windscreen_wiper
n04329477 storage_room
n04212165 shuttle_bus
n04472243 transmission_system
n01843719 toucanet
n02957755 capsule
n12903503 jimsonweed
n03257586 duplicator
n11616662 scotch_pine
n02574271 cobia
n13006171 coprinus_comatus
n12482437 spanish_bayonet
n07868684 frog_legs
n03114504 camp_bed
n04435180 tile
n04275904 spike
n15048888 spackle
n03206908 dish
n12036939 campanula
n02353861 gopher
n04063154 changer
n12263987 chinquapin
n12756457 holly
n03142431 crypt
n07721195 pimento
n02425086 mountain_nyala
n01912454 siphonophore
n13125117 root
n03574555 institution
n07909129 coffee_liqueur
n04414476 terrycloth
n07612632 pudding
n12336727 snow_gum
n01606522 goshawk
n02631041 marlin
n03362639 fleece
n04584056 wiffle_ball
n12201580 theobroma_cacao
n00445351 rowing
n07849619 raita
n03542333 hotel
n03164344 information_system
n01486838 nurse_shark
n01751036 krait
n02643112 scorpionfish
n11623815 cedrus_libani
n02122878 tabby
n04036776 rebate
n04327682 stopcock
n04119091 rumble
n03004409 chambray
n03541537 youth_hostel
n03968293 plug
n01622120 athene_noctua
n03417749 garden
n11834654 kali
n04361095 supporting_structure
n02685253 aileron
n11989869 marguerite
n12288005 ironwood
n02084732 doggy
n07883251 potion
n02274822 nymphalid_butterfly
n12969425 scleroderma_citrinum
n03951971 pin
n07557165 dainty
n03845190 tanker
n02234848 water_bug
n07840804 eggs
n02432291 odocoileus_virginianus
n10806113 zoo_keeper
n02877266 bottle
n07818277 ail
n02132580 silvertip
n02121808 domestic_cat
n07887192 suds
n03119203 general_store
n04170933 selvedge
n12506341 cabbage_tree
n04198722 shiv
n11687789 microspore
n01885498 numbat
n07594066 cake_mix
n12190410 kapok
n09877951 pal
n04125853 safety_belt
n08677424 veldt
n02220804 carpenter_ant
n03604400 jumper
n09219233 berm
n02350989 jumping_mouse
n04122578 sabot
n04320871 stirrer
n12103894 shortgrass
n07735404 parsnip
n03558404 ice_skate
n07581607 canape
n03892425 parquetry
n04477219 treadmill
n13050397 bracket_fungus
n09415584 riverside
n07577538 nosh
n04167346 seeder
n04318892 stiletto
n03159640 rostrum
n03965907 pleat
n01850192 bufflehead
n01838598 pecker
n04398497 teashop
n13132338 flower_cluster
n01585715 rock_wren
n12397431 cannabis_indica
n03556173 i_beam
n01789740 fowl
n02472293 man
n04028581 pylon
n02512053 fish
n07719058 jerusalem_artichoke
n03600285 jodhpurs
n02987492 saber
n04578112 whipcord
n03768823 minelayer
n02298541 hawk_moth
n03256032 dumpster
n12137791 doura
n07762114 papaw
n03878211 palace
n07730207 carrot
n01861778 mammalian
n02513939 spawner
n00480366 jai_alai
n04001265 pressure_cooker
n03166809 death_house
n02979836 cast
n02865931 deadbolt
n07731952 corn
n04235291 sled
n07819896 parsley
n02984469 catheter
n15091304 cobalamin
n07765073 date
n03941417 pinball_machine
n07907429 rye_whiskey
n01555305 scissortail
n03957420 plaster
n02775483 bagpipe
n12860365 basil
n07825850 applesauce
n02948293 candlepin
n12883628 gerardia
n04072960 relay
n04450133 tommy_gun
n09411189 riparian_forest
n11690254 calyx_tube
n12621945 cherokee_rose
n07746186 persimmon
n07874780 porridge
n04391838 tape_recording
n11790936 peltandra_virginica
n03300216 ethernet
n02191773 blow_fly
n07586718 pepper_pot
n05244755 bacterial_plaque
n12320010 hickory
n02771004 backspace
n03487090 handlebar
n05244934 macula
n15092942 phylloquinone
n09439213 suds
n04226464 skein
n03212406 distaff
n03430313 gavel
n01614556 tawny_eagle
n02250822 mealy_bug
n01814549 squab
n03683341 lock
n07735510 pumpkin
n07820814 savoury
n03100346 convertible
n04100519 rodeo
n03241093 oil_rig
n02431628 sambar
n02312640 chrysalis
n12261808 fagus_grandifolia
n04446276 lavatory
n03474352 hacienda
n04297098 stagecoach
n01699254 spectacled_caiman
n01892030 common_shrew
n12141167 buffalo_grass
n12639376 beach_plum
n03052464 haberdashery
n12973791 rhizopus
n01814921 homing_pigeon
n01994910 water_flea
n03516367 herringbone
n13084184 succulent
n03719343 mantle
n04569063 webcam
n02769075 background
n12267931 cupule
n03528263 household_appliance
n04247736 snack_bar
n03238586 vanity
n03660562 liberty_ship
n03542727 hotel_casino
n12338454 black_gum
n10722575 trainer
n01690149 slowworm
n12196129 bottle_tree
n03159640 dais
n03779884 moldboard
n04137444 orbiter
n02598573 kingfish
n12301180 olive
n07903731 armagnac
n02256172 psyllid
n02971167 car_tire
n02813399 bow_window
n02663211 turbot
n09230041 burrow
n07567139 colouring
n03844550 oil_pump
n02059852 giant_petrel
n02389261 pinto
n06276501 radiotelephone
n03251766 dryer
n04404997 camera
n12466727 death_camas
n13171797 water_sprite
n02871005 bookend
n03625355 knit
n02195526 horse_fly
n02295870 underwing
n11615026 spruce_pine
n01789740 domestic_fowl
n04486213 trivet
n02169023 sawyer
n03004275 potty
n07890540 guinness
n07688898 hushpuppy
n07864934 chili
n01872772 echidna
n02236896 hemipteran
n12015525 milk_thistle
n02767038 baby_powder
n12754781 norway_maple
n03923564 phillips_screw
n11756870 acacia_auriculiformis
n10393909 painter
n03116767 tabulator
n03852688 optical_telescope
n02047411 common_murre
n07815588 pepper
n03729402 matchbox
n01573074 lark
n03885904 pantyhose
n12621619 sweetbriar
n02390258 hinny
n04459122 phaeton
n11614420 ponderosa
n11832214 beet
n01563449 gnatcatcher
n11623105 cedar
n12202936 basswood
n07643981 jelly
n07815294 mace
n04284438 spork
n03423568 gas_holder
n07621618 garnish
n11982115 hawkweed
n03163973 input_device
n11926365 silversword
n04395024 tarpaulin
n06277280 video
n03811444 navigational_system
n03518631 high_gear
n15091473 vitamin_b2
n01459791 foetus
n01734104 pine_snake
n03261776 phone
n03506880 hearse
n03680942 local
n02372952 rock_hyrax
n03686470 loft
n03211117 video_display
n03027001 chronometer
n12942395 parsley
n02803349 bass
n02397529 peccary
n02522637 codling
n03452594 longcase_clock
n03029445 butter_churn
n02753710 pile
n02366959 coypu
n12272239 quercus_garryana
n05486510 pallium
n12107970 foxtail
n02726305 flat
n07710283 root_vegetable
n07561848 balanced_diet
n03332591 field_coil
n02503517 elephant
n01448594 rainbow_fish
n12806015 gooseberry
n06618653 spaghetti_western
n02861022 bobsleigh
n02487547 macaca_mulatta
n12145477 popcorn
n02083346 canid
n02519340 pout
n03715386 beetle
n01953361 cowry
n01321123 hen
n09416076 stone
n07808479 chicken_salad
n02009380 snowy_egret
n04404997 tv_camera
n03956623 planking
n13146928 sauvignon_blanc
n03139089 cap
n04119478 game_room
n09432283 shell
n02501583 tarsier
n02851939 blindfold
n01528396 wagtail
n02979836 plaster_cast
n07570720 alimentation
n13874558 scallop
n00480993 basketball_game
n13150894 peperomia
n11978233 helianthus
n07698401 blt
n11818069 stellaria_media
n04210012 shrapnel
n07894551 chablis
n04390977 tap
n03525454 holder
n12019827 stevia
n12161744 cucurbita_maxima
n02531625 menhaden
n03498536 hatch
n01821869 budgerigar
n03039827 dry_cleaners
n03849814 opera_house
n04312916 steering_linkage
n12844939 coleus
n03454885 grater
n02054502 darter
n04278447 spinnaker
n07880751 taco
n12160490 winter_squash
n02305636 tiger_moth
n03844965 oil_slick
n02746978 art_school
n04045255 radar_dome
n01527347 dunnock
n09444783 star
n12634211 crabapple
n03269073 electrical_contact
n04567593 meteorological_satellite
n03063968 coffee_table
n01735439 thamnophis_sirtalis
n03446268 club_head
n12387103 halophyte
n12496427 chicot
n04075468 removable_disk
n01849863 ruddy_duck
n07736813 edda
n01536035 chipping_sparrow
n03728437 match
n11926833 arnica
n13108545 shade_tree
n01884834 tasmanian_devil
n02844307 bit
n11943660 ruddles
n03774461 mitre
n04266375 spacesuit
n12904938 boxthorn
n02771004 backspacer
n03742019 medicine_ball
n08559155 legal_residence
n02873839 stall
n02694966 alb
n02064338 razorback
n02027357 stint
n02812631 bay
n07951464 collection
n02977438 cash_register
n02763901 awning
n07586604 pea_soup
n04555700 wastebasket
n03222857 doorpost
n12669803 lemonwood
n12926689 mandioca
n07617708 christmas_pudding
n07817315 cilantro
n12634429 crab_apple
n09885866 cabinetmaker
n11839823 mirabilis_jalapa
n02532451 pacific_herring
n03729308 matchbook
n01849466 sheldrake
n02710201 humanoid
n04960582 jet_black
n03784270 monstrance
n04473108 transom
n03010795 chasuble
n11625391 engelmann_spruce
n02062744 whale
n07592656 ragout
n10149867 jailor
n04330340 kitchen_stove
n03108853 cork
n12926689 manihot_esculenta
n12911440 tomatillo
n04177820 settle
n04611916 yardstick
n03745146 menagerie
n02119634 kit_fox
n03844815 slicker
n03470948 gurney
n02885882 ticket_booth
n04013600 proscenium_arch
n02994573 center_punch
n04070207 refracting_telescope
n00448958 roller_skating
n04561965 water_pump
n03155502 cyclopean_masonry
n03036866 clamp
n04559451 tap
n03129471 creche
n07680517 breadstick
n04473108 transom_window
n02761834 car_horn
n02788021 banner
n01853195 eider_duck
n05586759 exoskeleton
n01683201 worm_lizard
n04972350 chestnut
n04141198 saxhorn
n11869689 watercress
n03187268 panel
n07614348 water_ice
n03346455 open_fireplace
n04466871 dirt_bike
n07825850 apple_sauce
n04538403 viscose
n03455802 photogravure
n02880546 string
n02697022 alidade
n04401680 telephone_booth
n01857632 canada_goose
n07567139 coloring
n03690473 lorry
n11924445 burdock
n07770571 edible_seed
n03886053 panzer
n02919890 bungee
n10634849 speed_skater
n04221076 silverpoint
n02493224 uakari
n07582609 dip
n14977188 tarmacadam
n02963821 car_door
n04173511 sequencer
n02815950 beam
n02772700 battledore
n02082791 aardvark
n02884450 box_seat
n02790669 barbecue
n02936570 caftan
n03878294 palanquin
n07714078 cole
n01357328 botulinum
n01915811 coral
n03760944 microtome
n12253229 epacris
n03315990 facing
n10223177 jockey
n09416890 roof
n03116530 counter
n07609632 truffle
n12050959 helleborine
n01450661 squirrelfish
n01775370 tarantula
n02715513 lobby
n02715513 entrance_hall
n03484083 pushcart
n04355821 sun_gear
n02761392 robot
n02998841 chaddar
n02568447 wreckfish
n03053976 club_car
n03581125 crossing
n01786646 millipede
n11903671 celandine
n03241093 drilling_rig
n04571566 weir
n01889520 mole
n12876899 figwort
n13882961 rhomb
n04308807 steamboat
n09351905 mesa
n02538010 salmon_trout
n02936714 coop
n13163991 twig
n09885866 furniture_maker
n03456024 boat
n03219135 doll
n12707781 citrus
n02475078 neanderthal
n04155457 scribe
n04603729 work_table
n04545984 walk_in
n12270460 swamp_oak
n01323261 suckling
n10142747 nanna
n04506506 ultracentrifuge
n03485198 hand_mirror
n03662719 lifesaver
n01490112 whitetip_shark
n01904029 plastron
n07914271 smoothie
n03614007 keyboard
n09206985 climb
n03652100 lead_pencil
n07576577 cookout
n03282295 embassy
n07576781 barbeque
n02137015 genet
n04543772 wagon_wheel
n12334293 gum_tree
n02287004 geometrid_moth
n04403638 telescope
n01620135 california_condor
n02855701 blucher
n06273555 call_in
n13134302 bulbous_plant
n11615967 pinus_palustris
n03963028 metal_plating
n03259401 dutch_oven
n04341133 strongroom
n12159555 marrow
n03240140 electric_drill
n07556637 victuals
n03250588 sander
n02202287 gnat
n04019881 pullback
n02694662 alarm
n07814925 ginger
n07806043 cat_food
n12402840 rubber_plant
n03845190 oil_tanker
n04341288 strop
n03176763 emporium
n03720665 maquiladora
n13084834 cultivar
n10474645 principal
n12634211 crab_apple
n03714235 war_paint
n01826364 roller
n09906704 champion
n03617095 kiln
n02581957 dolphin
n04285803 sportswear
n04578801 whisk
n02274024 lepidopteran
n03577090 integrated_circuit
n12023726 tansy
n03819595 meshwork
n12920204 christmas_star
n03320519 masquerade
n02522399 codfish
n02932400 cabin
n02361587 woodchuck
n03085915 computing_system
n02866578 bomb
n03408264 fusil
n03415252 gamp
n01849676 shelduck
n12879963 indian_paintbrush
n07611046 compote
n04060647 receiver
n13900422 tower
n12027222 salsify
n12092417 scarlet_pimpernel
n01542786 weaver
n12945177 water_parsnip
n11635830 alaska_cedar
n02783324 dance_hall
n10474645 head
n03547397 howdah
n07868955 gefilte_fish
n12834798 waterleaf
n07565161 chuck
n02010453 night_raven
n01323355 sire
n02885882 ticket_office
n13898645 spheroid
n02420509 blackbuck
n02875948 borstal
n14786943 lagging
n05399034 milk
n03289660 enlarger
n00449796 hydroplane_racing
n12926039 hevea_brasiliensis
n07880325 rarebit
n07768068 bosc
n03646809 latrine
n00467995 field_hockey
n13000891 mushroom
n11717399 sacred_lotus
n09260907 ploughland
n14919819 inositol
n02624167 mackerel
n01493146 whitetip_shark
n09454153 scree
n12557438 haricot
n02821627 sleeping_accommodation
n06277135 radio
n02312912 imago
n11615387 pinus_taeda
n03594148 javelin
n01756089 prairie_rattlesnake
n04119478 playroom
n03010656 chassis
n03166809 death_row
n11989869 leucanthemum_vulgare
n01595168 tree_swallow
n00453126 coursing
n03533014 shisha
n09308743 ice_cap
n12190410 ceiba_tree
n07858595 sweetening
n03460899 gristmill
n03524976 hogshead
n07730855 chicory
n03836906 nylon
n02971691 cartridge
n03937835 pillbox
n07564971 vegetarianism
n02585872 cichlid
n03082450 compress
n01537134 bunting
n13882276 hexagon
n07744430 gooseberry
n04036776 rabbet
n03951971 pivot
n03126090 cramp
n12036226 samara
n12656369 rubus_idaeus
n11610215 pinus_monophylla
n13918274 tail_end
n02445171 eurasian_otter
n03522003 hippodrome
n07929172 tonic_water
n03454211 grappling_hook
n01674216 saurian
n01623425 screech_owl
n12079523 pleurothallis
n03258577 dust_cover
n03691817 lounge
n02627532 yellowfin_tuna
n13879320 trilateral
n04113194 roulette
n04475900 spiller
n00481803 professional_basketball
n02469914 primate
n11757851 flame_tree
n02507148 digitigrade
n04016846 psaltery
n02804252 sousaphone
n04111668 rotor
n04414909 tessera
n10582604 server
n03941013 pin_tumbler
n04181228 bond
n02191773 blowfly
n02834642 bicorne
n02921029 etna
n03202760 semiconductor_diode
n03816394 needle
n07721942 cayenne_pepper
n03011355 chequer
n03273551 organ
n02099997 pointer
n02509197 kinkajou
n03541537 hostel
n07727741 haricot
n01648139 midwife_toad
n03871083 parcel
n02995998 separator
n03758992 microbrewery
n04566257 weaponry
n12052447 coeloglossum_viride
n04565375 weapon_system
n03919430 muller
n03504723 home_office
n03091374 connection
n13147532 chenin_blanc
n03555564 hypodermic_needle
n02069701 bottlenose
n12171966 gumbo
n12052447 frog_orchid
n09763784 acquaintance
n03313333 frontal
n07910048 triple_sec
n03990474 pot
n00469651 american_football
n04557522 water_bed
n03838024 object_ball
n02896442 breeches
n02987379 slouch_hat
n02221414 wood_ant
n02008796 egret
n01839086 green_woodpecker
n12356960 galangal
n03109881 nook
n02740300 apc
n03039493 claymore
n12784371 roridula
n03488887 handstamp
