n11845793 hedgehog_cactus
n04583212 fisheye_lens
n04353573 sulky
n03302938 exhaust
n01748686 spitting_cobra
n02640857 hausen
n07723177 shallot
n03431570 gear_box
n07643981 gelatin
n03453320 granny_knot
n10530150 rider
n10599806 vocalist
n07756325 honeydew
n03146846 cultivator
n02028900 grayback
n11793779 arum_lily
n07740597 empire
n12552309 sainfoin
n03938522 bobbin_lace
n13111881 bonsai
n03386011 fort
n04259468 sabaton
n03831757 nose_flute
n02918831 bumper
n03351434 rig
n03556811 ice_yacht
n07577374 snack
n02797535 bascule
n08633683 waterfront
n08571275 midfield
n00450335 horseback_riding
n12642090 wild_cherry
n02568087 rockfish
n02307910 lappet
n07893642 bubbly
n04432203 tiara
n06596474 news_magazine
n07689003 johnny_cake
n01557962 mistle_thrush
n02709637 anchor_chain
n03683079 lock
n04281998 splicing
n06998748 art
n04182152 shadow_box
n03235180 drawing_room
n02694426 alarm
n09260907 tillage
n12822955 boneset
n04969798 aquamarine
n04216963 sights
n11902389 opium_poppy
n03173387 food_shop
n02759387 autogiro
n03404449 furnace
n01640846 ranid
n01748389 naja_haje
n12576323 broad_bean
n04584056 wiffle
n02930080 buzzer
n12546183 lupine
n13875392 halo
n03465500 guarnerius
n11603835 macrozamia
n03233624 drawbar
n12657082 thimbleberry
n07886572 brew
n02671780 accoutrement
n03516266 herringbone
n03822767 newtonian_reflector
n02084071 domestic_dog
n02414442 rambouillet
n02803539 bass_clarinet
n02874086 booth
n06263369 public_press
n03020034 microchip
n04472726 transmitter
n12709688 grapefruit
n01767661 arthropod
n03874138 paddle_steamer
n01991520 pill_bug
n03732543 maxim_gun
n03139089 crownwork
n02813399 bay_window
n02977330 cashmere
n03498441 hatbox
n03323703 fixing
n13875392 doughnut
n04969952 royal_blue
n04235771 sleeper
n04027023 button
n01489920 sandbar_shark
n02693246 air_terminal
n12294124 gentianella
n03915437 percussion_instrument
n03726993 mast
n03552749 hydroplane
n07591961 paella
n07607707 lozenge
n02955247 condenser
n04118635 ruin
n03735637 measure
n02431122 red_deer
n03152303 customhouse
n13137951 bacca
n08616050 lea
n04076713 repository
n02276902 limenitis_arthemis
n13905792 line
n11956850 tickseed
n07711907 yam
n03514129 hematocrit
n03892557 parsonage
n02985606 cat
n07815424 nutmeg
n12604460 rumex_acetosella
n07557434 dish
n09475179 watercourse
n07812184 spice
n04177755 settee
n03916385 perfumery
n04211001 shunt
n00463543 hockey_game
n03397087 frieze
n04346511 stylus
n05259914 pigtail
n03507963 heat_engine
n03919430 pestle
n02813645 bazar
n04328054 stopper_knot
n02732827 pergola
n07886176 hooch
n03537241 horn
n04169437 selector
n03088389 condominium
n03517647 retreat
n04138977 saucepan
n02173373 japanese_beetle
n11628793 oregon_pine
n12406488 american_elm
n03130233 crematorium
n04579230 whispering_gallery
n04967801 sage_green
n03494537 reed_organ
n00447540 grappling
n11542137 sphagnum_moss
n02803934 bass_viol
n12807409 american_sycamore
n01317541 domesticated_animal
n07730708 celeriac
n12134025 secale_cereale
n03495570 harp
n01891633 shrew
n12906498 mandrake
n00449295 racing
n03059685 cobweb
n07802417 grain
n10276045 feller
n03906106 pegleg
n04225987 skateboard
n12256112 pyrola
n03196324 digital_computer
n07900958 sherry
n02604954 angelfish
n00447540 wrestling
n03170635 deep_freeze
n02341616 prairie_vole
n11615967 pitch_pine
n07736371 sorrel
n01790812 cochin_china
n04104384 semicircular_arch
n15091669 pyridoxal
n12648196 nectarine
n02568087 striped_bass
n12352990 plantain
n02980203 caster
n04061969 recess
n11552133 cryptogam
n04969798 aqua
n02374149 equid
n01855188 smew
n12124818 lolium_perenne
n03002341 chair_lift
n02797692 stand
n10020890 physician
n03799610 ordnance
n03660909 library
n12548280 medick
n03505015 headrace
n02527622 conger
n02252226 aphid
n03277771 electronic_device
n01828556 kookaburra
n03038870 clavichord
n04211219 shunter
n09339810 geosphere
n03432129 gear_lever
n02580830 horse_mackerel
n03675235 linotype
n04409011 supply_ship
n00471437 ballgame
n12801520 parnassia
n02927053 butcher_knife
n02993546 center
n04115256 row_house
n11707229 sassafras_albidum
n04049585 rain_gauge
n02380583 mustang
n02509197 honey_bear
n06272612 voicemail
n07736813 taro_root
n02104523 sheep_dog
n02749169 headache_powder
n03745571 standing_stone
n01849157 pintail
n04235291 sleigh
n09858165 black_belt
n03393017 free_house
n02560110 snook
n03251932 dry_fly
n03384891 formalwear
n01397871 seagrass
n02147947 pipistrel
n08517676 bus_stop
n07686720 sourdough_bread
n03090437 conformal_projection
n11947802 bluebottle
n07902121 ethyl_alcohol
n02068541 bottlenose
n03335030 fighter
n02410011 gaur
n04454792 topgallant
n02394477 artiodactyl
n13882487 heptagon
n01562014 bluebird
n01940736 mollusc
n03197446 digitiser
n09300306 gully
n01792042 biddy
n01887474 farm_animal
n02854378 blockhouse
n01379389 staphylococci
n02536456 chinook_salmon
n03853291 pit
n09447666 strand
n12448136 calochortus_luteus
n03646020 latex_paint
n02863750 boiler
n02982232 launcher
n12590499 elaeis_guineensis
n02787435 gaud
n07936548 seltzer
n12931906 angelique
n03445617 golf_bag
n07707451 vegetable
n02227247 migratory_locust
n09931640 manager
n04128413 sail
n02834778 wheel
n07938007 multivitamin
n04246731 meat_house
n02921884 sepulcher
n12757816 american_holly
n03985232 portable_computer
n02041246 seagull
n01471682 vertebrate
n08521623 burial_ground
n04103206 rolling_pin
n04189092 sheet_bend
n03147509 cup
n03697913 longyi
n03282060 embankment
n04555897 watch
n04403413 zoom_lens
n11875523 brassica_oleracea
n15089803 vitamin_a
n03303831 exhibition_area
n02787435 trinket
n04605726 wrap
n03315990 veneer
n03071552 colorimeter
n03507241 hearth
n03470387 gunsight
n12732009 abele
n01555809 flycatcher
n02018027 coot
n08645212 weald
n00445351 row
n02121808 felis_catus
n02584449 piranha
n03352628 fishing_net
n03429914 netting
n03555426 hypermarket
n02627292 bluefin
n03323703 fastening
n02084861 mutt
n11948044 star_thistle
n01834540 thornbill
n10142747 grandma
n03773035 mirror
n04018667 public_convenience
n03981924 donkey_cart
n12661538 woodruff
n01570676 yellowthroat
n12231192 bearberry
n08614632 fairground
n02869155 bone_china
n04128499 sailboat
n09452760 swell
n03522634 hitch
n03418749 garibaldi
n04409806 tennis_racquet
n03646148 lath
n09472413 volcanic_crater
n03087069 concrete_mixer
n04968749 jade_green
n07600506 succade
n09376526 ocean_floor
n03905730 pin
n03941684 pincer
n08645104 scrubland
n02251775 louse
n13872592 conoid
n03718935 manse
n09231117 caldera
n09353815 microfossil
n03475823 hair_tonic
n03900393 pave
n12283147 black_birch
n03048883 loop
n02857907 boards
n03326475 fell
n04196502 merchant_marine
n03256166 tipper
n07610502 ambrosia
n07867164 falafel
n03180732 destroyer_escort
n02980203 castor
n03052917 clout
n03201776 dinner_jacket
n04966543 maize
n02188699 dipteran
n07613815 jello
n02777402 balance
n10142747 gran
n03610098 keep
n12275317 quercus_mongolica
n02936714 cage
n04008385 assembly_line
n03145843 cuff
n09376526 seabed
n03929202 pickax
n02708224 analog_computer
n09454153 talus
n12152532 cotton_grass
n07908567 amaretto
n02763306 secondary_storage
n11717577 american_lotus
n03858418 ottoman
n00015388 brute
n04038727 rack
n03149135 curb
n04963588 ruby
n02065026 fin_whale
n11992479 texas_star
n03071160 colonnade
n07836600 blanc
n12130549 timothy
n03776877 moccasin
n03501614 head
n08495908 aphelion
n04264765 capsule
n12116429 cockspur
n11627512 eastern_hemlock
n02288268 inchworm
n12413880 iris_germanica
n03309110 eyeliner
n04391445 tapa
n12157056 kernel
n07689003 johnnycake
n03766044 milling_machine
n02590094 hogfish
n02499808 galago
n09249034 gap
n02968333 stall
n11725973 snowdrop
n11608250 pine
n03565565 ied
n02058747 gooney_bird
n14977188 tarmac
n01574045 blackbird
n03638623 landing_craft
n04156591 scuffle
n03358172 flashgun
n02675522 achromatic_lens
n03798982 multiplex
n12115180 pampas_grass
n13919547 cuneus
n08616050 pasture
n02407071 shorthorn
n05459457 leydig_cell
n06277135 wireless
n03567066 incubator
n02442172 ermine
n01726692 snake
n12819728 echium_vulgare
n02141306 microbat
n04488427 trough
n11782036 alocasia
n12725738 white_willow
n02028900 greyback
n04312432 spire
n03055857 remise
n11925898 marguerite
n03541696 hostel
n04463679 rail
n07608098 marshmallow
n07596160 icing_sugar
n12515711 chickpea
n11786539 dalo
n00475787 softball
n03604156 jukebox
n10020890 doctor
n04271531 specialty_store
n00812526 grasp
n04370600 sweatshop
n06276902 rediffusion
n03401129 fuel_gauge
n09828216 baby
n15067877 tear_gas
n03467984 gun
n02800675 basement
n04137444 satellite
n11956850 coreopsis
n03437941 girder
n04420024 thermal_reactor
n03892557 rectory
n07744057 lingonberry
n09249034 col
n03380867 footwear
n09398076 pothole
n04037873 raceway
n07560652 fare
n02710324 anechoic_chamber
n02289610 corn_borer
n05467054 glia
n01330126 adenovirus
n04139859 money_box
n04413969 terraced_house
n07738105 freestone
n10521662 newsman
n03543254 hotplate
n02933340 cabinet
n03462110 grosgrain
n04979002 aposematic_coloration
n02337001 peromyscus_maniculatus
n01614343 golden_eagle
n03015478 chest_protector
n07572353 provender
n12602612 wild_buckwheat
n01674990 gecko
n03650551 layette
n04559730 water_glass
n04963307 turkey_red
n03804211 nacelle
n02971167 automobile_tire
n03844673 oil_refinery
n01613807 eaglet
n02990758 celesta
n07881404 tostada
n01858906 cygnet
n03211117 display
n03221720 door
n03561047 ignition_key
n00471437 ball_game
n01730563 green_snake
n03072201 colour_tv
n03119510 coupler
n07751148 nectarine
n07803093 barleycorn
n03446070 golf_club
n07605040 spun_sugar
n02127482 bobcat
n12093329 cyclamen
n12164363 muskmelon
n11986729 romaine_lettuce
n03020416 chip
n01888045 calf
n04292921 squeegee
n07712382 snack_food
n04046974 rail_fence
n07847917 light_cream
n12712626 burning_bush
n03580615 net
n12190410 ceiba_pentandra
n03044801 clip_on
n02028900 knot
n02385002 finisher
n02412787 hogg
n02813645 bazaar
n03200231 dining_area
n03205304 direction_finder
n03456447 greasepaint
n02374451 horse
n03612965 timpani
n12271933 turkey_oak
n02429456 pronghorn
n03709960 mail_pouch
n11958080 cosmos
n09445008 steep
n02807731 bath
n03348868 firing_chamber
n12943443 snakeroot
n03637898 lancet_window
n07838441 marinara
n12493426 locust_bean
n01918744 comb_jelly
n13915113 tetrahedron
n02472293 homo
n07597365 candy
n12786836 pinwheel
n03089879 conference_room
n03231819 dragunov
n11686912 sporophyte
n04579667 whistle
n01549430 wood_pewee
n07817871 finocchio
n04402984 telegraph_line
n00483205 professional_tennis
n02956883 capote
n09450163 sun
n02555863 perch
n12587803 cocos_nucifera
n12761284 mango_tree
n02180233 bark_beetle
n02325722 eastern_cottontail
n01804478 partridge
n03538817 horsehair
n03617594 kinescope
n03114041 costume
n03323703 holdfast
n03074380 column
n13142504 redberry
n04270891 lance
n07732168 sweet_corn
n04019101 public_transport
n07731284 chicory
n13915999 regular_polyhedron
n04270371 speakerphone
n03952576 pizzeria
n04184095 stem
n03957762 plasterboard
n07727252 pinto_bean
n03882960 panhandle
n02670186 throttle_valve
n04350104 suction_pump
n02410702 bison_bison
n11621950 balsam_fir
n04212282 birdie
n07643891 orange_marmalade
n00442981 dive
n02350105 kangaroo_rat
n02399000 ruminant
n03051540 clothing
n12099342 sea_lavender
n02602059 liza
n02202124 culex_quinquefasciatus
n04582205 caning
n03790512 bike
n07829248 cider_vinegar
n04060904 receptacle
n12483625 bear_grass
n03928814 piano_keyboard
n04256520 couch
n01643896 crapaud
n13127843 runner
n02519862 blue_cat
n02732827 arbour
n01617766 egyptian_vulture
n03066359 coil_spring
n03680512 loaner
n15090742 vitamin_b
n02835915 saddle
n02137888 ichneumon
n03884926 pantheon
n02920164 bunk
n03605722 junction
n03254737 dulcimer
n02975212 vitrine
n15093298 ascorbic_acid
n03697366 lunar_module
n04965661 yellow
n07914006 cooler
n04374735 tabernacle
n04223170 backsword
n01929186 rotifer
n03622526 klystron
n03002948 goblet
n04392113 tape
n03926412 photographic_paper
n04452615 toolbox
n04289690 sprocket
n12704041 oka
n10185793 horseback_rider
n12790430 deutzia
n03514451 hemostat
n03981760 floating_bridge
n02084071 dog
n03496486 harris_tweed
n05218119 stiff
n03092314 conservatoire
n07929519 java
n02929923 doodlebug
n12590232 oil_palm
n07930315 mimosa
n07708124 julienne
n01887474 livestock
n12547215 texas_bluebonnet
n03589513 jack
n12133682 bluestem
n03019304 chino
n04269270 plug
n04395875 tavern
n04070415 refractometer
n04598965 filling
n02815749 beaker
n02952109 canopy
n03196062 digital_camera
n03125057 cpu_board
n12489815 poinciana
n03141065 police_car
n03068998 collar
n04574999 wheel
n12031927 vernonia
n03333610 field_house
n11757653 silver_wattle
n03968728 plumb
n13139055 pod
n07873464 pilaf
n03545150 house
n04590746 windscreen_wiper
n11946051 safflower
n02691156 plane
n04472243 transmission_system
n03959123 plastron
n03359137 flashlight
n02957755 capsule
n12903503 jimsonweed
n03416640 garage
n11616662 scotch_pine
n02574271 cobia
n13006171 coprinus_comatus
n12482437 spanish_bayonet
n07868684 frog_legs
n03114504 camp_bed
n01315213 peeper
n04435180 tile
n15048888 spackle
n12036939 campanula
n10732010 trumpeter
n04063154 changer
n11665372 angiosperm
n02433546 roe_deer
n12263987 chinquapin
n03142431 crypt
n02970685 car_seat
n01912454 siphonophore
n13125117 root
n03574555 institution
n04414476 terrycloth
n01852142 wood_duck
n07612632 pudding
n01606522 goshawk
n02631041 marlin
n03362639 fleece
n04584056 wiffle_ball
n12031927 ironweed
n12201580 theobroma_cacao
n00445351 rowing
n12345280 pomegranate
n07802417 cereal
n01486838 nurse_shark
n02643112 scorpionfish
n11623815 cedrus_libani
n02122878 tabby
n04036776 rebate
n04327682 stopcock
n04119091 rumble
n12205694 herbaceous_plant
n03004409 chambray
n03541537 youth_hostel
n03968293 plug
n01622120 athene_noctua
n03417749 garden
n07655263 saute
n11834654 kali
n04361095 supporting_structure
n11887119 wallflower
n02685253 aileron
n03655072 legging
n11989869 marguerite
n08238463 course
n12288005 ironwood
n02274822 nymphalid_butterfly
n12969425 scleroderma_citrinum
n07557165 dainty
n03845190 tanker
n07840804 eggs
n02432291 odocoileus_virginianus
n10806113 zoo_keeper
n02877266 bottle
n03840823 octant
n02945161 camp
n07818277 ail
n02121808 domestic_cat
n07887192 suds
n12340755 pepperidge
n03119203 general_store
n04198722 shiv
n04156040 scrubber
n11687789 microspore
n01885498 numbat
n03563460 impeller
n07938594 mould
n07594066 cake_mix
n12190410 kapok
n01481498 chimaera_monstrosa
n04098795 cradle
n04125853 safety_belt
n02220804 carpenter_ant
n01787006 sea_spider
n03604400 jumper
n09219233 berm
n03914583 pepper_spray
n02350989 jumping_mouse
n04122578 sabot
n04320871 stirrer
n03558404 ice_skate
n03485309 hand_grenade
n03892425 parquetry
n07581607 canape
n11931540 artemisia_vulgaris
n11614250 yellow_pine
n04477219 treadmill
n07764486 sapote
n07577538 nosh
n03722288 market_place
n04318892 stiletto
n02817650 beater
n04123740 saddle
n03159640 rostrum
n03965907 pleat
n01850192 bufflehead
n01838598 pecker
n07738224 cling
n03503997 headlamp
n13132338 flower_cluster
n01585715 rock_wren
n12397431 cannabis_indica
n02364520 cavy
n03556173 i_beam
n01789740 fowl
n02472293 man
n07719058 jerusalem_artichoke
n12696492 azadirachta_indica
n03600285 jodhpurs
n02987492 saber
n03768823 minelayer
n03538300 horsecar
n02298541 hawk_moth
n03256032 dumpster
n12137791 doura
n07762114 papaw
n03878211 palace
n07730207 carrot
n01861778 mammalian
n02513939 spawner
n00480366 jai_alai
n03822656 newsstand
n04001265 pressure_cooker
n03166809 death_house
n02979836 cast
n02865931 deadbolt
n07731952 corn
n04235291 sled
n07819896 parsley
n15091304 cobalamin
n07765073 date
n03941417 pinball_machine
n03013438 chemise
n07907429 rye_whiskey
n02775483 bagpipe
n02746365 ordnance
n03002341 chairlift
n12860365 basil
n07825850 applesauce
n02948293 candlepin
n02828884 bench
n11706761 avocado_tree
n07853232 cheshire_cheese
n04450133 tommy_gun
n09411189 riparian_forest
n11690254 calyx_tube
n04039742 racquetball
n13064457 blister_rust
n07874780 porridge
n04391838 tape_recording
n11790936 peltandra_virginica
n10185793 equestrian
n04448185 tokamak
n02191773 blow_fly
n03300216 ethernet
n05244755 bacterial_plaque
n07586718 pepper_pot
n12320010 hickory
n02771004 backspace
n03487090 handlebar
n15092942 phylloquinone
n04226464 skein
n03430313 gavel
n04389854 tank_engine
n02250822 mealy_bug
n01814549 squab
n12394638 pellitory
n03683341 lock
n12158443 cucurbita_pepo
n07735510 pumpkin
n07820814 savoury
n03100346 convertible
n03669886 limiter
n02995871 centrifugal_pump
n01378545 myxobacteria
n03241093 oil_rig
n02774921 baggage
n02431628 sambar
n02312640 chrysalis
n07721018 green_pepper
n12261808 fagus_grandifolia
n03474352 hacienda
n01956344 spat
n04297098 stagecoach
n02686379 air_conditioning
n03700963 machine
n01699254 spectacled_caiman
n01892030 common_shrew
n12141167 buffalo_grass
n12560282 pea
n01338685 herpes
n01994910 water_flea
n08551296 exarchate
n03860404 jakes
n13238375 stapelia
n03719343 mantle
n04577769 whip
n12267931 cupule
n03528263 household_appliance
n02402425 kine
n03542727 hotel_casino
n12338454 black_gum
n10722575 trainer
n01690149 slowworm
n12196129 bottle_tree
n03159640 dais
n04137444 orbiter
n12301180 olive
n02971167 car_tire
n02813399 bow_window
n03178430 derrick
n07567139 colouring
n03844550 oil_pump
n02389261 pinto
n07801091 grass
n04404997 camera
n12466727 death_camas
n01848976 shoveller
n02871005 bookend
n03625355 knit
n02295870 underwing
n03543254 hot_plate
n01789740 domestic_fowl
n04486213 trivet
n02169023 sawyer
n07902336 aqua_vitae
n03004275 potty
n07890540 guinness
n07688898 hushpuppy
n02732072 marine_museum
n07864934 chili
n01872772 echidna
n02236896 hemipteran
n01442972 minnow
n13914608 cube
n12015525 milk_thistle
n02767038 baby_powder
n12754781 norway_maple
n12823717 convolvulus
n11756870 acacia_auriculiformis
n10393909 painter
n03116767 tabulator
n07912211 highball
n03852688 optical_telescope
n02047411 common_murre
n07815588 pepper
n12621619 sweetbriar
n02390258 hinny
n04459122 phaeton
n11832214 beet
n07721456 chilli
n01856890 blue_goose
n02036053 stilt
n04124573 saddle_seat
n03075768 comforter
n12134025 rye
n01563449 gnatcatcher
n12202936 basswood
n07643981 jelly
n07815294 mace
n03423568 gas_holder
n04432662 ticking
n03163973 input_device
n12927494 candlenut
n11926365 silversword
n06277280 video
n03811444 navigational_system
n03518631 high_gear
n15091473 vitamin_b2
n01459791 foetus
n02372952 rock_hyrax
n03261776 phone
n03506880 hearse
n03680942 local
n03211117 video_display
n12942395 parsley
n02803349 bass
n02522637 codling
n02366959 coypu
n02753710 pile
n01318053 stocker
n12272239 quercus_garryana
n03794798 embouchure
n04211001 bypass
n04010779 prompter
n05486510 pallium
n11970101 cudweed
n12107970 foxtail
n02726305 flat
n07710283 root_vegetable
n07561848 balanced_diet
n01678343 chuckwalla
n12270741 turkey_oak
n02503517 elephant
n07611267 flan
n05453657 neutrophil
n01448594 rainbow_fish
n06618653 spaghetti_western
n12145477 popcorn
n04141838 scale
n02083346 canid
n03715386 beetle
n01953361 cowry
n01321123 hen
n03256166 dump_truck
n01517966 flying_bird
n09416076 stone
n07808479 chicken_salad
n02009380 snowy_egret
n04404997 tv_camera
n03956623 planking
n07801091 pasturage
n07901355 marsala
n13146928 sauvignon_blanc
n03139089 cap
n04119478 game_room
n11700864 allspice
n09432283 shell
n02501583 tarsier
n02851939 blindfold
n01528396 wagtail
n02979836 plaster_cast
n07570720 alimentation
n13874558 scallop
n13150894 peperomia
n11978233 helianthus
n03436656 gig
n04210012 shrapnel
n04317420 stick
n07894551 chablis
n04390977 tap
n03525454 holder
n12019827 stevia
n12161744 cucurbita_maxima
n02531625 menhaden
n02190790 house_fly
n01533339 canary
n04039848 radar
n03039827 dry_cleaners
n03849814 opera_house
n12844939 coleus
n03454885 grater
n02054502 darter
n03960374 plate
n04278447 spinnaker
n07880751 taco
n12160490 winter_squash
n02305636 tiger_moth
n03941684 tweezer
n04045255 radar_dome
n12634211 crabapple
n09444783 star
n03269073 electrical_contact
n07599783 toffee
n02870772 bookbindery
n04567593 meteorological_satellite
n03063968 coffee_table
n01735439 thamnophis_sirtalis
n03446268 club_head
n07852302 roquefort
n12387103 halophyte
n04392764 tape_drive
n03175843 dental_floss
n04075468 removable_disk
n01849863 ruddy_duck
n07736813 edda
n01536035 chipping_sparrow
n03728437 match
n11926833 arnica
n13108545 shade_tree
n03036244 city_university
n11943660 ruddles
n04003359 prince_albert
n02671780 accessory
n02844307 bit
n12904938 boxthorn
n02771004 backspacer
n03742019 medicine_ball
n03692004 lounger
n02286089 gypsy_moth
n08559155 legal_residence
n02873839 stall
n02694966 alb
n02064338 razorback
n02027357 stint
n07951464 collection
n02977438 cash_register
n03918480 microcomputer
n02763901 awning
n03459591 grillwork
n04555700 wastebasket
n03222857 doorpost
n12669803 lemonwood
n07617708 christmas_pudding
n11617090 monterey_pine
n12634429 crab_apple
n09885866 cabinetmaker
n02532451 pacific_herring
n03729308 matchbook
n01849466 sheldrake
n12709901 citrus_reticulata
n02710201 humanoid
n04960582 jet_black
n03547054 shack
n03784270 monstrance
n01369484 salmonella_typhi
n02106966 pinscher
n02062744 whale
n04330340 kitchen_stove
n12911440 tomatillo
n04177820 settle
n03745146 menagerie
n03844815 slicker
n07625324 timbale
n02885882 ticket_booth
n02994573 center_punch
n04070207 refracting_telescope
n00448958 roller_skating
n00453478 fox_hunting
n04561965 water_pump
n03155502 cyclopean_masonry
n03036866 clamp
n01752585 vipera_berus
n04281998 splice
n04169437 selector_switch
n03918480 personal_computer
n03129471 creche
n07680517 breadstick
n03592669 jalousie
n02900160 bridle
n01853195 eider_duck
n01990516 squilla
n05586759 exoskeleton
n04972350 chestnut
n04141198 saxhorn
n11869689 watercress
n03187268 panel
n03120778 court
n04610676 yard
n12755225 acer_negundo
n07614348 water_ice
n03346455 open_fireplace
n02873733 bootie
n07825850 apple_sauce
n09618880 ex_president
n12160303 spaghetti_squash
n04538403 viscose
n03455802 photogravure
n02880546 string
n04401680 telephone_booth
n07567139 coloring
n11924445 burdock
n02715712 flack
n07770571 edible_seed
n03886053 panzer
n10634849 speed_skater
n02493224 uakari
n07582609 dip
n02357401 red_squirrel
n07762913 durian
n14977188 tarmacadam
n04409911 tenon
n07613266 tiramisu
n01982347 giant_crab
n02963821 car_door
n03469903 gunny_sack
n04173511 sequencer
n02815950 beam
n12755225 box_elder
n02082791 aardvark
n07938594 mold
n02884450 box_seat
n02790669 barbecue
n02890662 brake_pad
n02936570 caftan
n03854815 organ_pipe
n07714078 cole
n03539103 horseless_carriage
n01357328 botulinum
n01915811 coral
n03760944 microtome
n03315990 facing
n10223177 jockey
n03529629 homestead
n12402596 ficus_religiosa
n04299963 stamp
n03899933 patisserie
n04255899 soddy
n09416890 roof
n03116530 counter
n02715513 lobby
n02715513 entrance_hall
n03484083 pushcart
n04433377 tie
n02761392 robot
n02998841 chaddar
n02568447 wreckfish
n03005285 pendant
n03581125 crossing
n01786646 millipede
n04562496 waterspout
n11903671 celandine
n07761611 sugar_apple
n03241093 drilling_rig
n07577918 tea_break
n12876899 figwort
n13882961 rhomb
n04308807 steamboat
n12236160 shallon
n09351905 mesa
n07714802 red_cabbage
n02936714 coop
n13163991 twig
n09885866 furniture_maker
n03456024 boat
n03219135 doll
n04966543 lemon
n07841037 egg_white
n02491107 tamarin
n12707781 citrus
n10142747 nanna
n04506506 ultracentrifuge
n03485198 hand_mirror
n07693972 biscuit
n01490112 whitetip_shark
n01904029 plastron
n07914271 smoothie
n09206985 climb
n02950943 cannonball
n04576211 wheeled_vehicle
n02137015 genet
n04543772 wagon_wheel
n02287004 geometrid_moth
n04403638 telescope
n01620135 california_condor
n02855701 blucher
n11615967 pinus_palustris
n13134302 bulbous_plant
n03963028 metal_plating
n04341133 strongroom
n01587834 thrasher
n03240140 electric_drill
n07556637 victuals
n03250588 sander
n02202287 gnat
n04019881 pullback
n07814925 ginger
n07806043 cat_food
n03435593 geodesic_dome
n12402840 rubber_plant
n03845190 oil_tanker
n04588739 window
n12643313 myrobalan
n04341288 strop
n03176763 emporium
n10474645 principal
n12634211 crab_apple
n04525417 veneer
n03714235 war_paint
n09906704 champion
n03617095 kiln
n02581957 dolphin
n04285803 sportswear
n03577090 integrated_circuit
n12023726 tansy
n12274863 blackjack
n12920204 christmas_star
n03320519 masquerade
n02522399 codfish
n12840749 bugle
n04069777 reformatory
n02932400 cabin
n02361587 woodchuck
n12731401 poplar
n03200701 dining_room
n03085915 computing_system
n03948459 side_arm
n02866578 bomb
n02755675 attenuator
n06272612 voice_mail
n03408264 fusil
n01849676 shelduck
n12879963 indian_paintbrush
n07611046 compote
n04060647 receiver
n13900422 tower
n12027222 salsify
n12092417 scarlet_pimpernel
n01542786 weaver
n12544240 lentil
n07854184 mozzarella
n12945177 water_parsnip
n11635830 alaska_cedar
n02783324 dance_hall
n01782516 red_spider
n10474645 head
n02769669 backlighting
n03547397 howdah
n07868955 gefilte_fish
n02691156 airplane
n02010453 night_raven
n02885882 ticket_office
n03850053 operating_microscope
n13898645 spheroid
n04576002 wheelchair
n03458271 grenade
n12953206 osmund
n02420509 blackbuck
n02875948 borstal
n15092751 vitamin_k
n03289660 enlarger
n01316579 bottom_feeder
n07880325 rarebit
n07768068 bosc
n00467995 field_hockey
n13000891 mushroom
n11717399 sacred_lotus
n09260907 ploughland
n02624167 mackerel
n09454153 scree
n04045941 rag
n12557438 haricot
n02821627 sleeping_accommodation
n06277135 radio
n02312912 imago
n11615387 pinus_taeda
n03594148 javelin
n07695965 sandwich
n01756089 prairie_rattlesnake
n04119478 playroom
n03010656 chassis
n03166809 death_row
n11989869 leucanthemum_vulgare
n02919792 cottage
n13869788 envelope
n03533014 shisha
n15090742 b_complex
n07858595 sweetening
n12190410 ceiba_tree
n03460899 gristmill
n12218274 grevillea_robusta
n03524976 hogshead
n07842308 scrambled_eggs
n07730855 chicory
n02971691 cartridge
n04255499 socle
n03937835 pillbox
n02072040 river_dolphin
n07814634 cumin
n02585872 cichlid
n03082450 compress
n13882276 hexagon
n03181667 detention_camp
n04036776 rabbet
n02889646 brake
n04086446 revolver
n03889871 sunshade
n11658331 black_pine
n12036226 samara
n12656369 rubus_idaeus
n11610215 pinus_monophylla
n06273414 call_forwarding
n04110178 rose_window
n03512911 helm
n03547054 hutch
n03522003 hippodrome
n07929172 tonic_water
n12161056 cucurbita_maxima
n07600394 butterscotch
n03454211 grappling_hook
n01623425 screech_owl
n03211789 shop_window
n03258577 dust_cover
n03691817 lounge
n02627532 yellowfin_tuna
n02538406 char
n13879320 trilateral
n04113194 roulette
n04475900 spiller
n03652389 leaf_spring
n00481803 professional_basketball
n02469914 primate
n11757851 flame_tree
n02507148 digitigrade
n02804252 sousaphone
n03759661 micrometer
n02729965 widget
n12748248 waxwork
n03941013 pin_tumbler
n04181228 bond
n02191773 blowfly
n02834642 bicorne
n02921029 etna
n07721942 cayenne_pepper
n01323068 tiger_cub
n01405007 fucus
n03011355 chequer
n07917392 sidecar
n02099997 pointer
n02509197 kinkajou
n03541537 hostel
n02390834 onager
n07727741 haricot
n02995998 separator
n04566257 weaponry
n03919430 muller
n02859184 skimmer
n03504723 home_office
n13147532 chenin_blanc
n03555564 hypodermic_needle
n12171966 gumbo
n03887512 paper_mill
n09763784 acquaintance
n03313333 frontal
n07910048 triple_sec
n09348460 massif
n03786715 howitzer
n03838024 object_ball
n02959942 railway_car
n02762508 autostrada
n02987379 slouch_hat
n03854815 pipework
n02221414 wood_ant
n01839086 green_woodpecker
n02403740 heifer
n07733394 gumbo
n02740300 apc
n03039493 claymore
n03488887 handstamp
