n11845793 hedgehog_cactus
n11634736 incense_cedar
n04169437 selector
n03386726 foulard
n03088389 condominium
n02324045 rabbit
n04138977 saucepan
n02173373 japanese_beetle
n11628793 oregon_pine
n03130233 crematorium
n04579230 whispering_gallery
n04967801 sage_green
n03494537 reed_organ
n00447540 grappling
n02311748 leptocephalus
n12807409 american_sycamore
n07730708 celeriac
n12134025 secale_cereale
n02944459 camouflage
n12906498 mandrake
n03059685 cobweb
n02850950 blimp
n07802417 grain
n04225987 skateboard
n12256112 pyrola
n07900958 sherry
n00447540 wrestling
n01534155 bullfinch
n03316105 facsimile_machine
n08547468 cow_pasture
n11615967 pitch_pine
n07736371 sorrel
n15091669 pyridoxal
n12648196 nectarine
n02568087 striped_bass
n12352990 plantain
n04061969 recess
n03098515 control_rod
n04969798 aqua
n07843464 souffle
n02374149 equid
n04411264 tent
n01855188 smew
n12124818 lolium_perenne
n02754103 atomizer
n01448951 topminnow
n03053047 clove_hitch
n03002341 chair_lift
n10020890 physician
n07899660 verdicchio
n02797692 stand
n03799610 ordnance
n12548280 medick
n01668091 diamondback_terrapin
n03505015 headrace
n02527622 conger
n03710421 maildrop
n02252226 aphid
n04211219 shunter
n09339810 geosphere
n03432129 gear_lever
n02580830 horse_mackerel
n03675235 linotype
n02026059 sandpiper
n04409011 supply_ship
n00471437 ballgame
n12801520 parnassia
n02927053 butcher_knife
n02993546 center
n04115256 row_house
n11707229 sassafras_albidum
n04049585 rain_gauge
n02380583 mustang
n02509197 honey_bear
n06272612 voicemail
n07736813 taro_root
n04231905 skivvies
n04399537 tee
n04613015 yoke
n02198859 horsefly
n01610226 hen_harrier
n02749169 headache_powder
n07927836 bitter_lemon
n03632963 powder_room
n03745571 standing_stone
n01849157 pintail
n04235291 sleigh
n03434188 generator
n03254189 dugout
n03384891 formalwear
n03251932 dry_fly
n13898315 proportion
n04438897 tin
n07686720 sourdough_bread
n03090437 conformal_projection
n12478768 cordyline_australis
n11947802 bluebottle
n04446276 lav
n07902121 ethyl_alcohol
n03674440 linkage
n03736970 mechanical_device
n03335030 fighter
n02410011 gaur
n04454792 topgallant
n02203152 midge
n02394477 artiodactyl
n13882487 heptagon
n01562014 bluebird
n07893528 sparkling_wine
n07739506 dessert_apple
n04363082 surface_ship
n09300306 gully
n04227050 skep
n07744246 currant
n01792042 biddy
n01887474 farm_animal
n02854378 blockhouse
n02047975 atlantic_puffin
n01379389 staphylococci
n04965451 reddish_orange
n02536456 chinook_salmon
n03853291 pit
n02942147 cambric
n02456962 sloth
n12448136 calochortus_luteus
n03851341 optical_device
n02863750 boiler
n02882647 pin
n02982232 launcher
n03744276 computer_memory
n12590499 elaeis_guineensis
n02787435 gaud
n12931906 angelique
n03445617 golf_bag
n13902336 rim
n07707451 vegetable
n01324610 herbivore
n02227247 migratory_locust
n09931640 manager
n04128413 sail
n02834778 wheel
n04246731 meat_house
n02921884 sepulcher
n07616590 split
n12757816 american_holly
n12856091 peppermint
n02131653 bear
n01970164 devilfish
n03985232 portable_computer
n02041246 seagull
n01471682 vertebrate
n04189092 sheet_bend
n03697913 longyi
n04046277 raglan
n07886057 homebrew
n04555897 watch
n12651611 pyrus_communis
n04403413 zoom_lens
n02787435 trinket
n04605726 wrap
n03315990 veneer
n03071552 colorimeter
n03507241 hearth
n03200539 dining_hall
n03373611 flying_boat
n03470387 gunsight
n04305471 state_prison
n02018027 coot
n08645212 weald
n00445351 row
n02121808 felis_catus
n02584449 piranha
n02488415 entellus
n01792158 rooster
n12180885 lacebark
n07612137 pavlova
n03555426 hypermarket
n07577144 fish_fry
n04095342 rivet
n03239054 tailcoat
n03323703 fastening
n02084861 mutt
n11948044 star_thistle
n01834540 thornbill
n12550210 mucuna
n02761206 automation
n02817799 reed
n02488894 guereza
n03773035 mirror
n04018667 public_convenience
n12661538 woodruff
n01570676 yellowthroat
n12231192 bearberry
n08614632 fairground
n02869155 bone_china
n04128499 sailboat
n09452760 swell
n03522634 hitch
n03418749 garibaldi
n12336727 white_ash
n03099274 convenience_store
n03646148 lath
n03087069 concrete_mixer
n04968749 jade_green
n07576781 barbecue
n03935883 pilaster
n08645104 scrubland
n02251775 louse
n13872592 conoid
n04467307 trailer
n02688273 air_cleaner
n09353815 microfossil
n03900393 pave
n03604629 jumper
n12283147 black_birch
n03048883 loop
n12726159 golden_willow
n02857907 boards
n04196502 merchant_marine
n03256166 tipper
n03180732 destroyer_escort
n03052917 clout
n03201776 dinner_jacket
n04966543 maize
n02188699 dipteran
n07613815 jello
n02777402 balance
n03610098 keep
n02418465 mountain_goat
n12275317 quercus_mongolica
n04008385 assembly_line
n09304750 hollow
n02708224 analog_computer
n03994008 powder
n09454153 talus
n01423302 eimeria
n12152532 cotton_grass
n07908567 amaretto
n02763306 secondary_storage
n03858418 ottoman
n00015388 brute
n04038727 rack
n02744323 arterial_road
n01927456 tapeworm
n03149135 curb
n04533700 videocassette
n04963588 ruby
n02065026 fin_whale
n11992479 texas_star
n12136720 reed
n07836600 blanc
n12130549 timothy
n03776877 moccasin
n03501614 head
n02411999 ewe
n03764822 milk_float
n04367746 swab
n11627512 eastern_hemlock
n12413880 iris_germanica
n04391445 tapa
n02590094 hogfish
n02499808 galago
n02968333 stall
n11725973 snowdrop
n11608250 pine
n03565565 ied
n02058747 gooney_bird
n14977188 tarmac
n01574045 blackbird
n03638623 landing_craft
n04156591 scuffle
n02675522 achromatic_lens
n03798982 multiplex
n02184589 head_louse
n12115180 pampas_grass
n13919547 cuneus
n08616050 pasture
n02407071 shorthorn
n03567066 incubator
n00480993 hoops
n01726692 snake
n02141306 microbat
n04488427 trough
n12725738 white_willow
n12462805 squill
n03341153 finger
n03541696 hostel
n04463679 rail
n07608098 marshmallow
n00480993 basketball
n02262449 mayfly
n12515711 chickpea
n11786539 dalo
n00475787 softball
n04271531 specialty_store
n10020890 doctor
n00812526 grasp
n04370600 sweatshop
n06276902 rediffusion
n02573704 bluefish
n03401129 fuel_gauge
n15067877 tear_gas
n03467984 gun
n03466162 guided_missile
n02800675 basement
n04137444 satellite
n11956850 coreopsis
n03437941 girder
n01528654 lark
n03380867 footwear
n04037873 raceway
n01394492 arcella
n02710324 anechoic_chamber
n02289610 corn_borer
n07818995 oregano
n04413969 terraced_house
n01538059 reed_bunting
n07738105 freestone
n03641569 lanyard
n02933340 cabinet
n02542958 argentine
n03462110 grosgrain
n04979002 aposematic_coloration
n02891788 brass
n01614343 golden_eagle
n03015478 chest_protector
n12602612 wild_buckwheat
n12385566 mignonette
n03498781 hatchback
n03332393 field_artillery
n04559730 water_glass
n02971167 automobile_tire
n03844673 oil_refinery
n02955767 cape
n02990758 celesta
n07881404 tostada
n01858906 cygnet
n03211117 display
n02065726 humpback
n03221720 door
n03561047 ignition_key
n00471437 ball_game
n01730563 green_snake
n07927070 negus
n03072201 colour_tv
n03119510 coupler
n07803093 barleycorn
n04173172 sequence
n07605040 spun_sugar
n02127482 bobcat
n12093329 cyclamen
n12164363 muskmelon
n11986729 romaine_lettuce
n03020416 chip
n04253168 snuffer
n01540832 hawfinch
n01888045 calf
n03505383 headsail
n04046974 rail_fence
n03580615 net
n12190410 ceiba_pentandra
n03044801 clip_on
n14938389 lino
n02412787 hogg
n12199790 brown_oak
n03205304 direction_finder
n12980840 downy_mildew
n02374451 horse
n03612965 timpani
n12271933 turkey_oak
n12383737 granadilla
n02429456 pronghorn
n02311617 nymph
n09445008 steep
n07767344 olive
n10638922 sport
n07855510 peanut_butter
n12493426 locust_bean
n07742704 berry
n01918744 comb_jelly
n13915113 tetrahedron
n03238586 dresser
n02472293 homo
n07597365 candy
n13145444 vitis_vinifera
n03089879 conference_room
n03231819 dragunov
n11686912 sporophyte
n04579667 whistle
n01549430 wood_pewee
n07817871 finocchio
n00483205 professional_tennis
n02956883 capote
n09450163 sun
n02555863 perch
n12587803 cocos_nucifera
n12761284 mango_tree
n02180233 bark_beetle
n07752109 sloe
n00450998 showjumping
n03538817 horsehair
n03617594 kinescope
n03114041 costume
n04591517 wind_turbine
n03323703 holdfast
n03074380 column
n04270891 lance
n07589724 burgoo
n07732168 sweet_corn
n07731284 chicory
n04270371 speakerphone
n03952576 pizzeria
n04184095 stem
n07727252 pinto_bean
n03595860 jet
n03882960 panhandle
n02670186 throttle_valve
n11774513 frangipani
n11621950 balsam_fir
n12714254 trifoliate_orange
n04212282 birdie
n04497570 tunic
n07643891 orange_marmalade
n00442981 dive
n02918112 bullring
n03051540 clothing
n02602059 liza
n04582205 caning
n07829248 cider_vinegar
n04060904 receptacle
n03928814 piano_keyboard
n04419073 transit
n04256520 couch
n13127843 runner
n02732827 arbour
n01617766 egyptian_vulture
n07767847 pear
n03339296 film
n03066359 coil_spring
n02352591 dormouse
n03680512 loaner
n01318478 migrator
n15090742 vitamin_b
n03863262 boilersuit
n03884926 pantheon
n02920164 bunk
n03254737 dulcimer
n02975212 vitrine
n03697366 lunar_module
n04533199 vibrator
n03280394 electrostatic_generator
n07914006 cooler
n04374735 tabernacle
n04223170 backsword
n01929186 rotifer
n03622526 klystron
n04951071 graining
n03002948 goblet
n04392113 tape
n03902482 peach_orchard
n03926412 photographic_paper
n04452615 toolbox
n07683490 chapati
n12704041 oka
n12321873 shellbark_hickory
n12790430 deutzia
n03514451 hemostat
n03981760 floating_bridge
n03496486 harris_tweed
n05218119 stiff
n11676850 gynophore
n01380754 pneumococcus
n03092314 conservatoire
n09305898 hot_spring
n02929923 doodlebug
n03779128 mohair
n07930315 mimosa
n07708124 julienne
n01887474 livestock
n02410900 aurochs
n12547215 texas_bluebonnet
n03589513 jack
n12133682 bluestem
n04269270 plug
n04395875 tavern
n03610418 keg
n02882647 bowling_pin
n04070415 refractometer
n02815749 beaker
n02295390 cutworm
n02952109 canopy
n01957335 steamer
n03125057 cpu_board
n12031927 vernonia
n13139055 pod
n02598878 queenfish
n04248851 noose
n03545150 house
n04590746 windscreen_wiper
n11946051 safflower
n02691156 plane
n04329477 storage_room
n13190747 dicksonia_antarctica
n12606438 commelina
n01843719 toucanet
n03959123 plastron
n03359137 flashlight
n02957755 capsule
n11616662 scotch_pine
n02574271 cobia
n01922717 parasitic_worm
n12482437 spanish_bayonet
n03114504 camp_bed
n04275904 spike
n15048888 spackle
n03206908 dish
n02353861 gopher
n02433546 roe_deer
n12263987 chinquapin
n12756457 holly
n03142431 crypt
n07721195 pimento
n02425086 mountain_nyala
n01912454 siphonophore
n13125117 root
n03574555 institution
n07909129 coffee_liqueur
n04414476 terrycloth
n07612632 pudding
n12336727 snow_gum
n01875313 common_opossum
n02631041 marlin
n04584056 wiffle_ball
n12031927 ironweed
n12201580 theobroma_cacao
n07615289 sherbet
n00445351 rowing
n12345280 pomegranate
n07849619 raita
n03346135 fire_iron
n07802417 cereal
n01486838 nurse_shark
n01751036 krait
n02643112 scorpionfish
n11623815 cedrus_libani
n02122878 tabby
n04036776 rebate
n04327682 stopcock
n04119091 rumble
n01820348 lory
n12205694 herbaceous_plant
n03004409 chambray
n03541537 youth_hostel
n03968293 plug
n03417749 garden
n07655263 saute
n11834654 kali
n04361095 supporting_structure
n02685253 aileron
n03655072 legging
n12288005 ironwood
n02084732 doggy
n02274822 nymphalid_butterfly
n12969425 scleroderma_citrinum
n07557165 dainty
n03845190 tanker
n02234848 water_bug
n07840804 eggs
n02432291 odocoileus_virginianus
n02877266 bottle
n01859325 whooper_swan
n02945161 camp
n03840823 octant
n07818277 ail
n02132580 silvertip
n02121808 domestic_cat
n07887192 suds
n03119203 general_store
n04198722 shiv
n12506341 cabbage_tree
n04156040 scrubber
n11687789 microspore
n07938594 mould
n04059516 reamer
n07594066 cake_mix
n12190410 kapok
n01481498 chimaera_monstrosa
n01927159 schistosome
n09877951 pal
n04125853 safety_belt
n08677424 veldt
n02220804 carpenter_ant
n03914583 pepper_spray
n02350989 jumping_mouse
n04122578 sabot
n12103894 shortgrass
n07735404 parsnip
n07581607 canape
n03485309 hand_grenade
n03892425 parquetry
n11614250 yellow_pine
n04477219 treadmill
n07764486 sapote
n03816849 needlework
n09415584 riverside
n03722288 market_place
n04318892 stiletto
n02817650 beater
n04123740 saddle
n03965907 pleat
n01850192 bufflehead
n01838598 pecker
n07738224 cling
n04398497 teashop
n03503997 headlamp
n13132338 flower_cluster
n03102516 coolant_system
n01585715 rock_wren
n12397431 cannabis_indica
n02364520 cavy
n03556173 i_beam
n01789740 fowl
n02472293 man
n02512053 fish
n12741792 chinaberry
n12696492 azadirachta_indica
n02987492 saber
n04578112 whipcord
n03768823 minelayer
n03538300 horsecar
n02298541 hawk_moth
n03256032 dumpster
n07762114 papaw
n03878211 palace
n07730207 carrot
n01861778 mammalian
n02513939 spawner
n04001265 pressure_cooker
n02979836 cast
n02865931 deadbolt
n07731952 corn
n04235291 sled
n02984469 catheter
n07765073 date
n03013438 chemise
n07907429 rye_whiskey
n01555305 scissortail
n03678729 little_theater
n03957420 plaster
n02775483 bagpipe
n02746365 ordnance
n03002341 chairlift
n12860365 basil
n07825850 applesauce
n02948293 candlepin
n02828884 bench
n04072960 relay
n07853232 cheshire_cheese
n03436075 ghat
n04450133 tommy_gun
n09411189 riparian_forest
n11690254 calyx_tube
n04039742 racquetball
n13064457 blister_rust
n04391838 tape_recording
n11790936 peltandra_virginica
n00480211 volleyball_game
n03300216 ethernet
n02191773 blow_fly
n07586718 pepper_pot
n05244755 bacterial_plaque
n12541403 khesari
n12320010 hickory
n02771004 backspace
n02709367 anchor
n15092942 phylloquinone
n09439213 suds
n04226464 skein
n03430313 gavel
n04389854 tank_engine
n01614556 tawny_eagle
n02250822 mealy_bug
n12394638 pellitory
n12158443 cucurbita_pepo
n07735510 pumpkin
n03100346 convertible
n04100519 rodeo
n02995871 centrifugal_pump
n03241093 oil_rig
n02774921 baggage
n02431628 sambar
n02312640 chrysalis
n07721018 green_pepper
n12261808 fagus_grandifolia
n04446276 lavatory
n03474352 hacienda
n04297098 stagecoach
n03700963 machine
n07934282 ice_tea
n01699254 spectacled_caiman
n01892030 common_shrew
n12639376 beach_plum
n03052464 haberdashery
n01814921 homing_pigeon
n03860404 jakes
n08551296 exarchate
n03516367 herringbone
n13084184 succulent
n13238375 stapelia
n03719343 mantle
n04577769 whip
n04247736 snack_bar
n03238586 vanity
n03660562 liberty_ship
n03542727 hotel_casino
n12338454 black_gum
n10722575 trainer
n02313008 queen
n01690149 slowworm
n12196129 bottle_tree
n02838728 bill
n03779884 moldboard
n04137444 orbiter
n02598573 kingfish
n12301180 olive
n02256172 psyllid
n02971167 car_tire
n02813399 bow_window
n03178430 derrick
n02663211 turbot
n09230041 burrow
n03844550 oil_pump
n02059852 giant_petrel
n02389261 pinto
n06276501 radiotelephone
n07801091 grass
n03251766 dryer
n04404997 camera
n12466727 death_camas
n13171797 water_sprite
n01848976 shoveller
n03625355 knit
n02295870 underwing
n11615026 spruce_pine
n01789740 domestic_fowl
n04486213 trivet
n02169023 sawyer
n07902336 aqua_vitae
n02732072 marine_museum
n01872772 echidna
n02236896 hemipteran
n13914608 cube
n12015525 milk_thistle
n02767038 baby_powder
n03923564 phillips_screw
n12823717 convolvulus
n11756870 acacia_auriculiformis
n07912211 highball
n03852688 optical_telescope
n03885904 pantyhose
n12621619 sweetbriar
n02390258 hinny
n04459122 phaeton
n11614420 ponderosa
n11832214 beet
n07721456 chilli
n01856890 blue_goose
n02036053 stilt
n03075768 comforter
n12754981 sycamore
n03595860 jet_plane
n12134025 rye
n01563449 gnatcatcher
n11623105 cedar
n12202936 basswood
n07643981 jelly
n04284438 spork
n03423568 gas_holder
n07621618 garnish
n04432662 ticking
n11982115 hawkweed
n12927494 candlenut
n03163973 input_device
n11926365 silversword
n06277280 video
n03811444 navigational_system
n03518631 high_gear
n07713763 mustard
n15091473 vitamin_b2
n01734104 pine_snake
n03261776 phone
n03506880 hearse
n03680942 local
n04319937 stilt
n03211117 video_display
n03027001 chronometer
n12942395 parsley
n02803349 bass
n02397529 peccary
n02522637 codling
n03452594 longcase_clock
n02753710 pile
n01318053 stocker
n12272239 quercus_garryana
n04211001 bypass
n05486510 pallium
n11970101 cudweed
n12107970 foxtail
n02726305 flat
n07710283 root_vegetable
n07561848 balanced_diet
n01678343 chuckwalla
n03332591 field_coil
n02503517 elephant
n07611267 flan
n05453657 neutrophil
n01448594 rainbow_fish
n12806015 gooseberry
n06618653 spaghetti_western
n02861022 bobsleigh
n04141838 scale
n02083346 canid
n03715386 beetle
n01953361 cowry
n01321123 hen
n03256166 dump_truck
n07808479 chicken_salad
n02009380 snowy_egret
n04404997 tv_camera
n03956623 planking
n07801091 pasturage
n07901355 marsala
n13146928 sauvignon_blanc
n04119478 game_room
n11700864 allspice
n09432283 shell
n02501583 tarsier
n01528396 wagtail
n02979836 plaster_cast
n07570720 alimentation
n13874558 scallop
n00480993 basketball_game
n13150894 peperomia
n11978233 helianthus
n12651611 pear
n11818069 stellaria_media
n03436656 gig
n04210012 shrapnel
n04317420 stick
n07894551 chablis
n03525454 holder
n12019827 stevia
n12161744 cucurbita_maxima
n02531625 menhaden
n03498536 hatch
n01533339 canary
n01821869 budgerigar
n03039827 dry_cleaners
n03849814 opera_house
n04312916 steering_linkage
n12844939 coleus
n03454885 grater
n03960374 plate
n04278447 spinnaker
n07880751 taco
n12160490 winter_squash
n02305636 tiger_moth
n02746978 art_school
n14942411 lodestone
n01527347 dunnock
n09444783 star
n07599783 toffee
n02870772 bookbindery
n04567593 meteorological_satellite
n03063968 coffee_table
n01735439 thamnophis_sirtalis
n03446268 club_head
n12387103 halophyte
n04392764 tape_drive
n03175843 dental_floss
n12496427 chicot
n04075468 removable_disk
n07736813 edda
n04545305 walker
n03728437 match
n03036244 city_university
n02671780 accessory
n04003359 prince_albert
n03774461 mitre
n12904938 boxthorn
n02771004 backspacer
n03742019 medicine_ball
n03692004 lounger
n02286089 gypsy_moth
n03850245 operating_theater
n08559155 legal_residence
n02873839 stall
n02694966 alb
n02027357 stint
n07951464 collection
n02977438 cash_register
n03918480 microcomputer
n02763901 awning
n07822518 red_pepper
n07586604 pea_soup
n03459591 grillwork
n02210427 andrena
n03222857 doorpost
n12669803 lemonwood
n12926689 mandioca
n07617708 christmas_pudding
n12634429 crab_apple
n09885866 cabinetmaker
n11839823 mirabilis_jalapa
n02532451 pacific_herring
n03729308 matchbook
n01849466 sheldrake
n11832480 beetroot
n12709901 citrus_reticulata
n02710201 humanoid
n04960582 jet_black
n03784270 monstrance
n04473108 transom
n01369484 salmonella_typhi
n11625391 engelmann_spruce
n07592656 ragout
n04330340 kitchen_stove
n03108853 cork
n12926689 manihot_esculenta
n12911440 tomatillo
n03222318 door
n07625324 timbale
n04532831 vibes
n02885882 ticket_booth
n04013600 proscenium_arch
n04070207 refracting_telescope
n00453478 fox_hunting
n04561965 water_pump
n03155502 cyclopean_masonry
n02839910 bin
n01752585 vipera_berus
n03036866 clamp
n04281998 splice
n04169437 selector_switch
n03918480 personal_computer
n03129471 creche
n07898443 sauternes
n07680517 breadstick
n04473108 transom_window
n02900160 bridle
n02761834 car_horn
n02788021 banner
n01853195 eider_duck
n01990516 squilla
n05586759 exoskeleton
n01687128 teju
n01683201 worm_lizard
n04972350 chestnut
n04141198 saxhorn
n11869689 watercress
n13898315 symmetry
n03187268 panel
n03120778 court
n04610676 yard
n12755225 acer_negundo
n04466871 dirt_bike
n02873733 bootie
n07825850 apple_sauce
n09618880 ex_president
n12160303 spaghetti_squash
n02880546 string
n02697022 alidade
n04401680 telephone_booth
n01857632 canada_goose
n03690473 lorry
n07770571 edible_seed
n07575984 supper
n02919890 bungee
n10634849 speed_skater
n04221076 silverpoint
n02493224 uakari
n03876111 paintbox
n07582609 dip
n02357401 red_squirrel
n07762913 durian
n14977188 tarmacadam
n07613266 tiramisu
n01982347 giant_crab
n04173511 sequencer
n02815950 beam
n02772700 battledore
n12755225 box_elder
n07938594 mold
n02884450 box_seat
n02936570 caftan
n03854815 organ_pipe
n03878294 palanquin
n03539103 horseless_carriage
n01357328 botulinum
n01915811 coral
n03760944 microtome
n12253229 epacris
n03315990 facing
n10223177 jockey
n02064816 blue_whale
n03996416 digger
n04255899 soddy
n09416890 roof
n01775370 tarantula
n12050959 helleborine
n03484083 pushcart
n04433377 tie
n04355821 sun_gear
n02998841 chaddar
n03159535 dairy_farm
n04562496 waterspout
n11903671 celandine
n07761611 sugar_apple
n03241093 drilling_rig
n04571566 weir
n01889520 mole
n12876899 figwort
n13882961 rhomb
n02397744 collared_peccary
n02115096 jackal
n12236160 shallon
n07714802 red_cabbage
n13163991 twig
n09885866 furniture_maker
n03456024 boat
n07841037 egg_white
n04966543 lemon
n02491107 tamarin
n04603729 work_table
n12270460 swamp_oak
n04506506 ultracentrifuge
n03485198 hand_mirror
n03662719 lifesaver
n01904029 plastron
n07914271 smoothie
n01731545 whip_snake
n03614007 keyboard
n09206985 climb
n02950943 cannonball
n07576577 cookout
n04576211 wheeled_vehicle
n07576781 barbeque
n02137015 genet
n04543772 wagon_wheel
n02287004 geometrid_moth
n11614713 black_pine
n01620135 california_condor
n11615967 pinus_palustris
n06273555 call_in
n03963028 metal_plating
n03259401 dutch_oven
n04341133 strongroom
n12159555 marrow
n01587834 thrasher
n03240140 electric_drill
n07556637 victuals
n02202287 gnat
n04019881 pullback
n02694662 alarm
n07814925 ginger
n07806043 cat_food
n12402840 rubber_plant
n03845190 oil_tanker
n04588739 window
n12643313 myrobalan
n03720665 maquiladora
n03176763 emporium
n04525417 veneer
n03714235 war_paint
n01826364 roller
n09906704 champion
n07920540 iced_coffee
n02581957 dolphin
n04578801 whisk
n02274024 lepidopteran
n03819595 meshwork
n12274863 blackjack
n02522399 codfish
n12840749 bugle
n04069777 reformatory
n02932400 cabin
n12731401 poplar
n03200701 dining_room
n02755675 attenuator
n02866578 bomb
n06272612 voice_mail
n03408264 fusil
n03415252 gamp
n01849676 shelduck
n12879963 indian_paintbrush
n04060647 receiver
n12027222 salsify
n12092417 scarlet_pimpernel
n01542786 weaver
n12544240 lentil
n07854184 mozzarella
n03723781 martello_tower
n01782516 red_spider
n01443831 crucian_carp
n02769669 backlighting
n02763714 awl
n07868955 gefilte_fish
n12834798 waterleaf
n02691156 airplane
n02010453 night_raven
n01323355 sire
n02885882 ticket_office
n13898645 spheroid
n03458271 grenade
n12953206 osmund
n02420509 blackbuck
n02875948 borstal
n14786943 lagging
n05399034 milk
n03289660 enlarger
n00449796 hydroplane_racing
n12926039 hevea_brasiliensis
n07768068 bosc
n03646809 latrine
n13000891 mushroom
n09260907 ploughland
n14919819 inositol
n02624167 mackerel
n09454153 scree
n04045941 rag
n12557438 haricot
n02312912 imago
n11615387 pinus_taeda
n03594148 javelin
n01756089 prairie_rattlesnake
n04119478 playroom
n03010656 chassis
n03533014 shisha
n15090742 b_complex
n09308743 ice_cap
n12190410 ceiba_tree
n03460899 gristmill
n07842308 scrambled_eggs
n03836906 nylon
n02971691 cartridge
n03937835 pillbox
n02072040 river_dolphin
n07814634 cumin
n07564971 vegetarianism
n02585872 cichlid
n02890351 drum
n03181667 detention_camp
n04036776 rabbet
n02889646 brake
n03126090 cramp
n04086446 revolver
n03889871 sunshade
n02524202 pollack
n11658331 black_pine
n12036226 samara
n11610215 pinus_monophylla
n13918274 tail_end
n06273414 call_forwarding
n02445171 eurasian_otter
n04110178 rose_window
n03522003 hippodrome
n12161056 cucurbita_maxima
n07600394 butterscotch
n03454211 grappling_hook
n01674216 saurian
n01623425 screech_owl
n12079523 pleurothallis
n03211789 shop_window
n03691817 lounge
n02627532 yellowfin_tuna
n13879320 trilateral
n04113194 roulette
n04475900 spiller
n00481803 professional_basketball
n02469914 primate
n02507148 digitigrade
n02804252 sousaphone
n02729965 widget
n10582604 server
n03941013 pin_tumbler
n04181228 bond
n02191773 blowfly
n02834642 bicorne
n02921029 etna
n03202760 semiconductor_diode
n03816394 needle
n07860103 sorghum
n01405007 fucus
n03011355 chequer
n07917392 sidecar
n02099997 pointer
n03273551 organ
n02509197 kinkajou
n03541537 hostel
n02390834 onager
n04566257 weaponry
n12052447 coeloglossum_viride
n02859184 skimmer
n07697825 submarine
n03504723 home_office
n03091374 connection
n13147532 chenin_blanc
n03555564 hypodermic_needle
n12052447 frog_orchid
n03887512 paper_mill
n09763784 acquaintance
n03313333 frontal
n07910048 triple_sec
n09348460 massif
n03990474 pot
n00469651 american_football
n04557522 water_bed
n03786715 howitzer
n03838024 object_ball
n12915811 white_mangrove
n02762508 autostrada
n09842047 basketball_player
n02987379 slouch_hat
n03854815 pipework
n02221414 wood_ant
n02008796 egret
n12356960 galangal
n03109881 nook
n07733394 gumbo
n04078574 reservoir
n02740300 apc
n03039493 claymore
n12784371 roridula
n03488887 handstamp
n03992703 pottery
n02762169 automatic_pilot
n01874928 possum
n07680313 bap
n07896060 california_wine
n10298912 master
n13864153 convex_shape
n12260799 beech_tree
n04267165 spandex
n09214916 barrier_reef
n09425344 scablands
n12532564 soybean
n03939178 pilot_boat
n02132580 grizzly_bear
n01647640 western_toad
n11753700 trifolium_repens
n03335030 attack_aircraft
n12859986 catnip
n00467536 shuffleboard
n14900342 blood_agar
n03037404 clapperboard
n02681392 adobe_brick
n00449054 skateboarding
n03875806 paintball
n01359762 trichodesmium
n04229480 skiff
n03696301 roof_rack
n12939874 heracleum_sphondylium
n01961985 pearl_oyster
n02947660 narrowboat
n02387346 shire
n01680655 swift
n02119477 red_fox
n12120347 teff
n13897996 counterbalance
n04375405 rotary
n03646916 lattice
n03463381 ground_floor
n04326896 stool
n03241335 drinking_fountain
n12810595 phlox
n11692265 perianth
n07875560 roulade
n03825080 nightclothes
n07887099 draught_beer
n07823460 salsa
n04294879 stalls
n02703275 ammo
n03522100 hipped_roof
n04258618 solar_telescope
n12051103 red_helleborine
n02949542 canister
n04148579 sconce
n03437430 gilt
n12110778 brome
n03801353 musical_box
n03711999 mainmast
n04495843 tugboat
n02788572 baptistry
n01576695 starling
n04970312 tyrian_purple
n00812526 clutch
n04226962 skep
n01947139 neritina
n01791107 gallina
n03585682 iron_foundry
n00434075 tumbling
n03770954 mink_coat
n03703862 madras
n07834872 russian_dressing
n02991847 wine_cellar
n03901974 loan_office
n07913882 collins
n04212282 shuttle
n07854813 swiss_cheese
n01712008 theropod_dinosaur
n02878222 freighter
n01959985 cockle
n03332271 violin_bow
n12750767 leatherwood
n03744276 memory_board
n02753394 atomic_clock
n11627168 hemlock_tree
n03993180 pouch
n07808587 coleslaw
n07606764 kiss
n11923174 mayweed
n03792526 setting
n04543996 wainscoting
n13139055 seedpod
n03894051 particle_detector
n03424630 gasoline_engine
n07719437 sprout
n07822323 cardamom
n02729965 gadget
n07710616 tater
n09295946 gulch
n01449712 platy
n04344734 studio_apartment
n03423719 gasket
n12717644 dika
n04536153 viol
n04282494 splint
n04558478 water_closet
n01872772 anteater
n07697825 bomber
n01664990 eretmochelys_imbricata
n10421470 apothecary
n11924849 cocklebur
n12546962 wild_lupine
n03715386 mallet
n02247655 superbug
n13138842 pome
n01938454 hirudo_medicinalis
n02934168 line
n12288823 hazel
n03685307 lodge
n04369282 flyswatter
n03503477 head_gasket
n07697100 burger
n04253057 snuffbox
n02357911 antelope_squirrel
n04036155 quoit
n10582746 man
n03612965 kettle
n04969952 purplish_blue
n13090871 aril
n02767665 back
n04097373 runabout
n04125257 safe_deposit
n04562262 water_ski
n04272054 spectacles
n07925327 lime_juice
n06592281 rock_opera
n07697825 wedge
n12585629 lontar
n01672611 smooth_softshell
n04439712 tin_foil
n03238586 dressing_table
n01748389 asp
n01614038 harpy
n12131405 blue_grass
n12709103 pomelo
n01449980 mollie
n12335664 mallee
n03601840 joist
n09861946 boatman
n04341686 construction
n02839110 billboard
n02710201 mechanical_man
n03999992 mechanical_press
n04502851 .22
