n04351699 suiting
n04399537 tee
n04178190 seventy_eight
n03317788 faience
n02584145 cardinal_tetra
n11669786 floret
n03885293 pant_leg
n02687821 hangar
n03423479 gas_heater
n03496486 harris_tweed
n04210012 shrapnel
n03235979 dray
n04533700 videocassette
n01672432 spiny_softshell
n03399971 fruit_machine
n03176763 emporium
n03176763 department_store
n02387093 percheron
n07690273 gem
n07690273 muffin
n12020507 marigold
n04305323 stately_home
n03725506 masonite
n04288533 spring_balance
n01663782 green_turtle
n01663782 chelonia_mydas
n02386746 packhorse
n09269882 draw
n01322508 wolf_cub
n02772101 backup_system
n03416094 gantry
n02950018 cannery
n00470966 rugby_football
n00470966 rugger
n00470966 rugby
n04110439 positioner
n02769669 backlighting
n03395859 fresnel_lens
n02902916 broad_arrow
n04375405 rotary_converter
n04375405 rotary
n02710429 anemometer
n04290507 spur_gear
n04290507 spur_wheel
n03556679 ice_axe
n03556679 piolet
n09193551 alluvial_plain
n03643253 laser
n07586894 vegetable_soup
n07586894 minestrone
n04305572 stateroom
n02075612 omnivore
n04482177 tricorne
n04482177 tricorn
n07815956 white_pepper
n04405762 television_monitor
n04405762 tv_monitor
n00448748 figure_skating
n03161016 dampener
n01579410 rook
n01714231 allosaurus
n04513827 upholstery
n04108822 rope_bridge
n01786646 millipede
n04124098 saddlebag
n02006364 sacred_ibis
n03359436 flash_memory
n01560793 stonechat
n04962062 silver_grey
n04962062 silver_gray
n04962062 ash_gray
n04962062 silver
n12263204 castanea_sativa
n12263204 sweet_chestnut
n03941231 pinata
n02812949 bayonet
n02172518 scarab
n02172518 scarabaeus
n04516354 used_car
n04614844 zill
n02568959 grouper
n01814549 squab
n09421799 sandbank
n04045644 balk
n04045644 baulk
n04045644 rafter
n03993703 pound
n03993703 dog_pound
n04189651 sheet_piling
n04189651 sheet_pile
n02849885 blast_furnace
n03913343 pentode
n03474352 hacienda
n02607470 sergeant_major
n02430830 fawn
n03983499 popgun
n02895438 breathalyser
n02895438 breathalyzer
n04300509 stamper
n07913882 tom_collins
n07913882 collins
n03297103 espadrille
n04447028 toilet_bowl
n04105704 roofing
n13884930 cuboid
n03514451 hemostat
n03375171 foghorn
n02669295 abutment
n09353815 microfossil
n02609302 bluehead
n03292475 epee
n07845166 pasteurized_milk
n03604311 jumbo_jet
n11773987 oleander
n11773987 nerium_oleander
n11773987 rose_bay
n07851554 mascarpone
n03886762 paperclip
n03886762 paper_clip
n02003204 marabou
n02003204 marabout
n02003204 marabou_stork
n03498441 hatbox
n01651487 cricket_frog
n03127203 crankcase
n04104925 rood_screen
n03416900 garbage
n07853762 grated_cheese
n03378174 food_processor
n01394492 arcella
n11957678 calliopsis
n03332591 field_coil
n00467536 shuffleboard
n02962414 car_carrier
n04257986 solar_cell
n04257986 photovoltaic_cell
n03102516 coolant_system
n11927215 arnica_montana
n07927836 bitter_lemon
n12048399 caladenia
n11730015 blue_jasmine
n11609475 pinyon
n11609475 pinon
n07605040 spun_sugar
n07605040 candyfloss
n07605040 cotton_candy
n12836212 nemophila
n03430313 gavel
n03080731 compass_card
n09415584 riverbank
n09415584 riverside
n03376279 folder
n04261281 souk
n03844965 oil_slick
n03745571 standing_stone
n03745571 menhir
n02579557 pompano
n07692517 bialy
n04242084 slit_lamp
n02742468 arrester
n07826653 aniseed
n07826653 anise
n02341288 meadow_vole
n02694966 alb
n07886317 kava
n02896074 breechblock
n07928578 phosphate
n13882563 octagon
n13865904 heart
n07911249 sambuca
n03051249 clothespin
n07894799 chardonnay
n03684489 lockring
n03784793 mooring_mast
n07876189 sauerkraut
n03549473 hunting_knife
n03251280 dry_cell
n02099997 pointer
n03953901 placket
n07601572 candy_cane
n03779884 moldboard
n02605703 chaetodon
n07688624 pone
n03344642 firebrick
n12500518 cassia_tora
n03796974 muff
n03684740 lockup
n03577090 integrated_circuit
n04330998 strad
n02065726 humpback
n02065726 humpback_whale
n04537436 virginal
n01670802 giant_tortoise
n02272871 earwig
n04413969 terraced_house
n04075813 rep
n04075813 repp
n03149686 curbstone
n02447021 spotted_skunk
n07836600 blanc
n09224725 bluff
n01576076 golden_oriole
n03620967 kitchen_table
n12344283 evening_primrose
n01678343 chuckwalla
n03099147 convector
n02288268 inchworm
n02288268 looper
n02395931 porker
n00480366 jai_alai
n00480366 pelota
n04115802 royal
n03436549 gift_wrapping
n07680517 breadstick
n07805966 dog_food
n03600285 riding_breeches
n03600285 jodhpurs
n01655344 caecilian
n01519563 cassowary
n02378149 remount
n03335461 fig_leaf
n12580012 keurboom
n03209910 floppy
n03209910 diskette
n03209910 floppy_disk
n13911045 node
n03551395 hydraulic_press
n12843557 lesser_calamint
n02701730 american_organ
n12973443 mucor
n08517676 bus_stop
n03861271 outrigger
n02202124 culex_quinquefasciatus
n02973236 cartwheel
n03776877 moccasin
n03688504 long_tom
n07749870 key_lime
n03664943 ligament
n04396335 taximeter
n02223266 termite
n09382099 oxbow
n02047975 atlantic_puffin
n02988156 cd_drive
n02163297 springtail
n03408340 fustian
n02846511 blackboard
n02846511 chalkboard
n04272928 spectrophotometer
n09433839 shoreline
n03762332 two_iron
n02842573 biplane
n01606978 chicken_hawk
n01636829 dusky_salamander
n13882487 heptagon
n05584746 hangnail
n07832416 pesto
n07801779 alfalfa
n02783994 baluster
n01922717 parasitic_worm
n01922717 helminth
n03695857 luger
n01378545 myxobacteria
n01844551 quetzal
n02519862 blue_catfish
n02519862 blue_cat
n09206896 arroyo
n01499732 cownose_ray
n07682197 crouton
n12118661 ragi
n12118661 finger_millet
n04182152 shadow_box
n04282231 splicer
n07854982 emmentaler
n07854982 emmental
n03871371 liquor_store
n03191451 dicer
n04168084 segmental_arch
n12753007 silver_maple
n01758895 carrion
n04305471 state_prison
n02366959 coypu
n02366959 nutria
n02147591 cave_bat
n01504179 fledgling
n01504179 fledgeling
n02566665 yellow_bass
n03817191 negative
n03609235 kayak
n04229620 ski_jump
n07824702 paprika
n09327077 kopje
n07935379 oolong
n13061172 tremella_fuciformis
n04123228 sackcloth
n02520147 mudcat
n02520147 flathead_catfish
n02520147 goujon
n03205143 directional_microphone
n11635830 yellow_cedar
n11635830 alaska_cedar
n02414442 rambouillet
n12511856 caragana
n04397452 teacup
n02433729 roebuck
n12448136 calochortus_luteus
n02799323 baseball_cap
n03779246 moire
n12865562 purple_sage
n01959985 cockle
n04006411 probe
n04155457 scribe
n04155457 scriber
n07907037 firewater
n02581482 mackerel_scad
n03397947 frisbee
n02645953 sea_raven
n02126640 margay
n03543254 hotplate
n03543254 hot_plate
n07711232 home_fries
n03085219 computer_monitor
n07567980 kibble
n03039827 dry_cleaners
n03039827 cleaners
n11808299 sweet_william
n07600394 butterscotch
n01680478 fence_lizard
n03810952 national_monument
n03853924 ordinary
n08628141 kasbah
n08628141 casbah
n13213066 silver_fern
n12957803 nardoo
n12957803 nardo
n07864756 chicken_kiev
n11915214 composite
n04217546 signal_box
n09403427 rainbow
n07599911 peanut_brittle
n03445617 golf_bag
n00449977 greyhound_racing
n03931765 picture_frame
n01807105 tragopan
n03671914 linear_accelerator
n03671914 linac
n03902220 pc_board
n02572196 cardinalfish
n04309049 steam_engine
n01633781 giant_salamander
n02030837 willet
n01498699 butterfly_ray
n02962938 heart_monitor
n03369276 flugelhorn
n11753355 trifolium_pratense
n11753355 red_clover
n03316873 factory_ship
n03468570 gunboat
n12807251 london_plane
n02960903 carafe
n02960903 decanter
n09214916 barrier_reef
n02147947 pipistrel
n02147947 pipistrelle
n03067212 cold_chisel
n02042046 herring_gull
n02295390 cutworm
n03963294 playback
n03337494 file_server
n02786837 band_saw
n02786837 bandsaw
n12403994 paper_mulberry
n02208498 killer_bee
n03710528 mailer
n11961100 mum
n03128085 cravat
n04123123 sackbut
n03275681 electrolytic_capacitor
n03275681 electrolytic
n07785487 rollmops
n06419354 collegiate_dictionary
n04149083 scoop
n01742447 rubber_boa
n12272239 garry_oak
n12272239 quercus_garryana
n11792341 spathiphyllum
n11709674 magnolia
n03160740 damask
n03456548 greasy_spoon
n11996677 mutisia
n03124590 corral
n03124590 cattle_pen
n04112252 rotary_wing
n04112252 rotor_blade
n03413264 galvanometer
n02150134 mastiff_bat
n02382635 shetland_pony
n02894337 breakfast_table
n03938037 pillory
n12590232 oil_palm
n02425228 bushbuck
n03004409 chambray
n03493219 hardtop
n01931520 pinworm
n01931520 enterobius_vermicularis
n01931520 threadworm
n02382750 welsh_pony
n04278932 spinning_frame
n03821518 newel_post
n03821518 newel
n02561803 chain_pickerel
n04261767 sounder
n03326475 fell
n03129848 creel
n12299640 salvadora_persica
n13880199 isosceles_triangle
n02312175 maggot
n02666943 slaughterhouse
n02666943 abattoir
n02666943 butchery
n02666943 shambles
n12163035 bryony
n12163035 briony
n13882639 nonagon
n04208936 shower
n10735173 typist
n01337734 poliovirus
n04964878 maroon
n09392402 pinetum
n11721337 lesser_celandine
n02003577 openbill
n04517211 uzi
n04532831 vibraharp
n04532831 vibes
n04532831 vibraphone
n03677682 lisle
n03349020 firing_pin
n03981924 donkey_cart
n04441093 tire_iron
n11950345 chrysanthemum
n11678010 cornstalk
n12790430 deutzia
n04121426 rya
n11614039 whitebark_pine
n01986806 shrimp
n01876326 bandicoot
n04206570 shotgun_shell
n04585980 winchester
n07683490 chapati
n03239607 drift_net
n02874442 bootjack
n09990777 dancing_master
n09990777 dance_master
n07913644 bullshot
n02851939 blindfold
n02856237 blunderbuss
n04471632 junction_transistor
n04471632 transistor
n01533651 serin
n09927089 cleaner
n07610890 charlotte
n07926540 malted_milk
n07560193 fast_food
n07803310 buckwheat
n04228581 ski_boot
n02926426 bustier
n08583292 hemline
n09411189 riparian_forest
n01667432 musk_turtle
n12522188 rosewood
n03934565 pier_table
n04427559 3d_radar
n02757927 audiovisual
n12877838 antirrhinum_majus
n07879953 tempura
n04224543 sister_ship
n07896893 muscadet
n03027505 chuck_wagon
n03053047 clove_hitch
n03649674 lawn_chair
n03300443 ethernet_cable
n00474657 professional_baseball
n07608245 marzipan
n02986160 cattle_guard
n02801184 basilica
n01447331 may_fish
n07600285 bubble_gum
n09331251 lakefront
n02833040 bethel
n04345201 study_hall
n03622058 klaxon
n03970546 plush
n11782761 amorphophallus
n03090437 conformal_projection
n04375615 synchronous_motor
n12592058 nipa_palm
n02953197 cantilever_bridge
n01909906 polyp
n04455048 topknot
n04355821 sun_gear
n00477392 lacrosse
n02629716 swordfish
n03063968 coffee_table
n04335886 street_lamp
n04335886 streetlight
n04332580 straitjacket
n02981024 catacomb
n03585438 chains
n03585438 irons
n01734104 pine_snake
n07851443 double_cream
n12641007 prunus_armeniaca
n02804123 bass_guitar
n07865484 chow_mein
n11970586 gaillardia
n04133114 sampan
n12589687 latanier
n03646296 lathe
n03271260 electric_clock
n07927070 negus
n12613706 hydrilla
n03457451 greave
n07583978 alphabet_soup
n02341616 prairie_vole
n01317294 draft_animal
n02744323 arterial_road
n12023726 tanacetum_vulgare
n12023726 tansy
n04259202 solenoid
n04035748 quirt
n07897116 retsina
n11830906 saltbush
n03432360 geiger_counter
n01392380 amoeba
n01392380 ameba
n03413124 gibbet
n05260127 pageboy
n09294877 grotto
n09294877 grot
n13098962 bast
n13098962 phloem
n03738472 mechanism
n04225222 sixpack
n04225222 six_pack
n03895170 parvis
n06273414 call_forwarding
n01819734 cockatiel
n12624568 japonica
n04475411 trapeze
n03142431 crypt
n09269341 down
n03525693 holding_cell
n04013600 proscenium_arch
n08645104 scrubland
n02685082 aigrette
n04021503 pulse_generator
n13123431 strangler
n02708711 analyser
n02708711 analyzer
n02871147 bookmark
n00445055 surfing
n09279986 fireball
n12732009 abele
n12732009 white_poplar
n11902709 argemone
n03718789 mansard_roof
n03718789 mansard
n07749312 valencia_orange
n07921360 chocolate_milk
n03421669 gas_guzzler
n03610682 kepi
n03610682 peaked_cap
n03610682 service_cap
n04356925 solarium
n04356925 sun_porch
n04356925 sunroom
n03382104 forecastle
n04209613 shower_stall
n03517647 retreat
n03517647 hideaway
n09452291 swale
n04363082 surface_ship
n12128071 paspalum
n02951703 canopic_jar
n03847471 onion_dome
n07723559 lettuce
n03560860 ignition_coil
n04082710 retaining_wall
n09896685 carpenter
n02793842 barn_door
n01486838 nurse_shark
n04132158 salwar
n04132158 shalwar
n02780315 roller_bearing
n02780315 ball_bearing
n03781594 moneybag
n03539103 horseless_carriage
n07847047 buttermilk
n11532682 volva
n11977303 sneezeweed
n02377603 broodmare
n04252653 snow_blower
n07715221 brussels_sprouts
n02348788 pocket_mouse
n03206282 disco
n03206282 discotheque
n03967270 plimsoll
n13188096 davallia
n07906572 blended_whiskey
n07906572 blended_whisky
n02505238 columbian_mammoth
n07855510 peanut_butter
n03915118 percolator
n07852919 cheddar
n07852919 american_cheese
n07852919 cheddar_cheese
n12639376 beach_plum
n03783873 monoplane
n02368116 viscacha
n02220804 carpenter_ant
n04183329 shaker
n14975598 papyrus
n03573848 insole
n02786611 bandolier
n04181083 sgraffito
n07759576 scuppernong
n11770256 alstonia_scholaris
n11770256 dita
n02932693 cabin_class
n02932693 second_class
n02932693 economy_class
n04452615 toolbox
n04452615 tool_chest
n01540832 hawfinch
n03327133 felucca
n03303217 exhaust_fan
n04497442 tun
n12312728 kangaroo_paw
n02871314 bookmobile
n11619227 tamarack
n02963987 cardroom
n04036303 qwerty_keyboard
n01533000 purple_finch
n02739550 armoire
n09270735 sand_dune
n09270735 dune
n07834507 mayo
n07834507 mayonnaise
n01637615 slender_salamander
n07686634 simnel
n03407865 fusee
n12549192 black_medick
n03826186 nissen_hut
n03826186 quonset_hut
n04164868 secretary
n04164868 secretaire
n04164868 writing_table
n04064862 recovery_room
n12602612 wild_buckwheat
n02305929 cinnabar
n04121228 rushlight
n02921592 burette
n02921756 burglar_alarm
n07693048 cinnamon_roll
n10229883 keyboardist
n04102872 roll_film
n03036244 city_university
n07852302 roquefort
n03653583 reading_desk
n03653583 lectern
n03047171 clockwork
n02530421 shad
n07574504 refreshment
n04491638 trundle
n04595028 wlan
n04595028 wifi
n07879350 sashimi
n04395106 plaid
n04395106 tartan
n02678897 adapter
n02678897 adaptor
n03985069 portable
n04246731 meat_house
n04246731 smokehouse
n03875955 paintball_gun
n02835724 bicycle_pump
n02325722 eastern_cottontail
n01833112 swiftlet
n01575117 cowbird
n02379908 arabian
n02379908 arab
n04074185 reliquary
n02478875 proconsul
n03181667 detention_camp
n03181667 detention_house
n07880213 terrine
n11984542 inula
n03325941 stetson
n03325941 trilby
n03325941 felt_hat
n03325941 homburg
n03325941 fedora
n11620016 siberian_larch
n03135030 croquet_mallet
n12844939 coleus
n02498743 slender_loris
n01534155 bullfinch
n01701859 stegosaurus
n01701859 stegosaur
n02930645 byway
n07698401 blt
n02391373 mountain_zebra
n07881404 tostada
n01539925 house_sparrow
n07599161 jawbreaker
n02117900 spotted_hyena
n12014355 artemisia_maritima
n09415671 river_bottom
n09415671 riverbed
n02769290 backhoe
n01690466 glass_lizard
n12612170 water_plantain
n02706806 amusement_arcade
n11487732 sundog
n12139196 broomcorn
n12513613 judas_tree
n04184316 shantung
n03426134 petrol_tank
n03426134 gas_tank
n03426134 gasoline_tank
n04172512 sennit
n02043063 tern
n12056217 slipper_orchid
n11828973 allgood
n12983048 phytophthora_infestans
n09233446 canyon
n09233446 canon
n01608265 honey_buzzard
n01533893 crossbill
n00444846 scuba_diving
n07859951 molasses
n04234887 slate_roof
n03108759 corer
n02417785 markhor
n04322531 stockade
n04063868 recording
n02236241 praying_mantis
n03510244 heat_sink
n03729308 matchbook
n03849814 opera_house
n03849814 opera
n03037404 clapperboard
n07752264 victoria_plum
n12385566 mignonette
n03107488 cords
n03774461 miter
n03774461 mitre
n01997825 ostracod
n04444218 toe
n02324587 bunny
n07903643 calvados
n04542715 waders
n01903346 scute
n02714751 answering_machine
n03085781 computer_store
n11722466 creeping_buttercup
n08580944 half_mast
n13107694 timber_tree
n04410886 tensiometer
n03170872 deerstalker
n03984643 porkpie
n03361380 fpd
n03171635 defibrillator
n13004423 chanterelle
n12244650 rosebay
n07581607 canape
n07556406 comfort_food
n03334492 fife
n13078021 verticillium
n03929091 piccolo
n04307878 steakhouse
n04307878 chophouse
n12402596 pipal_tree
n12402596 bo_tree
n12402596 pipal
n12402596 ficus_religiosa
n12402596 sacred_fig
n03617312 kilt
n03836906 nylon
n11610215 pinus_monophylla
n11610215 single_leaf
n03663433 life_office
n03546235 housetop
n02874750 bootstrap
n02380052 lipizzan
n03041449 cleats
n03572321 inkwell
n04517408 vacation_home
n04514648 upper
n04241573 slip_ring
n03175081 den
n02781121 ball_gown
n12115180 pampas_grass
n04398951 tea_table
n01856155 gander
n12012111 ragwort
n01381044 strep
n01381044 streptococci
n01381044 streptococcus
n07875436 risotto
n01602630 vireo
n07808479 chicken_salad
n12796022 bergenia
n03146449 dead_end
n02571652 bigeye
n07694839 hardtack
n04045255 radome
n04045255 radar_dome
n03625646 knitting_needle
n04448361 token
n02030224 reeve
n03382856 foremast
n03393017 free_house
n03646148 lath
n02895008 breast_implant
n03418618 gargoyle
n04293258 squelch
n04471148 transept
n03520493 hijab
n02055107 tropicbird
n03236423 dredger
n03989898 post_house
n03772584 minute_hand
n07689490 cinnamon_toast
n04613015 yoke
n04087709 ribbed_vault
n01577035 sturnus_vulgaris
n01577035 common_starling
n02861387 bodice
n07711080 fries
n07711080 chips
n07711080 french_fries
n02925107 bushing
n11700058 mayapple
n04503593 twist_drill
n02679257 adding_machine
n01884476 tasmanian_tiger
n01884476 thylacine
n03637181 lamppost
n02126139 serval
n05399356 colostrum
n07815294 mace
n02278980 purple_emperor
n11873182 horseradish
n04346428 pigsty
n04346428 sty
n04346428 pigpen
n11668117 monocotyledon
n11668117 monocot
n04261638 sound_camera
n02676938 acropolis
n03435743 georgette
n07880458 schnitzel
n07880458 wiener_schnitzel
n03416775 garand_rifle
n03416775 garand
n07754894 cocoa_bean
n03997875 praetorium
n04526800 ventilation_shaft
n03026907 chronograph
n12743352 longan
n02175916 stag_beetle
n03764822 milk_float
n02170400 carpet_beetle
n03878294 palanquin
n13895262 belly
n09452395 swampland
n09452395 swamp
n03381450 force_pump
n02692232 drome
n02692232 airport
n02692232 aerodrome
n02692232 airdrome
n03367321 flophouse
n00453126 coursing
n02822064 bedsit
n02822064 bedsitter
n12568186 robinia_pseudoacacia
n12568186 black_locust
n00450070 horse_racing
n03012373 cheesecloth
n13198054 fiddlehead
n07621618 garnish
n04224395 siren
n03488438 handset
n03861048 output_device
n02689748 air_horn
n07891309 ginger_beer
n04364160 lightning_arrester
n12793015 saxifrage
n01544389 zebra_finch
n08182379 crowd
n09932508 collier
n09932508 pitman
n09932508 coal_miner
n04138977 saucepan
n03672521 linen
n07697699 sloppy_joe
n07642742 apple_butter
n04049585 rain_gauge
n03088707 conductor
n03313333 frontal
n03313333 facade
n03313333 frontage
n02967782 sweeper
n02967782 carpet_sweeper
n02379183 quarter_horse
n07727868 green_bean
n03738066 pianola
n03738066 player_piano
n02600298 goatfish
n03610418 keg
n02759387 gyroplane
n02759387 autogyro
n02759387 autogiro
n07905618 pulque
n02065026 finback
n02065026 fin_whale
n07805594 birdseed
n07805594 bird_food
n04134523 sandbox
n12270946 quercus_chrysolepis
n11939699 bellis_perennis
n11622591 subalpine_fir
n04057215 razorblade
n07886176 hooch
n07688898 hushpuppy
n02229765 mole_cricket
n04257223 soft_pedal
n07591162 oyster_stew
n11603246 encephalartos
n03436182 ghetto_blaster
n03436182 boom_box
n04189092 sheet_bend
n02716626 abm
n02030287 tattler
n04075715 rendering
n04430896 thumb
n03707372 magnetic_needle
n01500854 devil_ray
n03868643 oximeter
n07910048 triple_sec
n02962061 carboy
n07853560 goat_cheese
n04955160 gloss
n04955160 burnish
n04955160 polish
n02244515 kissing_bug
n02407390 friesian
n02407390 holstein
n02945964 campaign_hat
n02680638 adjoining_room
n02869563 boneshaker
n04526964 ventilator
n02688273 air_filter
n02688273 air_cleaner
n03393761 freewheel
n11821184 ice_plant
n12524188 blackwood
n02101670 field_spaniel
n02211627 mason_bee
n03710421 maildrop
n03236217 dredge
n12909421 petunia
n03978815 polonaise
n04466871 trail_bike
n04466871 dirt_bike
n04466871 scrambler
n01625562 barn_owl
n03129753 credence
n03129753 credenza
n03386726 foulard
n03998333 tallis
n11930038 artemisia_campestris
n07751858 greengage
n07903731 armagnac
n07914128 refresher
n02879309 boutique
n02879309 dress_shop
n01330497 arenavirus
n03547229 hovercraft
n02630281 sailfish
n03788914 muumuu
n02080146 harp_seal
n12979829 white_fungus
n03796522 mud_brick
n02307910 lappet
n04085574 reversible
n07596160 icing_sugar
n12199790 brown_oak
n12199790 booyong
n12727518 goat_willow
n04137355 sateen
n07586604 pea_soup
n03793850 mouse_button
n07608980 rock_candy
n03319576 false_teeth
n02019190 great_bustard
n01322898 lion_cub
n04282494 splint
n02499808 bushbaby
n02499808 galago
n01565599 sedge_warbler
n03055857 carriage_house
n03055857 coach_house
n03055857 remise
n04967801 sage_green
n02795670 barrelhouse
n12920204 christmas_star
n12920204 poinsettia
n04574348 whaleboat
n02968074 carport
n12697152 cedrela_odorata
n07938007 multivitamin
n04476116 dragger
n04476116 trawler
n03306869 extension
n07738224 clingstone
n07738224 cling
n12130549 timothy
n04503499 twinjet
n02130086 tigon
n02382039 cayuse
n12550210 mucuna
n02257284 periodical_cicada
n07696625 ham_sandwich
n01848840 baldpate
n03224490 doppler_radar
n04201733 shooting_brake
n13883763 spherical_triangle
n02531625 menhaden
n03722646 marlinspike
n03042139 clevis
n11818069 stellaria_media
n02813752 bazooka
n04331639 straightener
n03418749 garibaldi
n15091669 pyridoxal
n15091669 vitamin_b6
n15091669 pyridoxine
n15091669 pyridoxamine
n03448590 gorget
n02592055 sheepshead
n13238375 stapelia
n03996849 power_steering
n01441117 dace
n13102775 tendril
n01717467 velociraptor
n12729729 red_willow
n03639230 landing_skid
n13126050 taproot
n07585107 chicken_stock
n07585107 chicken_broth
n02700895 amati
n02456962 sloth
n03811444 navigational_system
n13897198 ellipsoid
n03439348 glebe_house
n03684611 lockstitch
n02277268 viceroy
n05244934 macula
n07588574 lentil_soup
n02089725 american_foxhound
n04592005 wine_barrel
n04113038 rouleau
n10514429 referee
n10514429 ref
n02937010 cagoule
n02344528 lemming
n03186199 dhoti
n04610274 yagi
n13084834 cultivar
n07591330 scouse
n01595624 martin
n03072201 colour_television
n03072201 color_tv
n03072201 colour_tv
n03072201 color_television
n04376400 synthesizer
n04376400 synthesiser
n02710600 aneroid_barometer
n02710600 aneroid
n03115014 cotter_pin
n03069752 college
n01795088 grouse
n02238594 lace_bug
n03768823 minelayer
n07822687 chili_powder
n04122685 sachet
n04387706 tamp
n04387706 tamper
n02561661 pickerel
n03904909 peeler
n14900342 blood_agar
n06266633 fleet_street
n04132985 samovar
n01457852 trumpetfish
n03901750 pawn
n07584332 bisque
n04118635 ruin
n02184473 pediculus_humanus
n07822053 caper
n07906111 vodka
n04247876 snaffle
n04247876 snaffle_bit
n02762725 donkey_boiler
n01859190 mute_swan
n04388574 tangram
n07732302 hominy
n01333610 reoviridae
n07802246 stover
n12622875 agrimonia
n12622875 agrimony
n02093056 bull_terrier
n11613867 limber_pine
n04595855 wiring
n03950647 pitch_pipe
n04570815 weekender
n03680858 lobster_pot
n07562881 fad_diet
n02905036 broiler
n03056288 coal_house
n03495941 harpoon_gun
n11617090 monterey_pine
n11617090 pinus_radiata
n01817346 poll
n03010915 chateau
n12545635 lotus_corniculatus
n04450640 toner
n13884261 convex_polyhedron
n01543175 baya
n04126244 safety_lock
n10803978 yogi
n01790812 cochin
n01790812 cochin_china
n02948293 candlepin
n09223487 bladder_stone
n12031927 vernonia
n12031927 ironweed
n04560882 water_jump
n04137897 satellite_tv
n04137897 satellite_television
n03196990 dsl
n03727067 mastaba
n02005399 shoebill
n04127521 safety_razor
n12278650 cork_oak
n12278650 quercus_suber
n02564720 black_bass
n11695974 cananga_odorata
n02485371 grivet
n02737351 ark
n01416213 zooid
n04359034 supertanker
n02488894 guereza
n13081999 dry_rot
n03356559 flamethrower
n03460297 grindstone
n11860555 bitterroot
n07687381 baguet
n07687381 baguette
n03374372 fly_rod
n09391386 photosphere
n02068206 beaked_whale
n03268311 elbow
n03097673 control_key
n04600912 work_clothing
n02084732 barker
n02084732 doggy
n02084732 doggie
n02084732 pooch
n04063154 record_changer
n04063154 changer
n02700258 altimeter
n03629100 kurdistan
n02843158 birdbath
n12365462 calophyllum_inophyllum
n12681579 black_haw
n12614477 waterweed
n07625061 samosa
n03647423 launch
n03420801 garrison_cap
n03250089 drum_brake
n03530189 homing_torpedo
n01805321 monal
n03270695 electric_bell
n10707233 therapist
n10707233 healer
n12491017 orchid_tree
n12510343 dhak
n12510343 dak
n12510343 palas
n12305654 green_ash
n12879527 calceolaria
n01479213 eptatretus
n03917814 permanent_press
n07745197 dewberry
n03249342 drugstore
n03249342 pharmacy
n04058594 readout
n13918717 trapezohedron
n03785237 moquette
n02560110 snook
n04305210 statehouse
n04317063 sternwheeler
n12590715 palm_kernel
n11790936 tuckahoe
n11790936 peltandra_virginica
n03736064 meat_grinder
n04402746 phone_system
n04402746 telephone_system
n02811936 battlement
n02811936 crenellation
n03355768 flagon
n02033882 eskimo_curlew
n04153330 screening
n02109150 guide_dog
n12640839 mei
n12640839 prunus_mume
n02406647 charolais
n01623110 barred_owl
n03077741 communications_satellite
n03769610 minibar
n12103894 shortgrass
n07560331 finger_food
n02072040 river_dolphin
n13092078 ascus
n03709363 magnum
n11687789 microspore
n07894965 pinot_noir
n02128598 leopardess
n02485688 green_monkey
n02205673 black_fly
n03524976 hogshead
n03982895 poorhouse
n03999064 prefab
n07868684 frog_legs
n03946162 pipe_fitting
n07802863 groats
n03653833 lederhosen
n11797321 aralia
n07854614 ricotta
n02680512 adit
n13185658 doodia
n02543565 lizardfish
n02262449 mayfly
n04012482 propjet
n04012482 turboprop
n02080415 elephant_seal
n04087432 riband
n03600722 joinery
n04541320 voltmeter
n03188290 diamante
n00451563 bicycling
n01593553 verdin
n02961035 caravansary
n02961035 khan
n02961035 caravanserai
n04561287 water_meter
n12365158 maria
n01315581 ectotherm
n02889996 brake_cylinder
n02889996 master_cylinder
n02736798 argyll
n02736798 argyle
n08640962 rough
n12648693 prunus_salicina
n09218494 belay
n11623815 cedrus_libani
n03289985 ensemble
n02027897 greenshank
n02247655 bemisia_tabaci
n02247655 superbug
n01449374 mosquitofish
n03335846 figure_eight
n12114590 chloris_gayana
n03885194 panting
n03225108 dormitory_room
n03225108 dormitory
n03225108 dorm_room
n07879174 sukiyaki
n04273285 speculum
n07920222 latte
n04285803 athletic_wear
n04285803 activewear
n04285803 sportswear
n03382413 foredeck
n02585872 cichlid_fish
n02585872 cichlid
n04163530 secateurs
n03077616 common_room
n07868340 fried_rice
n03875806 paintball
n12105353 crested_wheatgrass
n02648625 greenling
n01324610 herbivore
n02053584 booby
n02298218 fall_armyworm
n12267931 cupule
n11760785 calliandra
n02582721 pomfret
n12480456 tuberose
n04201064 shofar
n11885856 draba
n02381261 dun
n03027001 chronometer
n02519472 brown_bullhead
n04209811 showroom
n03194297 differential_gear
n03194297 differential
n04454908 topiary
n13131028 umbel
n02513248 rough_fish
n02366002 agouti
n12482893 yucca_brevifolia
n12482893 joshua_tree
n03865288 overmantel
n03412906 gallows
n04249882 snifter
n02693246 air_terminal
n02693246 airport_terminal
n11599324 welwitschia_mirabilis
n11599324 welwitschia
n04250692 snood
n03882611 pane
n03882611 panelling
n03882611 paneling
n07861158 bread_dough
n04064213 recording_system
n07854707 string_cheese
n02573704 bluefish
n13219422 horsetail
n02305636 tiger_moth
n12390099 pale_violet
n04030414 pyxis
n07819303 mustard_seed
n11628456 douglas_fir
n03089879 conference_room
n07916437 old_fashioned
n03497352 hasp
