n06281040 reception
n02867966 bomber_jacket
n02965529 carillon
n12217851 grevillea_banksii
n12299640 salvadora_persica
n00444846 scuba_diving
n12641007 prunus_armeniaca
n04404200 teletypewriter
n04404200 teleprinter
n04404200 telex
n12274358 burr_oak
n12274358 bur_oak
n12274358 quercus_macrocarpa
n12883628 gerardia
n03917198 peristyle
n00445685 sculling
n02241426 true_bug
n02897097 bren_gun
n02897097 bren
n03727465 master_bedroom
n04241573 slip_ring
n03615563 khakis
n03350204 fishbowl
n03350204 fish_bowl
n04139395 sauna
n03228967 dovetail_joint
n03228967 dovetail
n06267758 school_paper
n06267758 school_newspaper
n12856287 spearmint
n02215770 digger_wasp
n03640850 lanolin
n03057841 coatee
n07680517 breadstick
n01961985 pearl_oyster
n03917814 permanent_press
n04168084 segmental_arch
n02963503 electrocardiograph
n03098688 control_room
n02925107 bushing
n02885882 box_office
n02885882 ticket_booth
n02885882 ticket_office
n12402348 banyan_tree
n12402348 banyan
n12402348 banian
n01948573 limpet
n11866248 cleome
n07823951 curry
n02961225 car_battery
n11640132 metasequoia
n11640132 dawn_redwood
n07614103 apple_dumpling
n03983612 poplin
n12552309 sainfoin
n07890540 guinness
n03718458 manor_house
n03718458 manor
n03635032 lamasery
n04309049 steam_engine
n02390015 jenny
n02390015 jennet
n01483830 porbeagle
n03770224 minicomputer
n02425086 mountain_nyala
n04124202 saddle_blanket
n03790953 motorized_wheelchair
n02783994 baluster
n04306592 stator
n01848648 widgeon
n01848648 wigeon
n12568186 robinia_pseudoacacia
n12568186 black_locust
n03732114 mausoleum
n04250692 snood
n13173488 leatherleaf
n03785721 morion
n02861147 bocce_ball
n02276355 red_admiral
n03901974 pawnshop
n03901974 loan_office
n00447540 wrestling
n00447540 grappling
n11769176 desert_rose
n11769176 adenium_obesum
n07854184 mozzarella
n12796022 bergenia
n07916437 old_fashioned
n03668279 light_pen
n01817263 popinjay
n12270946 quercus_chrysolepis
n03370646 fluoroscope
n02945964 campaign_hat
n07895710 cabernet_sauvignon
n07895710 cabernet
n11662128 pacific_yew
n12285512 red_alder
n07761611 sugar_apple
n12681579 black_haw
n03264906 edger
n04375775 synchrotron
n01533339 canary
n03725506 masonite
n03963294 playback
n03319745 family_room
n03723885 martingale
n04329681 storm_cellar
n03034405 circuitry
n13139647 husk
n04035748 quirt
n02033882 eskimo_curlew
n01543383 whydah
n12675876 lonicera_japonica
n12675876 japanese_honeysuckle
n03326795 felt
n02812949 bayonet
n02563792 bluegill
n07804900 paddy
n02482650 bonobo
n04284572 sporran
n04136161 saree
n04136161 sari
n04258618 solar_telescope
n03987376 portrait_lens
n02475669 modern_man
n01742821 rosy_boa
n02445171 eurasian_otter
n02445171 lutra_lutra
n07588193 wonton
n12345899 rhizophora_mangle
n12345899 mangrove
n02081798 atlantic_walrus
n12338979 manna_gum
n02080146 harp_seal
n00453478 fox_hunting
n12728656 dwarf_willow
n04564278 wattmeter
n03573848 insole
n09353815 microfossil
n07599649 bonbon
n01324610 herbivore
n02771166 backstairs
n02816768 beany
n02816768 beanie
n12642600 gean
n07591961 paella
n01894207 tenrec
n07574923 brunch
n03067093 cold_cathode
n04560113 water_heater
n04360798 support_column
n11689815 cottonseed
n03099274 convenience_store
n03096439 contrabassoon
n03979377 polyester
n03489048 hand_throttle
n01890860 shrew_mole
n02202124 culex_quinquefasciatus
n01792955 broody
n01792955 sitter
n13123431 strangler
n10324560 model
n10324560 poser
n02147591 cave_bat
n13022709 mycelium
n02445394 sea_otter
n12743352 longan
n07924443 cranberry_juice
n07802246 stover
n03836976 nylons
n03836976 silk_stocking
n03836976 rayons
n03450974 grab_bag
n07915491 mint_julep
n07915491 julep
n04156591 scuffle
n03723267 marquetry
n12277578 quercus_robur
n12277578 pedunculate_oak
n12277578 common_oak
n12277578 english_oak
n12882945 digitalis_purpurea
n12882945 fingerroot
n03128085 cravat
n01517966 carinate
n01517966 flying_bird
n12139575 cordgrass
n00441073 ski_jumping
n03136369 crossbow
n12023726 tanacetum_vulgare
n12023726 tansy
n03418618 gargoyle
n02163297 springtail
n13111881 bonsai
n04325041 western_saddle
n02333546 brown_rat
n02333546 rattus_norvegicus
n04350581 sugar_bowl
n03500389 hay_bale
n03247083 dropper
n01683201 worm_lizard
n03544238 hour_hand
n01669654 painted_turtle
n03826186 nissen_hut
n03826186 quonset_hut
n03140652 cruise_control
n04465358 traction_engine
n02382750 welsh_pony
n01792429 cockerel
n04102618 roller_skate
n00453396 duck_hunting
n00453396 ducking
n03266749 duvet
n11668117 monocotyledon
n11668117 monocot
n07821610 estragon
n07821610 tarragon
n03302938 exhaust
n03302938 exhaust_system
n01608265 honey_buzzard
n05459101 spermatid
n12682411 teasle
n12682411 teasel
n11549895 zoospore
n03364156 flipper
n03364156 fin
n03008177 charcuterie
n04518643 valenciennes
n03209477 disk_controller
n02685253 aileron
n12086012 vanda
n07847453 clotted_cream
n12734070 populus_tremuloides
n02839592 billiard_room
n02839592 billiard_hall
n02839592 billiard_parlor
n02660208 halibut
n02766168 babushka
n03973402 pocket_flap
n03270854 electric_blanket
n02808968 bathysphere
n12681893 weigela
n07881404 tostada
n12466727 death_camas
n04233124 skyscraper
n13096779 lignum
n03541269 hospital_ship
n05458576 oocyte
n04130257 salad_bowl
n01424420 malaria_parasite
n01424420 plasmodium_vivax
n01424420 plasmodium
n09331251 lakefront
n03225988 double_bed
n03320519 fancy_dress
n03320519 masquerade
n05427346 ganglion_cell
n00454983 fly_casting
n11939699 bellis_perennis
n02984469 catheter
n12374418 rockrose
n12374418 rock_rose
n03831382 noseband
n04232437 skyhook
n02526425 elver
n04086066 revetment
n03052464 haberdashery
n03052464 clothing_store
n01569566 blackpoll
n09260907 tillage
n09260907 farmland
n09260907 tilth
n09260907 ploughland
n09260907 cultivated_land
n04273659 speed_bump
n01416213 zooid
n03637480 lanai
n08659242 coal_seam
n03642144 laparoscope
n03698723 lyceum
n01783017 myriapod
n01561732 wheatear
n12220829 lomatia
n03585875 ironing
n04477548 treasure_chest
n04335693 street_clothes
n07729225 butterbean
n03163381 dashiki
n00470682 touch_football
n03087816 condenser_microphone
n07709046 pulse
n02738449 armband
n02360282 chipmunk
n03413684 gambrel_roof
n03413684 gambrel
n02705429 amphora
n02957252 capstan
n02751215 astrolabe
n05449196 osteocyte
n07920222 latte
n02416104 barbary_sheep
n12731835 balsam_poplar
n02584145 cardinal_tetra
n02992368 cellophane
n11963932 brittlebush
n04955160 gloss
n04955160 burnish
n04955160 polish
n04969242 sapphire
n04969242 cerulean
n04969242 azure
n03244231 driveshaft
n02095050 fox_terrier
n04540397 voltage_regulator
n01819734 cockatiel
n03516844 wellington
n03516844 jackboot
n03516844 hessian
n03516844 wellington_boot
n12310349 lilac
n03222722 doorframe
n03222722 doorcase
n02561514 muskellunge
n04399537 tee
n07827750 poppy_seed
n02731398 apse
n02731398 apsis
n02809241 batiste
n00434075 tumbling
n00434075 acrobatics
n02775039 luggage_van
n02775039 baggage_car
n13898207 conformation
n02009508 little_egret
n04539053 vdu
n07732168 sweet_corn
n07732168 green_corn
n01596273 sand_martin
n02395931 porker
n04300643 stanchion
n12480895 sansevieria
n01915700 sea_pen
n03738472 mechanism
n07876893 scrapple
n04123228 sackcloth
n02128598 leopardess
n06419354 collegiate_dictionary
n03688504 long_tom
n02793089 baritone
n02793089 baritone_horn
n13897528 hypotenuse
n02794008 barograph
n03351151 fishhook
n02499808 bushbaby
n02499808 galago
n01809106 guinea_fowl
n01809106 guinea
n12983048 phytophthora_infestans
n03712111 main_rotor
n01818299 amazon
n07730207 carrot
n12455950 gloriosa_superba
n12455950 gloriosa
n04308273 stealth_bomber
n12870891 wild_thyme
n03335846 figure_eight
n07812790 lemon_oil
n04386792 talcum_powder
n04386792 talcum
n08677424 veldt
n08677424 veld
n12877244 snapdragon
n13147689 malvasia
n04499300 turkish_bath
n01647640 western_toad
n02910864 buckskins
n02478875 proconsul
n03188290 diamante
n03135030 croquet_mallet
n11691046 corolla
n02540983 sparling
n04259202 solenoid
n04289195 sprinkler_system
n01851038 pochard
n04082344 resuscitator
n03457451 greave
n03653110 imitation_leather
n03653110 leatherette
n04351699 suiting
n02011805 american_bittern
n02568959 grouper
n03707372 magnetic_needle
n04431436 thumbscrew
n12905412 christmas_berry
n01386007 pathogen
n09913593 cheerleader
n07919787 decaffeinated_coffee
n07919787 decaf
n02161338 defoliator
n08501887 intergalactic_space
n02029087 curlew_sandpiper
n07736692 spinach
n03432360 geiger_counter
n02377603 broodmare
n03103396 cooling_tower
n07610620 baked_alaska
n04251701 snowbank
n04403925 telescopic_sight
n04384910 rear_lamp
n04384910 tail_lamp
n04384910 rear_light
n04384910 taillight
n07567139 food_color
n07567139 food_colouring
n07567139 food_coloring
n07567139 coloring
n07567139 colouring
n12084890 stanhopea
n03064350 coffer
n04040247 radial_tire
n04040247 radial
n11684654 mesocarp
n03477410 halberd
n02300554 bombyx_mori
n11669786 floret
n05459457 leydig_cell
n02058594 wandering_albatross
n04146343 schoolbag
n03491032 hang_glider
n03215508 dual_carriageway
n03215508 divided_highway
n02978205 casque
n10120671 gardener
n03621694 kite_balloon
n08596076 littoral
n08596076 littoral_zone
n08596076 sands
n08596076 litoral
n02209624 bumblebee
n04563790 waterworks
n01445429 buffalo_fish
n04048441 railroad_tunnel
n02047411 common_murre
n04584373 wigwam
n02426176 saiga
n07867616 cheese_fondue
n03115014 cotter_pin
n01687290 caiman_lizard
n11904109 corydalis
n11974557 snakeweed
n03401129 fuel_gauge
n02425887 sable_antelope
n03141702 crusher
n01636829 dusky_salamander
n02539424 lake_whitefish
n07695187 saltine
n07925116 pineapple_juice
n03485198 hand_mirror
n03323319 farthingale
n07618432 chocolate_pudding
n02775483 bagpipe
n03134394 crookes_tube
n03223686 threshold
n03223686 doorstep
n04125541 safe_house
n12496949 logwood
n01735439 thamnophis_sirtalis
n00443692 cliff_diving
n02803809 basset_horn
n05260127 pageboy
n03718789 mansard_roof
n03718789 mansard
n04387932 tampax
n07596160 icing_sugar
n02927887 butterfly_valve
n04247544 smoothbore
n07843464 souffle
n01323781 giant
n07859796 sugar_syrup
n02563949 spotted_sunfish
n12665048 bedstraw
n03629231 kurta
n02822579 bedstead
n08673039 kampong
n03738066 pianola
n03738066 player_piano
n02238594 lace_bug
n07880751 taco
n03436075 ghat
n03854506 oled
n01800424 chachalaca
n04160847 searchlight
n04359500 supply_closet
n12621945 cherokee_rose
n02716626 abm
n02613181 blenny
n02613181 combtooth_blenny
n07932614 rickey
n04240752 slipcover
n02448318 ratel
n02448318 honey_badger
n01953361 cowrie
n01953361 cowry
n03446268 club_head
n03446268 clubhead
n03724417 masher
n02907656 peacemaker
n03049924 cloth_cap
n03049924 flat_cap
n12189987 baobab
n12189987 adansonia_digitata
n12441958 asphodel
n07880458 schnitzel
n07880458 wiener_schnitzel
n07879174 sukiyaki
n03485309 hand_grenade
n03848033 open_circuit
n12086778 vanilla_orchid
n12086778 vanilla_planifolia
n01440242 mirror_carp
n07601175 lemon_peel
n07859142 saccharin
n13050397 bracket_fungus
n10443032 plumber
n10443032 pipe_fitter
n03067339 cold_cream
n04209509 shower_room
n03441345 glove_compartment
n01755740 timber_rattlesnake
n02737351 ark
n03500699 haymaker
n01498699 butterfly_ray
n03067212 cold_chisel
n11916696 milfoil
n11916696 achillea_millefolium
n11916696 yarrow
n07749312 valencia_orange
n04060448 rebozo
n07804657 white_rice
n04180888 sextant
n03724756 masjid
n03724756 musjid
n07751858 greengage
n03365374 flood
n03365374 floodlight
n01359762 trichodesmium
n03127203 crankcase
n03643149 laryngoscope
n00447221 tobogganing
n04376400 synthesizer
n04376400 synthesiser
n04596492 witness_box
n04596492 witness_stand
n07902121 ethyl_alcohol
n02755529 attack_submarine
n07902937 arrack
n07902937 arak
n02579928 permit
n12549192 black_medick
n03465818 guidance_system
n03724066 mascara
n07913537 virgin_mary
n11923174 mayweed
n04198562 shirtwaist
n04130907 salade
n04130907 sallet
n04084517 return
n04343740 student_union
n03801353 music_box
n03801353 musical_box
n13095013 partial_veil
n02412629 lambkin
n03296217 escape_wheel
n03920641 pet_shop
n07847917 light_cream
n03277149 electron_gun
n03238131 dressing_room
n02970685 car_seat
n04145863 schmidt_telescope
n04145863 schmidt_camera
n03026907 chronograph
n04316498 stereoscope
n12865562 purple_sage
n07905979 tequila
n07694659 shortcake
n01449980 molly
n01449980 mollie
n11943660 ruddles
n07914271 smoothie
n01333610 reoviridae
n02780315 roller_bearing
n02780315 ball_bearing
n02762725 donkey_boiler
n12704513 bilimbi
n04561422 water_mill
n04591631 wine_bar
n01859496 tundra_swan
n07897865 rioja
n11769803 golden_trumpet
n04445154 toga_virilis
n11759853 zaman
n11759853 monkeypod
n11759853 rain_tree
n11759853 saman
n03646296 lathe
n07895839 merlot
n11678010 cornstalk
n02740300 apc
n12239647 leucothoe
n03344305 fire_bell
n07588947 stew
n01731764 coachwhip
n03607923 kameez
n14786943 lagging
n03385295 formica
n07907037 firewater
n07582811 bean_dip
n04104770 romper
n03054605 cluster_bomb
n04211219 shunter
n02212062 wasp
n11696450 lancewood
n02662993 brill
n10316862 military_leader
n04185946 shaving_brush
n13098962 bast
n13098962 phloem
n02337001 deer_mouse
n02337001 peromyscus_maniculatus
n04368496 swallowtail
n04368496 morning_coat
n01646648 natterjack
n07616590 split
n08494231 funfair
n08494231 amusement_park
n08494231 pleasure_ground
n03906224 pegboard
n11873182 horseradish
n01897667 alula
n03628831 crumhorn
n04550676 wardroom
n10043643 economist
n03040376 white_room
n03040376 clean_room
n02814116 bb_gun
n02340930 pine_vole
n02951703 canopic_jar
n03559531 identikit
n02821202 bedpan
n03318865 falchion
n02579557 pompano
n01732614 corn_snake
n12051103 red_helleborine
n01914830 actinia
n02384741 steeplechaser
n12566954 kudzu
n04409625 tennis_camp
n04234887 slate_roof
n04461437 town_hall
n01744270 indian_python
n12070381 liparis
n07624924 pirozhki
n00887544 team_sport
n04365328 surveillance_system
n04546340 walkman
n04305471 state_prison
n10147710 grocer
n02017725 takahe
n03736147 meat_hook
n12399899 osage_orange
n03546112 house_paint
n02836035 bicycle_wheel
n12511856 caragana
n04963111 sanguine
n02432704 blacktail
n02432704 blacktail_deer
n07693590 danish_pastry
n07693590 danish
n02160947 social_insect
n02275560 mourning_cloak
n04095109 ritz
n07910970 kahlua
n04298661 stairwell
n04537436 virginal
n03166809 death_house
n03166809 death_row
n02169023 sawyer
n02793930 barnyard
n12368028 tutsan
n04281260 spittoon
n02181235 darkling_beetle
n02181235 tenebrionid
n02977330 cashmere
n11765568 honey_mesquite
n01821076 rainbow_lorikeet
n07921834 scrumpy
n04013600 proscenium_arch
n03010915 chateau
n03339529 film_advance
n03391613 frame_buffer
n03944024 pintle
n03947466 pipe_wrench
n11487732 sundog
n02136452 fossa
n07575392 high_tea
n02470238 simian
n12092262 pimpernel
n03523506 hobble_skirt
n12196694 currajong
n12196694 kurrajong
n04142434 scalpel
n03024233 choir_loft
n12319414 juglans_regia
n03239054 tailcoat
n03239054 white_tie
n03239054 dress_suit
n03239054 tails
n03239054 full_dress
n02538562 arctic_char
n02538562 salvelinus_alpinus
n07785487 rollmops
n03989349 postern
n12244650 rosebay
n07574176 potluck
n07801342 silage
n03293863 equatorial
n09294877 grotto
n09294877 grot
n03555217 hypercoaster
n02573704 bluefish
n03505015 headrace
n04251791 snowboard
n02689434 jackhammer
n07581249 antipasto
n03187751 dialysis_machine
n03187751 dialyzer
n03237992 dressing_gown
n13915023 ovoid
n09818022 cosmonaut
n09818022 spaceman
n09818022 astronaut
n02732572 arabesque
n07926346 limeade
n02536456 oncorhynchus_tshawytscha
n02536456 chinook_salmon
n02536456 king_salmon
n02536456 chinook
n02856237 blunderbuss
n07937461 couscous
n02551134 halfbeak
n02650541 searobin
n02650541 sea_robin
n03939178 pilot_boat
n02592055 sheepshead
n04545984 walk_in
n02117900 spotted_hyena
n03980026 pomade
n04146976 school_system
n07868340 fried_rice
n02042759 kittiwake
n02069412 common_dolphin
n04968139 olive_green
n04506506 ultracentrifuge
n03638623 landing_craft
n03641569 lanyard
n07840395 curry_sauce
n03842012 office_building
n03842012 office_block
n12861345 phlomis
n03326475 fell
n07887099 draft_beer
n07887099 draught_beer
n04158002 scuttle
n12307756 privet
n06266633 fleet_street
n07854266 muenster
n01350701 yersinia_pestis
n03971321 pneumatic_drill
n07615569 tutti_frutti
n02811350 batting_helmet
n03122295 conestoga_wagon
n03122295 covered_wagon
n03122295 prairie_schooner
n03122295 conestoga
n02485536 vervet
n04446162 threads
n04446162 duds
n04446162 togs
n03770316 ministry
n04020912 pullman
n04020912 pullman_car
n01539925 house_sparrow
n03324928 fatigues
n03053976 club_car
n03053976 lounge_car
n02439398 okapi
n03555426 hypermarket
n03721590 marina
n00477392 lacrosse
n02234355 american_cockroach
n01490360 dusky_shark
n04258859 soldering_iron
n04368365 swagger_stick
n04180229 sewing_room
n11958499 brass_buttons
n03145147 cuckoo_clock
n11676850 gynophore
n03720163 map
n01322898 lion_cub
n02417242 cashmere_goat
n13188096 davallia
n03105306 coracle
n11632619 cupressus_sempervirens
n11632619 mediterranean_cypress
n04300509 stamper
n13880199 isosceles_triangle
n04265904 space_rocket
n10514429 referee
n10514429 ref
n03133050 crochet_hook
n07597263 sweetmeat
n02946824 camshaft
n07756951 watermelon
n04585980 winchester
n00443231 floating
n03622526 klystron
n07866015 croquette
n01641739 green_frog
n00445055 surfing
n12340383 tupelo
n02434190 woodland_caribou
n03376279 folder
n03240140 electric_drill
n04066270 red_carpet
n12291959 bluebell
n02892499 brasserie
n04310721 steam_whistle
n02147328 serotine
n12107710 meadow_foxtail
n04210288 shrimper
n02699915 altazimuth
n04953678 iridescence
n04526800 ventilation_shaft
n02085272 lapdog
n02098806 bird_dog
n02605703 chaetodon
n03101664 cookie_jar
n09415584 riverbank
n09415584 riverside
n11717399 nelumbo_nucifera
n11717399 sacred_lotus
n11717399 lotus
n07732302 hominy
n03089753 conference_center
n03089753 conference_house
n03671914 linear_accelerator
n03671914 linac
n12365900 clusia
n03170292 decoupage
n05242928 squamous_cell
n11928858 mugwort
n03175081 den
n04328703 storage_ring
n03878828 palette_knife
n04103364 rolling_stock
n03005515 chandlery
n02243209 water_boatman
n07870894 lobster_thermidor
n03166514 deanery
n12392549 urtica_dioica
n12392549 stinging_nettle
n04045644 balk
n04045644 baulk
n04045644 rafter
n03367410 florist_shop
n03367410 florist
n01710177 diplodocus
n03490884 hanger
n02714751 answering_machine
n04134523 sandbox
n03386544 foucault_pendulum
n12523475 jacaranda
n12523475 brazilian_rosewood
n04607869 wrist_watch
n04607869 wristwatch
n12126084 cultivated_rice
n12126084 oryza_sativa
n11905392 california_poppy
n07703889 hasty_pudding
n04397168 tea_chest
n02202006 culex_pipiens
n02305085 atlas_moth
n02173373 japanese_beetle
n02767956 backbench
n04419868 thermal_printer
n03015149 chesterfield
n03174731 demitasse
n02532272 atlantic_herring
n12282527 silver_birch
n12282527 betula_pendula
n02801184 basilica
n04142175 scaler
n07925229 lemon_juice
n03585682 iron_foundry
n03009794 charnel
n03009794 charnel_house
n06259898 channel
n03280216 electroscope
n02904927 brogan
n02904927 brogue
n07851554 mascarpone
n04058594 readout
n01594372 swallow
n07861158 bread_dough
n02542958 argentine
n04484432 triode
n07608245 marzipan
n12593994 date_palm
n12593994 phoenix_dactylifera
n04047834 railroad_bed
n02244515 kissing_bug
n02180875 rove_beetle
n03133415 crock
n03475581 hairbrush
n03349892 first_class
n01540832 hawfinch
n04186051 shaving_soap
n04186051 shaving_cream
n02875948 borstal
n03904433 pedicab
n03904433 cycle_rickshaw
n07852919 cheddar
n07852919 american_cheese
n07852919 cheddar_cheese
n09425344 scablands
n12272239 garry_oak
n12272239 quercus_garryana
n07889990 burton
n02424589 lesser_kudu
n04026180 purl
n02015357 weka
n04216860 sifter
n07803779 cracked_wheat
n09846755 beekeeper
n04157099 scullery
n02709908 and_gate
n02709908 and_circuit
n03872273 packsaddle
n02962414 car_carrier
n03199488 dimmer
n04121426 rya
n03399677 front_porch
n02820556 bedford_cord
n03271260 electric_clock
n02064000 bowhead_whale
n02064000 bowhead
n02064000 greenland_whale
n03233744 lift_bridge
n03233744 drawbridge
n02590987 porgy
n02266050 dobson
n02266050 dobsonfly
n01744100 reticulated_python
n01781570 acarus
n03788498 motel
n13128976 rachis
n12522678 indian_rosewood
n08628141 kasbah
n08628141 casbah
n04012482 propjet
n04012482 turboprop
n02753394 atomic_clock
n02409038 anoa
n05468739 oligodendrocyte
n07886317 kava
n03882611 pane
n03882611 panelling
n03882611 paneling
n04462011 toy_box
n07688624 pone
n11977303 sneezeweed
n03729482 matchlock
n03690851 lota
n07829248 cider_vinegar
n12176953 upland_cotton
n02919792 cottage
n02919792 bungalow
n02682407 aeolian_harp
n12534862 sulla
n08652376 ski_resort
n07853648 gouda
n07853648 gouda_cheese
n02658531 plaice
n07857170 miso
n04600912 work_clothing
n03577312 integrator
n03577312 planimeter
n04344734 studio_apartment
n04344734 studio
n01575117 cowbird
n03250089 drum_brake
n02968074 carport
n05578095 heel
n12596709 roystonea_regia
n12596709 royal_palm
n11508382 snowfall
n11508382 snow
n07814203 cinnamon
n07881205 quesadilla
n04257986 solar_cell
n04257986 photovoltaic_cell
n03326948 magic_marker
n03409920 gadgetry
n03557590 ice_machine
n01499732 cownose_ray
n04358117 supercomputer
n08539276 outskirts
n01617766 egyptian_vulture
n04287747 spray_gun
n12117017 crabgrass
n07817315 cilantro
n07817315 coriander
n03529629 homestead
n04322531 stockade
n04308397 stealth_fighter
n02746978 art_school
n01697611 crocodylus_porosus
n00448748 figure_skating
n01892551 water_shrew
n00450998 showjumping
n02833403 bevel
n01844551 quetzal
n03325288 fauld
n02415130 urial
n04174705 serration
n02340358 eastern_woodrat
n01925916 cercaria
n02734835 architrave
n02406859 devon
n10806113 zoo_keeper
n14973585 pantothenic_acid
n02204249 sandfly
n04290079 spun_yarn
n04249882 snifter
n04172776 sentry_box
n07854348 parmesan
n03085219 computer_monitor
n10334009 motorcyclist
n02970408 carryall
n02970408 tote
n02970408 tote_bag
n07581607 canape
n03856012 orphanage
n12671651 abelia
n04147793 scimitar
n04268799 spark_gap
n02852173 flasher
n02852173 blinker
n03474352 hacienda
n09344324 lunar_crater
n04289449 sprit
n03972372 poacher
n02871824 boom
n02966545 claw_hammer
n02966545 clawhammer
n07834872 russian_dressing
n04017571 psychrometer
n03572107 inkle
n04266486 spade
n01581166 canada_jay
n07689003 johnny_cake
n07689003 johnnycake
n04127117 safety_net
n01557185 thrush
n03586219 iron_lung
n03424630 petrol_engine
n03424630 gasoline_engine
n04176295 servomechanism
n04176295 servo
n02378541 cavalry_horse
n12729315 black_willow
n07738105 freestone
n02851939 blindfold
n02256172 psyllid
n02256172 psylla
n02382850 exmoor
n03474167 habit
n03649797 lawn_furniture
n02428508 gemsbok
n02755140 attache
n01987076 pistol_shrimp
n01987076 snapping_shrimp
n01617443 bearded_vulture
n01617443 lammergeier
n04405762 television_monitor
n04405762 tv_monitor
n07845863 homogenized_milk
n03517509 hibachi
n02416964 nanny
n01531512 siskin
n03727067 mastaba
n02780815 tutu
n03727605 masterpiece
n03140126 crucible
n03140126 melting_pot
n03875806 paintball
n09257843 cove
n02414442 rambouillet
n07609215 sugar_candy
n01563128 warbler
n04022434 pump_action
n03283827 emitter
n02600298 goatfish
n01580870 jaybird
n01580870 blue_jay
n02694966 alb
n06614901 outtake
n02700064 alternator
n02404028 maverick
n01829869 hoopoe
n09376526 ocean_floor
n09376526 seabed
n09376526 sea_bottom
n09376526 sea_floor
n09376526 ocean_bottom
n09376526 davy_jones
n12963628 powdery_mildew
n02884994 box_camera
n02856013 blue_chip
n03321563 fanny_pack
n01958346 littleneck
n12262018 weeping_beech
n04097760 roaster
n03708843 magnetometer
n02366959 coypu
n02366959 nutria
n02878534 boudoir
n03824284 nightcap
n02336826 vesper_mouse
n02868975 cupel
n02880546 string
n03126090 cramp
n11685621 siliqua
n11685621 silique
n07853445 edam
n02124484 manx
n02904803 brocade
n07928578 phosphate
n03307037 extension_cord
n01824035 roadrunner
n07909714 galliano
n07612137 pavlova
n11845793 hedgehog_cactus
n03831757 nose_flute
n13006631 milkcap
n03059103 coat_rack
n02982599 catch
n02423589 springbok
n01750167 death_adder
n04266162 space_platform
n04266162 space_station
n04266162 space_laboratory
n01442972 minnow
n03321954 fan_vaulting
n04192521 sheraton
n01481331 chimaera
n03986355 portfolio
n01797020 capercaillie
n02414290 merino_sheep
n02414290 merino
n03612010 ketch
n07935288 hyson
n02029378 sanderling
n04124573 saddle_seat
n01734808 milk_snake
n01734808 house_snake
n02619550 mudskipper
n07890226 porter
n04138261 satin
n12730143 salix_repens
n12730143 creeping_willow
n03206282 disco
n03206282 discotheque
n03496612 harrow
n07903731 armagnac
n01609956 marsh_harrier
n12235051 mayflower
n01461315 spawn
n13145040 vitis_labrusca
n03890358 pargeting
n03890358 pargetting
n02372952 rock_hyrax
n02578771 amberjack
n04279462 spinning_wheel
n02870772 bookbindery
n02687423 aircraft_engine
n04520962 vaporiser
n04520962 vaporizer
n03031012 cigarette_case
n03067518 cold_frame
n02776825 balaclava
n04167346 seeder
n03006626 chanter
n11704620 camphor_tree
n02118176 aardwolf
n02862916 body_lotion
n01946630 nerita
n02278980 purple_emperor
n02150134 mastiff_bat
n01790304 plymouth_rock
n04250473 snips
n10386984 outfielder
n03042139 clevis
n02917377 bullhorn
n11957678 calliopsis
n13132034 peduncle
n03770834 miniver
n03904782 pedometer
n02666943 slaughterhouse
n02666943 abattoir
n02666943 butchery
n02666943 shambles
n12924623 ricinus_communis
n02377388 gelding
n11712282 liriodendron_tulipifera
n11712282 tulip_poplar
n11712282 yellow_poplar
n11712282 tulip_tree
n04056413 rattrap
n12194147 silkwood
n03698604 luxury_liner
n03783430 eyeglass
n03783430 monocle
n02631775 white_marlin
n03270695 electric_bell
n02750070 assembly_hall
n02775178 baggage_claim
n11623815 cedrus_libani
n01449712 platy
n09885866 furniture_maker
n09885866 cabinetmaker
n03386726 foulard
n04146504 school_bell
n04488202 trophy_case
n07890750 mead
n02686227 air_compressor
n02530999 allis
n01679626 collared_lizard
n07922147 perry
n03697552 lunchroom
n03251932 dry_fly
n02702989 ammeter
n01779629 mite
n02771286 backstay
n13185658 doodia
n04131368 saltbox
n07599161 jawbreaker
n07774842 pine_nut
n02152740 predator
n04422875 thermostat
n04973020 tan
n04973020 topaz
n03942920 pinhead
n12048399 caladenia
n04070415 refractometer
n03127531 crash_barrier
n03487886 hand_pump
n03711999 mainmast
n03664159 life_support
n02053425 solan
n04332074 straight_razor
n03219483 dollhouse
n04402746 phone_system
n04402746 telephone_system
n02910542 buckram
n07655263 saute
n11771924 carissa_macrocarpa
n04234763 slate_pencil
n04967674 sea_green
n02631330 blue_marlin
n03066849 colander
n07847827 heavy_cream
n11811921 maltese_cross
n02421136 addax
n12365285 laurelwood
n11614039 whitebark_pine
n02749670 assegai
n02749670 assagai
n07827130 juniper_berries
n02220055 pharaoh_ant
n07752264 victoria_plum
n03204558 dip_switch
n07924655 must
n02117512 striped_hyena
n02574910 remora
n04017807 pt_boat
n02974348 caryatid
n01422450 merozoite
n12146311 zoysia
n02874537 bootlace
n12849952 english_lavender
n09337048 leak
n02186153 flea
n11622368 grand_fir
n03284308 empty
n07924276 nectar
n02351870 jerboa
n04555291 washroom
n04261281 souk
n11801392 birthwort
n02485688 green_monkey
n02054036 cormorant
n03174079 delta_wing
n03588841 jabot
n02008041 heron
n14938389 linoleum
n14938389 lino
n07608098 marshmallow
n07592768 ratatouille
n01576076 golden_oriole
n01813088 wood_pigeon
n03522990 hitching_post
n02209354 carpenter_bee
n12353431 manila_hemp
n12353431 abaca
