n04351699 suiting
n04399537 tee
n04178190 seventy_eight
n03317788 faience
n02584145 cardinal_tetra
n11669786 floret
n03885293 pant_leg
n02687821 hangar
n03423479 gas_heater
n03496486 harris_tweed
n04210012 shrapnel
n03235979 dray
n04533700 videocassette
n01672432 spiny_softshell
n03399971 fruit_machine
n03176763 emporium
n03176763 department_store
n02387093 percheron
n07690273 gem
n07690273 muffin
n12020507 marigold
n04305323 stately_home
n03725506 masonite
n04288533 spring_balance
n01663782 green_turtle
n01663782 chelonia_mydas
n02386746 packhorse
n09269882 draw
n01322508 wolf_cub
n02772101 backup_system
n03416094 gantry
n02950018 cannery
n00470966 rugby_football
n00470966 rugger
n00470966 rugby
n04110439 positioner
n02769669 backlighting
n03395859 fresnel_lens
n02902916 broad_arrow
n04375405 rotary_converter
n04375405 rotary
n02710429 anemometer
n04290507 spur_gear
n04290507 spur_wheel
n03556679 ice_axe
n03556679 piolet
n09193551 alluvial_plain
n03643253 laser
n07586894 vegetable_soup
n07586894 minestrone
n04305572 stateroom
n02075612 omnivore
n04482177 tricorne
n04482177 tricorn
n07815956 white_pepper
n04405762 television_monitor
n04405762 tv_monitor
n00448748 figure_skating
n03161016 dampener
n01579410 rook
n01714231 allosaurus
n04513827 upholstery
n04108822 rope_bridge
n01786646 millipede
n04124098 saddlebag
n02006364 sacred_ibis
n03359436 flash_memory
n01560793 stonechat
n04962062 silver_grey
n04962062 silver_gray
n04962062 ash_gray
n04962062 silver
n12263204 castanea_sativa
n12263204 sweet_chestnut
n03941231 pinata
n02812949 bayonet
n02172518 scarab
n02172518 scarabaeus
n04516354 used_car
n04614844 zill
n02568959 grouper
n01814549 squab
n09421799 sandbank
n04045644 balk
n04045644 baulk
n04045644 rafter
n03993703 pound
n03993703 dog_pound
n04189651 sheet_piling
n04189651 sheet_pile
n02849885 blast_furnace
n03913343 pentode
n03474352 hacienda
n02607470 sergeant_major
n02430830 fawn
n03983499 popgun
n02895438 breathalyser
n02895438 breathalyzer
n04300509 stamper
n07913882 tom_collins
n07913882 collins
n03297103 espadrille
n04447028 toilet_bowl
n04105704 roofing
n13884930 cuboid
n03514451 hemostat
n03375171 foghorn
n02669295 abutment
n09353815 microfossil
n02609302 bluehead
n03292475 epee
n07845166 pasteurized_milk
n03604311 jumbo_jet
n11773987 oleander
n11773987 nerium_oleander
n11773987 rose_bay
n07851554 mascarpone
n03886762 paperclip
n03886762 paper_clip
n02003204 marabou
n02003204 marabout
n02003204 marabou_stork
n03498441 hatbox
n01651487 cricket_frog
n03127203 crankcase
n04104925 rood_screen
n03416900 garbage
n07853762 grated_cheese
n03378174 food_processor
n01394492 arcella
n11957678 calliopsis
n03332591 field_coil
n00467536 shuffleboard
n02962414 car_carrier
n04257986 solar_cell
n04257986 photovoltaic_cell
n03102516 coolant_system
n11927215 arnica_montana
n07927836 bitter_lemon
n12048399 caladenia
n11730015 blue_jasmine
n11609475 pinyon
n11609475 pinon
n07605040 spun_sugar
n07605040 candyfloss
n07605040 cotton_candy
n12836212 nemophila
n03430313 gavel
n03080731 compass_card
n09415584 riverbank
n09415584 riverside
n03376279 folder
n04261281 souk
n03844965 oil_slick
n03745571 standing_stone
n03745571 menhir
n02579557 pompano
n07692517 bialy
n04242084 slit_lamp
n02742468 arrester
n07826653 aniseed
n07826653 anise
n02341288 meadow_vole
n02694966 alb
n07886317 kava
n02896074 breechblock
n07928578 phosphate
n13882563 octagon
n13865904 heart
n07911249 sambuca
n03051249 clothespin
n07894799 chardonnay
n03684489 lockring
n03784793 mooring_mast
n07876189 sauerkraut
n03549473 hunting_knife
n03251280 dry_cell
n02099997 pointer
n03953901 placket
n07601572 candy_cane
n03779884 moldboard
n02605703 chaetodon
n07688624 pone
n03344642 firebrick
n12500518 cassia_tora
n03796974 muff
n03684740 lockup
n03577090 integrated_circuit
n04330998 strad
n02065726 humpback
n02065726 humpback_whale
n04537436 virginal
n01670802 giant_tortoise
n02272871 earwig
n04413969 terraced_house
n04075813 rep
n04075813 repp
n03149686 curbstone
n02447021 spotted_skunk
n07836600 blanc
n09224725 bluff
n01576076 golden_oriole
n03620967 kitchen_table
n12344283 evening_primrose
n01678343 chuckwalla
n03099147 convector
n02288268 inchworm
n02288268 looper
n02395931 porker
n00480366 jai_alai
n00480366 pelota
n04115802 royal
n03436549 gift_wrapping
n07680517 breadstick
n07805966 dog_food
n03600285 riding_breeches
n03600285 jodhpurs
n01655344 caecilian
n01519563 cassowary
n02378149 remount
n03335461 fig_leaf
n12580012 keurboom
n03209910 floppy
n03209910 diskette
n03209910 floppy_disk
n13911045 node
n03551395 hydraulic_press
n12843557 lesser_calamint
n02701730 american_organ
n12973443 mucor
n08517676 bus_stop
n03861271 outrigger
n02202124 culex_quinquefasciatus
n02973236 cartwheel
n03776877 moccasin
