n04410886 tensiometer
n02333909 rattus_rattus
n02333909 black_rat
n07698401 blt
n03864692 overhead_projector
n03629231 kurta
n02699915 altazimuth
n04289576 spritsail
n01710177 diplodocus
n02654745 cowfish
n15093298 vitamin_c
n15093298 ascorbic_acid
n02782778 ballpark
n02782778 park
n03436075 ghat
n01778217 ixodes_ricinus
n01839330 downy_woodpecker
n03690168 lorgnette
n03835197 nude
n07825194 dill_pickle
n02257284 periodical_cicada
n13882201 pentagon
n04322531 stockade
n07879350 sashimi
n02454794 dasypus_novemcinctus
n02454794 peba
n07866015 croquette
n12402348 banyan_tree
n12402348 banyan
n12402348 banian
n12306717 jasmine
n11617090 monterey_pine
n11617090 pinus_radiata
n01779629 mite
n02769669 backlighting
n03465605 guesthouse
n07938007 multivitamin
n03353951 fixative
n01457852 trumpetfish
n00449796 hydroplane_racing
n02291748 clothes_moth
n07926346 limeade
n02519340 pout
n11733312 larkspur
n07803213 pearl_barley
n03767203 mill_wheel
n07803992 wheat_germ
n04605572 wraparound
n03696301 roof_rack
n03696301 luggage_rack
n03456447 greasepaint
n02130086 tigon
n05448704 myeloblast
n03490884 hanger
n04072551 rein
n04499062 tureen
n07881404 tostada
n02897097 bren_gun
n02897097 bren
n02689434 jackhammer
n11971248 gazania
n01612275 merlin
n01612275 falco_columbarius
n07575392 high_tea
n05469861 dendrite
n04067818 refectory
n07902937 arrack
n07902937 arak
n03668067 lightning_rod
n03668067 lightning_conductor
n04969242 sapphire
n04969242 cerulean
n04969242 azure
n04070415 refractometer
n04030846 quadrant
n03914106 peplum
n09463226 tundra
n03948830 pistol_grip
n03204134 dipole
n03204134 dipole_antenna
n03193597 diesel_locomotive
n03796605 mudguard
n00451563 bicycling
n12058822 dactylorhiza_fuchsii
n00448126 professional_wrestling
n11552806 annual
n03842012 office_building
n03842012 office_block
n04409806 tennis_racquet
n04409806 tennis_racket
n04266162 space_platform
n04266162 space_station
n04266162 space_laboratory
n02234355 american_cockroach
n02042046 herring_gull
n02405440 banting
n02405440 banteng
n12513933 redbud
n01855188 smew
n03237992 dressing_gown
n12916511 tectona_grandis
n12916511 teak
n03821145 neutron_bomb
n02584449 caribe
n02584449 pirana
n02584449 piranha
n02414209 longwool
n12407222 dutch_elm
n04135315 kotex
n04135315 sanitary_napkin
n07563800 liquid_diet
n09391386 photosphere
n03769610 minibar
n01683201 worm_lizard
n03010795 chasuble
n07607361 licorice
n07607361 liquorice
n12508309 milk_vetch
n03319167 fallout_shelter
n02869563 boneshaker
n03303217 exhaust_fan
n13898645 spheroid
n02961225 car_battery
n07902336 aqua_vitae
n04441662 tithe_barn
n12592058 nipa_palm
n03936466 pile_driver
n01819115 cockatoo
n02979516 cassock
n02238594 lace_bug
n07574923 brunch
n10755080 violist
n03228967 dovetail_joint
n03228967 dovetail
n02992368 cellophane
n12279458 black_oak
n02675522 achromatic_lens
n02963503 electrocardiograph
n09376198 ocean
n04950952 wood_grain
n04950952 woodgrain
n01526521 songster
n01526521 songbird
n01422450 merozoite
n02900459 bridle_path
n04405762 television_monitor
n04405762 tv_monitor
n03557590 ice_machine
n13173488 leatherleaf
n03006788 chantry
n02451415 taira
n02451415 tayra
n02831335 berlin
n04963307 turkey_red
n04331443 straightedge
n11618525 torrey_pine
n02563792 bluegill
n02531625 menhaden
n02418465 mountain_goat
n03620353 kitchenette
n01593028 bushtit
n07584332 bisque
n01857632 honker
n01857632 canada_goose
n03989777 post_horn
n00466630 match_play
n07919441 irish_coffee
n03269073 electrical_contact
n11906127 golden_cup
n04467899 trailing_edge
n04201064 shofar
n13065089 puccinia_graminis
n13065089 wheat_rust
n04514648 upper
n03781055 petrol_bomb
n03781055 molotov_cocktail
n03344509 firebox
n02285179 codling_moth
n03902220 pc_board
n04538403 viscose
n04538403 viscose_rayon
n04156591 scuffle
n04299963 stamp
n07845087 formula
n12320627 pignut_hickory
n12320627 pignut
n07731767 belgian_endive
n02221414 wood_ant
n11552133 cryptogam
n07909714 galliano
n11689815 cottonseed
n12615710 pondweed
n09415671 river_bottom
n09415671 riverbed
n02456008 tatu
n09289331 glacier
n02372952 rock_hyrax
n11753355 trifolium_pratense
n11753355 red_clover
n01990516 squilla
n02012185 least_bittern
n11676500 pistil
n07852833 camembert
n02027075 spotted_sandpiper
n04095577 riveter
n04095577 riveting_machine
n07591961 paella
n04102872 roll_film
n12914923 vervain
n12914923 verbena
n07907037 firewater
n01690466 glass_lizard
n03624400 knife_blade
n02118176 aardwolf
n08649711 bedside
n03270854 electric_blanket
n03855756 orlon
n04104770 romper
n03016868 chiffon
n07910970 kahlua
n07608866 praline
n02127292 lynx_lynx
n04601938 workpiece
n07901355 marsala
n03674731 link_trainer
n01819734 cockatiel
n03349296 firkin
n02419056 serow
n03802393 muslin
n02408817 carabao
n07560193 fast_food
n02824058 stein
n02965529 carillon
n03045800 cloakroom
n07847827 heavy_cream
n04224842 sitar
n02669295 abutment
n03622839 knee_brace
n03907908 penalty_box
n02988156 cd_drive
n02927887 butterfly_valve
n07852229 stilton
n03615655 khimar
n04591631 wine_bar
n03505667 headset
n02581482 mackerel_scad
n07561848 balanced_diet
n02650541 searobin
n02650541 sea_robin
n01699254 spectacled_caiman
n04208936 shower
n02036711 avocet
n01664990 eretmochelys_imbricata
n01664990 hawksbill
n01664990 hawkbill
n01664990 hawksbill_turtle
n02413050 black_sheep
n00887544 team_sport
n04443766 toby_jug
n01469103 sea_squirt
n02028727 pectoral_sandpiper
n03628511 kremlin
n12934985 water_hemlock
n01963571 mussel
n05399356 colostrum
n03632100 lacrosse_ball
n02421449 wildebeest
n02421449 gnu
n07858978 honey
n04397452 teacup
n03026907 chronograph
n03098959 control_tower
n03332271 violin_bow
n02757927 audiovisual
n01781570 acarus
n03408340 fustian
n01533893 crossbill
n03487886 hand_pump
n11844371 saguaro
n11844371 sahuaro
n03609959 keelson
n10421470 apothecary
n10421470 chemist
n10421470 druggist
n10421470 pharmacist
n01332181 marburg_virus
n03669245 limber
n02522637 codling
n11487732 sundog
n01546039 scrubbird
n02052204 white_pelican
n03227010 double_glazing
n04084517 return
n02881906 bowline
n11910271 bleeding_heart
n00455076 overcast
n00453126 coursing
n09618957 face
n02140049 flying_fox
n12691661 gumbo_limbo
n02536165 red_salmon
n02536165 sockeye_salmon
n02536165 sockeye
n01440242 mirror_carp
n07805966 dog_food
n02574271 cobia
n02531114 alewife
n12906498 mandrake
n04570958 weighbridge
n04003856 print
n11904109 corydalis
n07682197 crouton
n12281788 yellow_birch
n12281788 betula_alleghaniensis
n02490811 pygmy_marmoset
n03637898 lancet_window
n04582205 wickerwork
n04582205 wicker
n04582205 caning
n07846557 skimmed_milk
n07846557 skim_milk
n04475309 trap_door
n01972541 cuttle
n01972541 cuttlefish
n03495941 harpoon_gun
n12455950 gloriosa_superba
n12455950 gloriosa
n03191451 dicer
n13901490 bolus
n04603729 work_table
n03821518 newel_post
n03821518 newel
n03565830 in_basket
n03297226 espalier
n07888465 white_beer
n07888465 wheat_beer
n04236935 cascabel
n03394149 freight_elevator
n03394149 service_elevator
n02310717 woolly_bear
n04247876 snaffle
n04247876 snaffle_bit
n13006631 milkcap
n12743352 longan
n07574780 continental_breakfast
n01424420 malaria_parasite
n01424420 plasmodium_vivax
n01424420 plasmodium
n13132034 peduncle
n03745571 standing_stone
n03745571 menhir
n02005399 shoebill
n01573360 western_meadowlark
n02599347 weakfish
n00478262 soccer
n00478262 association_football
n04970312 tyrian_purple
n04382695 tachograph
n07597263 sweetmeat
n02610664 parrotfish
n14938389 linoleum
n14938389 lino
n01823013 cuckoo
n11621950 canada_balsam
n11621950 balsam_fir
n12311579 syringa_vulgaris
n04612026 yarmulke
n11783920 anthurium
n14900342 blood_agar
n03844965 oil_slick
n01625562 barn_owl
n02015797 corncrake
n03878963 palisade
n10605253 skier
n03604156 jukebox
n03604156 nickelodeon
n12344283 evening_primrose
n07905474 schnaps
n07905474 schnapps
n15086247 linseed
n15086247 flaxseed
n06883725 swastika
n12531727 gliricidia
n11694469 ilama
n02450295 pine_marten
n04414199 terrarium
n02744323 arterial_road
n03483971 handcar
n03280394 electrostatic_machine
n03280394 electrostatic_generator
n12726670 weeping_willow
n12413880 iris_germanica
n03625539 knitting_machine
n01566645 babbler
n12495895 gleditsia_triacanthos
n12495895 honey_locust
n04137897 satellite_tv
n04137897 satellite_television
n03533014 chicha
n03533014 hookah
n03533014 kalian
n03533014 narghile
n03533014 shisha
n03533014 water_pipe
n02009508 little_egret
n03331077 fez
n01672611 smooth_softshell
n02064000 bowhead_whale
n02064000 bowhead
n02064000 greenland_whale
n03638623 landing_craft
n02312640 chrysalis
n01419888 giardia
n07581607 canape
n03894051 particle_detector
n07931280 wassail
n01808291 rock_partridge
n03883054 panic_button
n12584715 sugar_palm
n02708711 analyser
n02708711 analyzer
n01411450 chlorella
n12522894 dalbergia_sissoo
n12522894 sissoo
n03681813 local_oscillator
n01670535 testudo_graeca
n01971280 squid
n07615289 sherbet
n07615289 sherbert
n07910152 grand_marnier
n12048399 caladenia
n02825872 bell_foundry
n05482922 subarachnoid_space
n03008177 charcuterie
n02153109 big_game
n07886317 kava
n08494231 funfair
n08494231 amusement_park
n08494231 pleasure_ground
n12321873 shellbark_hickory
n12321873 shagbark
n12321873 shagbark_hickory
n12321873 shellbark
n00476235 stickball
n12735160 santalum_album
n12735160 sandalwood_tree
n03250588 sander
n03250588 smoother
n03049924 cloth_cap
n03049924 flat_cap
n07839478 roux
n07918028 sour
n00445055 surfing
n02505238 columbian_mammoth
n07916437 old_fashioned
n12469517 herb_paris
n04537436 virginal
n01925270 planaria
n01925270 planarian
n07860629 manna
n07684164 matzah
n07684164 unleavened_bread
n07684164 matzo
n07854614 ricotta
n02816656 beanbag
n03784270 monstrance
n11619227 tamarack
n03567788 indiaman
n04189282 sheeting
n07854982 emmentaler
n07854982 emmental
n04568841 webbing
n03713436 majolica
n03713436 maiolica
n12365158 maria
n01677747 marine_iguana
n09384106 pallasite
n04036303 qwerty_keyboard
n01947396 whelk
n03585778 iron_horse
n12143215 emmer
n03797896 mulch
n04146976 school_system
n07617708 christmas_pudding
n07617708 plum_pudding
n07908411 absinth
n07908411 absinthe
n02076402 crabeater_seal
n07938313 soul_food
n07589543 brunswick_stew
n04399537 tee
n00441073 ski_jumping
n04050066 rake
n02397744 collared_peccary
n02397744 javelina
n01498699 butterfly_ray
n03039259 clay_pigeon
n03468570 gunboat
n03708962 magnetron
n04452615 toolbox
n04452615 tool_chest
n02535759 landlocked_salmon
n03042139 clevis
n07607492 life_saver
n07709172 potherb
n02426481 steenbok
n03688405 long_sleeve
n03678879 live_axle
n03678879 driving_axle
n01549886 phoebe
n03744684 memory_chip
n12286826 hornbeam
n11927215 arnica_montana
n02410011 gaur
n03561573 imaret
n12086778 vanilla_orchid
n12086778 vanilla_planifolia
n04225987 skateboard
n04502670 tweeter
n07928367 ginger_ale
n02390015 jenny
n02390015 jennet
n12048928 calanthe
n12304703 fraxinus_excelsior
n07599649 bonbon
n02950943 round_shot
n02950943 cannonball
n02950943 cannon_ball
n03923564 phillips_screw
n04213105 sickbay
n02069412 common_dolphin
n02539894 round_whitefish
n07822197 tomato_ketchup
n07822197 catsup
n07822197 ketchup
n03251533 dry_dock
n03251533 graving_dock
n03251533 drydock
n03498441 hatbox
n02499022 slow_loris
n03615790 khukuri
n04132985 samovar
n01534155 bullfinch
n04045085 radio_transmitter
n03981924 donkey_cart
n04021503 pulse_generator
n02124484 manx
n01984245 nephrops_norvegicus
n01984245 norway_lobster
n07567139 food_color
n07567139 food_colouring
n07567139 food_coloring
n07567139 coloring
n07567139 colouring
n03828020 nonsmoker
n04448361 token
n12138444 milo
n03549589 hurdle
n04303497 stapler
n03736064 meat_grinder
n03089477 cone_clutch
n04205505 short_sleeve
n03610682 kepi
n03610682 peaked_cap
n03610682 service_cap
n07730406 celery
n07871436 meatball
n12777680 snowbell
n03683995 locket
n03551582 hydraulic_pump
n03551582 hydraulic_ram
n07857170 miso
n04556533 watch_case
n02390258 hinny
n01654637 xenopus_laevis
n04178190 seventy_eight
n02878425 boucle
n12184912 pavonia
n02008041 heron
n04210012 shrapnel
n12631331 avens
n04304680 starting_gate
n03216710 paper_cup
n03617594 picture_tube
n03617594 kinescope
n01668665 slider
n12093329 cyclamen
n00449168 speed_skating
n10382710 organ_grinder
n04232312 skybox
n03181667 detention_camp
n03181667 detention_house
n06273986 local_call
n03215508 dual_carriageway
n03215508 divided_highway
n02310334 corn_earworm
n01842504 puffbird
n09362945 mull
n03423306 gas_gun
n04121342 russet
n01814217 mourning_dove
n03240140 electric_drill
n12827537 moonflower
n02065026 finback
n02065026 fin_whale
n04416005 testudo
n13060190 jelly_fungus
n04450640 toner
n07879450 sushi
n12269406 quercus_agrifolia
n07654298 biryani
n02043063 tern
n03447358 golliwog
n01485479 basking_shark
n03887512 paper_mill
n09382099 oxbow
n03003091 chalk
n12866162 clary
n03709363 magnum
n07917133 sazerac
n01559477 hermit_thrush
n01828556 kookaburra
n11631854 cupressus_arizonica
n02174659 cockchafer
n11977303 sneezeweed
n12428076 martagon
n07930062 fruit_punch
n01315581 ectotherm
n04595028 wlan
n04595028 wifi
n03676087 lip_gloss
n01807105 tragopan
n00443692 cliff_diving
n03347617 fire_tower
n03487331 handloom
n14975598 papyrus
n04560292 watering_can
n04241573 slip_ring
n03172038 deflector
n06259898 channel
n07818995 oregano
n07818995 marjoram
n07752264 victoria_plum
n02460451 giant_anteater
n02808829 bathyscaphe
n01493541 spiny_dogfish
n07727868 green_bean
n03221351 dongle
n07904934 ouzo
n04301760 stick_shift
n04301760 standard_transmission
n03906463 pelham
n03854506 oled
n06415688 jotter
n03498536 hatch
n03781683 money_belt
n03632852 ladder_truck
n04604806 worm_gear
n03180865 detached_house
n03180865 single_dwelling
n04457767 torque_converter
n03485198 hand_mirror
n12717072 ailanthus
n07914128 refresher
n03326795 felt
n02621258 surgeonfish
n02434712 brocket
n04289027 sprinkler
n04979002 warning_coloration
n04979002 aposematic_coloration
n07858484 tahini
n11627908 mountain_hemlock
n13884261 convex_polyhedron
n03027001 chronometer
n02995871 centrifugal_pump
n03683708 locker_room
n13147689 malvasia
n12883628 gerardia
n07752514 dried_apricot
n11646167 monkey_puzzle
n03985069 portable
n00482122 netball
n08596076 littoral
n08596076 littoral_zone
n08596076 sands
n08596076 litoral
n03591798 jacquard
n01858906 cygnet
n03516996 superheterodyne_receiver
n04391445 tappa
n04391445 tapa
n02412210 wether
n07600394 butterscotch
n07875086 loblolly
n04328054 stopper_knot
n07611046 compote
n01841102 sapsucker
n03901750 pawn
n01635027 dicamptodon
n03698604 luxury_liner
n09398677 precipice
n03487444 hand_lotion
n06272612 voicemail
n06272612 voice_mail
n03784793 mooring_mast
n03031152 cigarette_holder
n04381073 tablespoon
n02281015 small_white
n03972372 poacher
n12856287 spearmint
n02211627 mason_bee
n04302988 stanley_steamer
n04514241 uplift
n02442336 stoat
n05578095 heel
n07890068 pale_ale
n02202678 punky
n02202678 biting_midge
n02202678 punkie
n07619004 custard
n03868406 oxford
n02042759 kittiwake
n02011805 american_bittern
n02473857 peking_man
n11849871 mammillaria
n03389889 four_wheeler
n03188290 diamante
n02068206 beaked_whale
n12566954 kudzu
n04229007 skidder
n01488038 whale_shark
n04414909 tessera
n02864122 bwr
n04355115 sunday_best
n04281260 spittoon
n03540914 hospital_bed
n02596381 croaker
n07600285 bubble_gum
n04086066 revetment
n05260127 pageboy
n02693246 air_terminal
n02693246 airport_terminal
n03843883 kerosene_heater
n03995265 power_cord
n13050397 bracket_fungus
n03322704 greenmarket
n03322704 green_market
n04262161 sounding_board
n04262161 soundboard
n03615300 khaddar
n03615300 khadi
n01467804 amphioxus
n01467804 lancelet
n12176953 upland_cotton
n15092227 vitamin_d
n15092227 ergocalciferol
n15092227 cholecalciferol
n04455048 topknot
n08645104 scrubland
n07862611 beef_wellington
n03013850 chenille
n03695452 luff
n02481366 mountain_gorilla
n02778294 baldric
n02778294 baldrick
n00449977 greyhound_racing
n09228055 brae
n04260364 sonogram
n11623967 cedrus_deodara
n11623967 deodar
n12228387 bell_heather
n03343737 fire_alarm
n03343737 smoke_alarm
n13132756 thyrsus
n01577035 sturnus_vulgaris
n01577035 common_starling
n01462544 gastrula
n12890265 speedwell
n12890265 veronica
n07820297 rue
n02433729 roebuck
n01797601 sage_grouse
n01817263 popinjay
n01612628 caracara
n03244775 one_iron
n03129001 creamer
n11645590 wollemi_pine
n02184473 pediculus_humanus
n00453313 deer_hunting
n00453313 deer_hunt
n11939180 balsamroot
n04364160 lightning_arrester
n07690585 yorkshire_pudding
n12801520 parnassia
n02425532 nilgai
n10007995 hotel_clerk
n10007995 desk_clerk
n11877193 collard
n03326475 fell
n02477516 paranthropus
n01792955 broody
n01792955 sitter
n02201000 aedes_albopictus
n03177165 depilatory
n02806762 bath_chair
n04328580 secondary_cell
n04085017 reverse
n04085017 reverse_gear
n12387103 halophyte
n02610373 bergall
n03811965 naval_gun
n04104147 rolodex
n04973291 ecru
n04973291 beige
n01544389 zebra_finch
n02987950 c_battery
n03606251 junk_shop
n02290664 almond_moth
n07560652 fare
n01446760 killifish
n13107694 timber_tree
n03367410 florist_shop
n03367410 florist
n02710324 anechoic_chamber
n02852360 blister_pack
n07721195 pimento
n07721195 pimiento
n12625383 cotoneaster
n07909593 drambuie
n01825278 turaco
n07838811 mushroom_sauce
n01809106 guinea_fowl
n01809106 guinea
n03726516 spectrometer
n03726516 mass_spectrometer
n03770316 ministry
n03154895 cutwork
n01851573 greater_scaup
n12310349 lilac
n12180168 hibiscus_tiliaceus
n12180168 mahoe
n07774842 pine_nut
n03067212 cold_chisel
n12485653 buddleia
n03281673 elevator_shaft
n13150894 peperomia
n01595974 house_martin
n03382104 forecastle
n12352639 musa_acuminata
n03885669 pantsuit
n04266968 spaghetti_junction
n12330469 myrtle
n03501152 hazard
n07896060 california_wine
n12338146 spotted_gum
n03646296 lathe
n03528523 home_computer
n01483830 porbeagle
n04257790 solar_battery
n04257790 solar_array
n04257790 solar_panel
n07846359 evaporated_milk
n03592931 jammer
n04592596 wineskin
n12642600 gean
n07691539 brioche
n11598686 ephedra
n07913882 tom_collins
n07913882 collins
n04058594 readout
n07579917 adobo
n01679626 collared_lizard
n07881205 quesadilla
n01853195 eider_duck
n01853195 eider
n02137888 ichneumon
n04230603 ski_pole
n04282494 splint
n01857325 brent
n01857325 brent_goose
n01857325 brant_goose
n01857325 brant
n09376786 oceanfront
n07698543 reuben
n03364599 float
n03844815 oilskin
n03844815 slicker
n04560882 water_jump
n07591162 oyster_stew
n03779246 moire
n03536122 horizontal_stabiliser
n03536122 tailplane
n03536122 horizontal_stabilizer
n03699754 machicolation
n12849952 english_lavender
n09199101 anthill
n04389718 tank_destroyer
n01528396 wagtail
n03885904 pantyhose
n02469248 scapular
n04231905 skivvies
n03293741 equaliser
n03293741 equalizer
n03047052 clock_tower
n01611472 peregrine
n01611472 falco_peregrinus
n01611472 peregrine_falcon
n12421137 hippeastrum
n04487894 troopship
n03244919 driving_wheel
n04062179 reciprocating_engine
n01742447 rubber_boa
n03323319 farthingale
n03140771 cruise_missile
n03343560 fire
n12580012 keurboom
n04126244 safety_lock
n03652100 lead_pencil
n04349401 subwoofer
n02849885 blast_furnace
n02426813 eland
n07913644 bullshot
n04046277 raglan
n12764008 sugar_bush
n04395651 tattoo
n12270946 quercus_chrysolepis
n12946849 cornel
n12946849 dogwood
n01848648 widgeon
n01848648 wigeon
n04114428 roundhouse
n03707372 magnetic_needle
n04057215 razorblade
n12614477 waterweed
n01909906 polyp
n07881625 refried_beans
n02425887 sable_antelope
n07618432 chocolate_pudding
n02445171 eurasian_otter
n02445171 lutra_lutra
n03219483 dollhouse
n03801671 music_school
n01558765 ring_ouzel
n04168199 segway
n05260240 pompadour
n11963932 brittlebush
n03437430 gilt
n03437430 gilding
n07918706 swizzle
n04137217 satchel
n03149686 curbstone
n07900616 madeira
n03165466 day_nursery
n12466727 death_camas
n03256166 tipper
n03256166 dumper
n03256166 dump_truck
n12675876 lonicera_japonica
n12675876 japanese_honeysuckle
n04288272 spring
n02305929 cinnabar
n02434190 woodland_caribou
n01669654 painted_turtle
n04121426 rya
n02063662 right_whale
n12074867 ophrys_apifera
n12074867 bee_orchid
n07920222 latte
n03784896 horseshoe_arch
n03202354 dinner_table
n04146862 school_ship
n04146862 training_ship
n01850873 canvasback
n04232437 skyhook
n12658846 service_tree
n01791954 bantam
n12843557 lesser_calamint
n07853345 double_gloucester
n04131368 saltbox
n03669534 limekiln
n02169023 sawyer
n01756508 western_diamondback
n03720163 map
n07759194 concord_grape
n01339801 cmv
n01339801 cytomegalovirus
n03123809 cowhouse
n03123809 cow_barn
n03123809 cowshed
n03123809 byre
n02813252 bay_rum
n01618503 secretary_bird
n03535024 hope_chest
n01826680 european_roller
n03760310 microprocessor
n02592055 sheepshead
n02572196 cardinalfish
n03199775 dinette
n13132656 panicle
n03617312 kilt
n11756669 wattle
n01876326 bandicoot
n11939699 bellis_perennis
n07685303 oatcake
n03838024 object_ball
n03973839 pocket_watch
n03514451 hemostat
n03192543 dictaphone
n13884930 cuboid
n04448070 toilet_water
n07896661 macon
n03238879 dress_shirt
n03662452 lie_detector
n07880213 terrine
n03544238 hour_hand
n14942411 lodestone
n14942411 loadstone
n02714751 answering_machine
n03302938 exhaust
n03302938 exhaust_system
n02835724 bicycle_pump
n12523475 jacaranda
n12523475 brazilian_rosewood
n01664369 ridley
n01538059 reed_bunting
n04349913 suction_cup
n07935737 bottled_water
n04540397 voltage_regulator
n02056228 adelie
n03381231 forceps
n07903543 applejack
n02922461 burin
n07847453 clotted_cream
n07858336 tapenade
n12949361 kapuka
n03309110 eyeliner
n02740300 apc
n02210427 mining_bee
n02210427 andrena
n03316105 facsimile_machine
n03316105 facsimile
n03316105 fax
n11635830 yellow_cedar
n11635830 alaska_cedar
n04953678 iridescence
n00447463 bobsledding
n03451798 graffiti
n03451798 graffito
n01634227 olm
n04137089 sash_window
n04295777 staddle
n01552034 bellbird
n03268311 elbow
n07934282 iced_tea
n07934282 ice_tea
n04364994 surplice
n01712752 ceratosaur
n01712752 ceratosaurus
n03469903 gunny_sack
n02481500 silverback
n01813088 wood_pigeon
n02868638 bomb_shelter
n02868638 bombproof
n01620735 king_vulture
n03196990 dsl
n03435743 georgette
n02620578 archerfish
n12118661 ragi
n12118661 finger_millet
n04189092 sheet_bend
n01397690 arame
n04006067 privateer
n12031927 vernonia
n12031927 ironweed
n03384167 fork
n04141198 saxhorn
n02487547 rhesus
n02487547 rhesus_monkey
n02487547 macaca_mulatta
n04358117 supercomputer
n12919847 leafy_spurge
n02172870 june_bug
n01734808 milk_snake
n01734808 house_snake
n02823335 beer_barrel
n02478875 proconsul
n03508881 heating_pad
n04343511 student_center
n04561965 water_pump
n03114379 cosy
n03114379 cozy
n07621618 garnish
n15091304 vitamin_b12
n15091304 cyanocobalamin
n15091304 cobalamin
n11656123 huon_pine
n03082450 compress
n02405799 santa_gertrudis
n01828096 belted_kingfisher
n04590263 windowsill
n03367321 flophouse
n03125057 cpu_board
n04368496 swallowtail
n04368496 morning_coat
n03718789 mansard_roof
n03718789 mansard
n13163553 deadwood
n12399899 osage_orange
n02388832 liver_chestnut
n09461069 trapezium
n02333546 brown_rat
n02333546 rattus_norvegicus
n01971620 loligo
n03557692 ice_maker
n12727518 goat_willow
n07765073 date
n02926426 bustier
n03770834 miniver
n13077295 mildew
n07887967 light_beer
n01609956 marsh_harrier
n03297735 establishment
n03836976 nylons
n03836976 silk_stocking
n03836976 rayons
n03553248 hydrogen_bomb
n03553248 thermonuclear_bomb
n10806113 zoo_keeper
n02540983 sparling
n12070381 liparis
n04367371 suture
n04461437 town_hall
n11626152 picea_sitchensis
n11626152 sitka_spruce
n04346157 stun_gun
n04402449 telegraph_pole
n04402449 telephone_pole
n02969323 carriageway
n07859142 saccharin
n02054036 cormorant
n00324978 tightrope_walking
n03491032 hang_glider
n01856553 greylag_goose
n01856553 greylag
n02506947 plantigrade
n10721321 traffic_cop
n06266878 news_photography
n01925916 cercaria
n04317063 sternwheeler
n01996280 tadpole_shrimp
n04449290 tollbooth
n04449290 tollhouse
n04449290 tolbooth
n04173907 serape
n02823510 beer_can
n03474167 habit
n03196598 digital_display
n02136103 bearcat
n02136103 binturong
n03892178 parquet_floor
n03892178 parquet
n04142175 scaler
n02685995 airbrush
n09906704 champ
n09906704 champion
n02694045 aisle
n03195959 dat
n05242928 squamous_cell
n02156871 quadruped
n02416104 barbary_sheep
n07735404 parsnip
n03070193 collider
n07616590 split
n07628068 phyllo
n03343047 fin_keel
n03172738 delayed_action
n03005147 chancery
n03257210 duplex
n03991202 potbelly
n02469472 tadpole
n12072722 masdevallia
n03149135 curb
n03149135 curb_bit
n07913537 virgin_mary
n12056217 slipper_orchid
n04371979 swing_door
n03459328 griddle
n01917611 staghorn_coral
n01589286 creeper
n02036228 banded_stilt
n12368028 tutsan
n02522399 cod
n02522399 codfish
n09205509 arete
n02636854 mojarra
n02317781 brittle_star
n02338145 musquash
n02338145 muskrat
n04053508 range_finder
n04053508 rangefinder
n02417785 markhor
n02761557 automobile_engine
n03275681 electrolytic_capacitor
n03275681 electrolytic
n03885194 panting
n03844233 oil_paint
n03710528 mailer
n04964878 maroon
n03698360 lute
n02351870 jerboa
n02313709 bryozoan
n01438581 loach
n01717467 velociraptor
n03687137 loggia
n04245847 smart_bomb
n04557522 water_bed
n02836174 bidet
n03871524 packaging
n02723165 antiperspirant
n02443015 american_mink
n03109253 corncrib
n02404028 maverick
n12934036 astrantia
n04279462 spinning_wheel
n02127381 canada_lynx
n07616487 sundae
n07874441 sicilian_pizza
n12610328 eichhornia_crassipes
n12610328 water_hyacinth
n01943087 ormer
n04251701 snowbank
n03262932 lounge_chair
n03262932 easy_chair
n04350581 sugar_bowl
n12304286 swamp_ash
n02117512 striped_hyena
n03680942 local
n03078670 commutator
n03304197 exocet
n02829596 bench_press
n11625632 white_spruce
n02683558 afterburner
n03055857 carriage_house
n03055857 coach_house
n03055857 remise
n02519472 brown_bullhead
n00443231 floating
n08579352 grainfield
n04974859 ultramarine
n07851926 processed_cheese
n04518643 valenciennes
n03757604 metronome
n04267246 spandrel
n01796019 blackcock
n03837698 oast_house
n03716887 mandola
n04205062 short_iron
n03984643 porkpie
n03538817 horsehair
n00479734 fives
n03797390 mug
n02180875 rove_beetle
n03247083 dropper
n04289195 sprinkler_system
n04108999 rope_tow
n01949499 keyhole_limpet
n04485884 triskelion
n03796974 muff
n01611800 gyrfalcon
n12823859 bindweed
n04462011 toy_box
n04261638 sound_camera
n12836212 nemophila
n07608339 nougat
n04087709 ribbed_vault
n04016846 psaltery
n03177059 departure_lounge
n02856237 blunderbuss
n04290259 spur
n04290259 gad
n07908812 benedictine
n07692517 bialy
n04061681 reception_desk
n02974348 caryatid
n02976350 casement
n12665048 bedstraw
n03329663 ferryboat
n03329663 ferry
n02682407 aeolian_harp
n12909421 petunia
n03628071 kohl
n03602081 jolly_boat
n03602081 jolly
n02907873 brownstone
n07865484 chow_mein
n02324587 bunny
n12014355 artemisia_maritima
n02868975 cupel
n03727465 master_bedroom
n03864139 overhand_knot
n07608098 marshmallow
n00464478 water_polo
n03474779 hacksaw
n09403427 rainbow
n01594787 barn_swallow
n12305089 black_ash
n12320806 bitternut
n01548301 kingbird
n02341288 meadow_vole
n00326094 rock_climbing
n03463381 first_floor
n03463381 ground_level
n03463381 ground_floor
n03376279 folder
n12658308 rowan_tree
n12658308 sorbus_aucuparia
n12658308 rowan
n12640839 mei
n12640839 prunus_mume
n07864756 chicken_kiev
n03416775 garand_rifle
n03416775 garand
n04110178 rose_window
n04110178 rosette
