n04410886 tensiometer
n02333909 rattus_rattus
n02333909 black_rat
n07698401 blt
n03864692 overhead_projector
n03629231 kurta
n02699915 altazimuth
n04289576 spritsail
n01710177 diplodocus
n02654745 cowfish
n15093298 vitamin_c
n15093298 ascorbic_acid
n02782778 ballpark
n02782778 park
n03436075 ghat
n01778217 ixodes_ricinus
n01839330 downy_woodpecker
n03690168 lorgnette
n03835197 nude
n07825194 dill_pickle
n02257284 periodical_cicada
n13882201 pentagon
n04322531 stockade
n07879350 sashimi
n02454794 dasypus_novemcinctus
n02454794 peba
n07866015 croquette
n12402348 banyan_tree
n12402348 banyan
n12402348 banian
n12306717 jasmine
n11617090 monterey_pine
n11617090 pinus_radiata
n01779629 mite
n02769669 backlighting
n03465605 guesthouse
n07938007 multivitamin
n03353951 fixative
n01457852 trumpetfish
n00449796 hydroplane_racing
n02291748 clothes_moth
n07926346 limeade
n02519340 pout
n11733312 larkspur
n07803213 pearl_barley
n03767203 mill_wheel
n07803992 wheat_germ
n04605572 wraparound
n03696301 roof_rack
n03696301 luggage_rack
n03456447 greasepaint
n02130086 tigon
n05448704 myeloblast
n03490884 hanger
n04072551 rein
n04499062 tureen
n07881404 tostada
n02897097 bren_gun
n02897097 bren
n02689434 jackhammer
n11971248 gazania
n01612275 merlin
n01612275 falco_columbarius
n07575392 high_tea
n05469861 dendrite
n04067818 refectory
n07902937 arrack
n07902937 arak
n03668067 lightning_rod
n03668067 lightning_conductor
n04969242 sapphire
n04969242 cerulean
n04969242 azure
n04070415 refractometer
n04030846 quadrant
n03914106 peplum
n09463226 tundra
n03948830 pistol_grip
n03204134 dipole
n03204134 dipole_antenna
n03193597 diesel_locomotive
n03796605 mudguard
n00451563 bicycling
n12058822 dactylorhiza_fuchsii
n00448126 professional_wrestling
n11552806 annual
n03842012 office_building
n03842012 office_block
n04409806 tennis_racquet
n04409806 tennis_racket
n04266162 space_platform
n04266162 space_station
n04266162 space_laboratory
n02234355 american_cockroach
n02042046 herring_gull
n02405440 banting
n02405440 banteng
n12513933 redbud
n01855188 smew
n03237992 dressing_gown
n12916511 tectona_grandis
n12916511 teak
n03821145 neutron_bomb
n02584449 caribe
n02584449 pirana
n02584449 piranha
n02414209 longwool
n12407222 dutch_elm
n04135315 kotex
n04135315 sanitary_napkin
n07563800 liquid_diet
n09391386 photosphere
n03769610 minibar
n01683201 worm_lizard
n03010795 chasuble
n07607361 licorice
n07607361 liquorice
n12508309 milk_vetch
n03319167 fallout_shelter
n02869563 boneshaker
n03303217 exhaust_fan
n13898645 spheroid
n02961225 car_battery
n07902336 aqua_vitae
n04441662 tithe_barn
n12592058 nipa_palm
n03936466 pile_driver
n01819115 cockatoo
n02979516 cassock
n02238594 lace_bug
n07574923 brunch
n10755080 violist
n03228967 dovetail_joint
n03228967 dovetail
n02992368 cellophane
n12279458 black_oak
n02675522 achromatic_lens
n02963503 electrocardiograph
n09376198 ocean
n04950952 wood_grain
n04950952 woodgrain
n01526521 songster
n01526521 songbird
n01422450 merozoite
n02900459 bridle_path
n04405762 television_monitor
n04405762 tv_monitor
n03557590 ice_machine
n13173488 leatherleaf
n03006788 chantry
n02451415 taira
n02451415 tayra
n02831335 berlin
n04963307 turkey_red
n04331443 straightedge
n11618525 torrey_pine
n02563792 bluegill
n02531625 menhaden
n02418465 mountain_goat
n03620353 kitchenette
n01593028 bushtit
n07584332 bisque
n01857632 honker
n01857632 canada_goose
n03989777 post_horn
n00466630 match_play
n07919441 irish_coffee
n03269073 electrical_contact
n11906127 golden_cup
n04467899 trailing_edge
n04201064 shofar
n13065089 puccinia_graminis
n13065089 wheat_rust
n04514648 upper
n03781055 petrol_bomb
n03781055 molotov_cocktail
n03344509 firebox
n02285179 codling_moth
n03902220 pc_board
n04538403 viscose
n04538403 viscose_rayon
n04156591 scuffle
n04299963 stamp
n07845087 formula
n12320627 pignut_hickory
n12320627 pignut
n07731767 belgian_endive
n02221414 wood_ant
